match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_wonTackle,stat_errorLeadToAGoal,stat_expectedGoals,stat_wonContest,stat_dispossessed,stat_totalOffside,stat_blockedScoringAttempt,captain,stat_errorLeadToAShot,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_goals,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated
11409120,home,Boavista,João Gonçalves,joao-goncalves,J. Gonçalves,G,188,61,M,987596,EUR,974246400,G,99,99,False,15.0,10.0,5.0,10.0,10.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,90.0,20.0,5.9,5.0,2.106e-05,0,-1.2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409120,home,Boavista,Salvador Agra,salvador-agra,S. Agra,M,166,97,M,587416,EUR,689817600,D,7,7,False,71.0,68.0,3.0,33.0,36.0,46.0,2.0,,4.0,,,,,90.0,105.0,6.4,16.0,0.145508,0,,11,2.0,38.0,11.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11409120,home,Boavista,Chidozie Awaziem,chidozie-awaziem,C. Awaziem,D,189,1826,M,804764,EUR,852076800,D,5,5,False,79.0,66.0,9.0,45.0,49.0,30.0,2.0,,6.0,,,,,90.0,88.0,5.8,15.0,0.00662441,1,,6,5.0,21.0,,,5.0,,,2.0,1.0,1.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.0349,,,,,,,,,,,,,,,,
11409120,home,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,178,34,M,143584,EUR,654393600,D,20,20,False,87.0,76.0,5.0,55.0,60.0,27.0,,,7.0,,,,,90.0,93.0,6.2,12.0,0.00612724,0,,20,2.0,21.0,,,1.0,1.0,,,1.0,,,Filipe,Ferreira,,,,3.0,,,,1.0,,,,,,,,,,,,,,,
11409120,home,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,182,5807,M,1134441,EUR,923097600,D,70,70,False,52.0,41.0,6.0,21.0,24.0,35.0,4.0,,3.0,,,,,90.0,83.0,5.8,24.0,0.0331885,0,,70,2.0,21.0,7.0,1.0,,,1.0,,3.0,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,
11409120,home,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,179,99,M,984810,EUR,886377600,M,8,8,False,15.0,10.0,1.0,5.0,6.0,12.0,1.0,,2.0,,,,,53.0,26.0,6.3,12.0,0.0111569,1,,8,,5.0,3.0,,1.0,,,1.0,4.0,1.0,,,,,,,,,,0.0252,,,,1.0,,,,,,,,,,,,
11409120,home,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,176,396,M,158597,EUR,733363200,M,24,24,False,55.0,47.0,7.0,25.0,28.0,27.0,3.0,1.0,4.0,,,,,61.0,66.0,6.4,11.0,0.0180821,1,,42,3.0,22.0,,,2.0,,2.0,1.0,1.0,2.0,,,,,,1.0,,1.0,,0.0415,,,,,True,1.0,1.0,,,,,,,,,
11409120,home,Boavista,Gaius Makouta,makouta-gaius,G. Makouta,M,180,299,M,847013,EUR,869788800,M,42,42,False,43.0,35.0,3.0,17.0,18.0,27.0,4.0,1.0,9.0,,,,,90.0,56.0,6.7,12.0,0.0177652,0,,42,2.0,18.0,2.0,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,4.0,,,,,,,,,
11409120,home,Boavista,Tiago Morais,tiago-morais,T. Morais,F,168,233,M,1067284,EUR,1062547200,M,21,21,False,21.0,12.0,2.0,5.0,7.0,17.0,10.0,3.0,3.0,,,,,90.0,43.0,5.6,19.0,0.0368652,0,,21,1.0,8.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,
11409120,home,Boavista,Martim Tavares,tavares-martim,M. Tavares,F,183,92,M,1136423,EUR,1068422400,F,59,59,False,8.0,5.0,,4.0,6.0,4.0,3.0,1.0,2.0,,,,,45.0,14.0,6.5,5.0,0.0168408,1,,79,,1.0,2.0,,3.0,,,,,1.0,1.0,,,1.0,1.0,,,,,0.2752,,,,,,,2.0,1.0,1.0,1.0,0.1765,,,,,
