match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_wasFouled,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_totalContest,stat_totalOffside,stat_accurateCross,stat_keyPass,player_firstName,player_lastName,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_clearanceOffLine
10408557,home,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187,119658,M,terStegen,88625,EUR,704592000,G,1,1,False,54.0,51.0,10.0,7.0,49.0,50.0,2.0,4.0,8.0,2.0,2.0,90.0,61.0,7.4,3.0,0.0,0.0,0.00071305,0,0.4312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408557,home,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,RAraújo,925097,EUR,920764800,D,4,4,False,49.0,43.0,1.0,1.0,25.0,27.0,18.0,23.0,1.0,,,90.0,60.0,6.9,8.0,0.0,0.0,0.0161242,0,,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408557,home,Barcelona,Andreas Christensen,andreas-christensen,A. Christensen,D,15,188,56340,M,andreaschristensen3,186795,EUR,829094400,D,15,15,False,67.0,62.0,5.0,4.0,48.0,50.0,14.0,17.0,2.0,,,60.0,74.0,7.2,5.0,0.1624,0.0,0.00966757,1,,,,1.0,,5.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408557,home,Barcelona,Eric García,eric-garcia,E. García,D,24,182,56393,M,ericgm3,876214,EUR,978998400,D,24,24,False,63.0,58.0,7.0,4.0,43.0,45.0,15.0,18.0,4.0,,,90.0,73.0,7.0,6.0,0.0,0.0,0.00592614,0,,,2.0,2.0,6.0,5.0,1.0,3.0,2.0,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,
10408557,home,Barcelona,Jordi Alba,jordi-alba,J. Alba,D,18,170,22925,M,JAlba,35199,EUR,606441600,D,18,18,False,53.0,48.0,5.0,3.0,17.0,19.0,31.0,37.0,8.0,,,82.0,75.0,6.4,11.0,0.0,0.0,0.0493526,0,,3.0,,1.0,5.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10408557,home,Barcelona,Pablo Gavi,gavi,Gavi,M,6,173,250088,M,Gavi,1103693,EUR,1091664000,M,30,30,False,19.0,18.0,1.0,1.0,12.0,12.0,7.0,9.0,,,,60.0,28.0,6.6,5.0,0.0,0.0,0.0764173,0,,2.0,,,3.0,1.0,1.0,1.0,,1.0,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
10408557,home,Barcelona,Sergio Busquets,sergio-busquets,S. Busquets,M,5,189,29647,M,5sergiob,39433,EUR,585014400,M,5,5,False,68.0,57.0,10.0,8.0,28.0,30.0,29.0,38.0,11.0,,,90.0,83.0,7.0,17.0,0.0392,0.3023,0.0222312,1,,,2.0,5.0,8.0,10.0,,1.0,1.0,5.0,,4.0,1.0,1.0,5.0,1.0,1.0,,,,,,True,1.0,1.0,,,,,,,,
10408557,home,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,Pedri,992587,EUR,1038182400,M,8,8,False,33.0,27.0,5.0,3.0,9.0,10.0,18.0,23.0,4.0,,,72.0,42.0,7.0,9.0,0.0505,0.0,0.0939727,1,,,,,2.0,4.0,,,,1.0,,2.0,,1.0,,1.0,3.0,,,2.0,,,,2.0,,1.0,,,,,,,
10408557,home,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,Raphinha,831005,EUR,850521600,F,22,22,False,33.0,24.0,1.0,,6.0,9.0,20.0,31.0,5.0,,,60.0,54.0,7.2,20.0,0.2313,0.0,0.258093,4,,7.0,,,3.0,2.0,,2.0,2.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,3.0,,,,,,,
10408557,home,Barcelona,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,186,575097,M,Lewa,41789,EUR,588124800,F,9,9,False,16.0,11.0,2.0,1.0,2.0,2.0,10.0,15.0,1.0,,,90.0,44.0,7.2,13.0,0.8576,0.8944,0.0490612,5,,1.0,1.0,,7.0,6.0,1.0,2.0,2.0,5.0,1.0,4.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,3.0,1.0,,,,,,
