match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_ownGoals,stat_challengeLost,stat_bigChanceMissed,captain,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyWon,stat_penaltyFaced,player_sofascoreId,stat_errorLeadToAShot,stat_penaltyConceded
11369969,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187,289,M,996979,EUR,1015632000,G,1,1,False,49.0,35.0,21.0,8.0,31.0,35.0,4.0,14.0,1.0,11.0,1.0,2.0,2.0,1.0,90.0,59.0,7.0,14.0,0.00311757,0,0.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Joel Schingtienne,Joel Schingtienne,,schingtienne-joel,J. Schingtienne,D,3,188,255,M,1388438,EUR,1029283200,D,23,23,False,29.0,20.0,5.0,2.0,16.0,21.0,4.0,8.0,5.0,6.0,,,,,90.0,48.0,7.1,11.0,0.00469051,0,,1.0,4.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190,193,M,949101,EUR,971136000,D,28,28,False,45.0,30.0,12.0,1.0,26.0,33.0,4.0,12.0,5.0,2.0,,,,,90.0,63.0,7.9,16.0,0.00167339,3,,1.0,1.0,7.0,,,,2.0,1.0,4.0,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,0.1492,0.4873,,,,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Federico Ricca,Federico,Ricca,federico-ricca,F. Ricca,D,16,175,168,M,590036,EUR,786240000,D,14,14,False,44.0,37.0,12.0,6.0,31.0,33.0,6.0,12.0,6.0,1.0,,,,,90.0,60.0,6.4,11.0,0.00405369,0,,4.0,4.0,4.0,,,,,1.0,,,1.0,1.0,3.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Florian Miguel,,,florian-miguel,F. Miguel,D,12,179,53,M,777067,EUR,841536000,D,18,18,False,17.0,12.0,4.0,2.0,8.0,11.0,4.0,7.0,3.0,1.0,,,,,74.0,36.0,6.7,8.0,0.00281922,1,,1.0,3.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.1595,,1.0,,,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Richie Sagrado,Richie Sagrado,,richie-sagrado,R. Sagrado,M,20,182,282,M,1198069,EUR,1075420800,M,52,52,False,5.0,2.0,,,2.0,2.0,,3.0,1.0,2.0,,,,,74.0,17.0,6.9,5.0,1.627e-05,1,,2.0,4.0,5.0,,,,,2.0,1.0,1.0,4.0,1.0,,1.0,,,,2.0,0.1297,,,,1.0,1.0,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,False,20.0,15.0,2.0,1.0,7.0,9.0,8.0,12.0,1.0,3.0,,,,,90.0,36.0,7.7,7.0,0.00329912,3,,,4.0,8.0,,4.0,3.0,2.0,,3.0,2.0,2.0,1.0,,2.0,1.0,,1.0,,0.8553,0.9859,1.0,,2.0,,True,1.0,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Joren Dom,,,joren-dom,J. Dom,D,,177,26,M,804233,EUR,628300800,M,6,6,False,26.0,14.0,6.0,1.0,8.0,10.0,6.0,17.0,7.0,4.0,,,,,90.0,42.0,6.4,16.0,0.0104552,0,,,4.0,4.0,,2.0,,,,1.0,,1.0,1.0,2.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,,,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177,285,M,862449,EUR,912038400,M,7,7,False,18.0,15.0,,,5.0,6.0,10.0,15.0,1.0,3.0,,,,,65.0,34.0,6.8,10.0,0.264743,0,,,5.0,6.0,1.0,4.0,3.0,,,,,3.0,2.0,,,,,,,,,3.0,,1.0,,,,1.0,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Nachon Nsingi,Nachon Nsingi,,nachon-nsingi,N. Nsingi,F,27,169,104,M,1388434,EUR,988070400,F,43,43,False,8.0,6.0,,,1.0,2.0,5.0,8.0,,4.0,,,,,74.0,25.0,7.1,8.0,0.00631251,2,,1.0,4.0,9.0,1.0,2.0,1.0,,,3.0,2.0,4.0,,1.0,1.0,1.0,,,1.0,0.1109,0.0471,2.0,,1.0,,,2.0,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175,445,M,862821,EUR,898646400,F,88,88,False,29.0,23.0,3.0,2.0,6.0,8.0,20.0,29.0,1.0,5.0,,,,,85.0,48.0,7.7,16.0,0.644673,2,,,4.0,1.0,,2.0,,,,,,1.0,,,1.0,1.0,,,2.0,0.1086,0.297,8.0,,2.0,,,,6.0,3.0,1.0,1.0,1.0,,,,
11369969,home,Oud-Heverlee Leuven,Mathieu Maertens,,,mathieu-maertens,M. Maertens,F,33,182,86,M,360652,EUR,796262400,M,33,33,True,6.0,2.0,1.0,,,,2.0,6.0,,1.0,,,,,25.0,10.0,6.7,5.0,0.00536265,0,,1.0,4.0,3.0,,,,,,1.0,,1.0,2.0,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170,293,M,1028340,EUR,886204800,M,30,30,True,4.0,3.0,,,1.0,2.0,2.0,2.0,1.0,,,,,,16.0,8.0,6.7,2.0,0.00293104,0,,,,2.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174,435,M,978327,EUR,972604800,F,15,15,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,2.0,,,,,16.0,10.0,6.7,2.0,0.00626266,0,,,3.0,4.0,1.0,1.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Jonatan Braut Brunes,,,jonatan-braut-brunes,J. B. Brunes,F,18,188,722,M,840521,EUR,965606400,F,9,9,True,3.0,,,,,,,3.0,,,,,,,16.0,3.0,6.5,3.0,,0,,2.0,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Raz Shlomo,Raz,Shlomo,raz-shlomo,R. Shlomo,D,13,188,104,M,861825,EUR,934502400,D,3,3,True,3.0,,2.0,,,1.0,,2.0,,1.0,,,,,13.0,5.0,6.5,3.0,,0,,,2.0,1.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Maxence Prévot,,,maxence-prevot,M. Prévot,G,16,184,55,M,785520,EUR,860544000,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369969,home,Oud-Heverlee Leuven,Pierre-Yves Ngawa,,,pierre-yves-ngawa,P. Ngawa,D,5,187,34,M,137805,EUR,697593600,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
