match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goals,stat_hitWoodwork
12388488,home,FC Carl Zeiss Jena,Alexios Dedidis,Alexios Dedidis,,alexios-dedidis,A. Dedidis,G,183,8,M,1130944,EUR,993081600,G,30,30,False,21.0,10.0,15.0,4.0,0.0,8.0,10.0,2.0,11.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,90.0,30.0,6.7,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388488,home,FC Carl Zeiss Jena,Nils Butzen,,,nils-butzen,N. Butzen,M,179,11,M,126415,EUR,733708800,D,26,26,False,25.0,15.0,7.0,3.0,0.0,10.0,13.0,5.0,14.0,2.0,7.0,,,,,,90.0,44.0,7.2,15.0,2,26,True,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,
12388488,home,FC Carl Zeiss Jena,Khalid Abu El Haija,,,el-haija-khalid-abu,K. A. E. Haija,D,195,103,M,1801744,EUR,1131840000,D,32,32,False,29.0,22.0,7.0,3.0,0.0,13.0,15.0,9.0,14.0,1.0,9.0,,,,,,90.0,46.0,7.1,9.0,0,32,,,,,2.0,4.0,,2.0,2.0,,,,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,
12388488,home,FC Carl Zeiss Jena,Sören Reddemann,,,soren-reddemann,S. Reddemann,D,191,7,M,798199,EUR,832204800,D,5,5,False,27.0,17.0,8.0,,0.0,14.0,15.0,3.0,12.0,4.0,8.0,,,,,,90.0,48.0,7.4,10.0,1,5,,,,,1.0,6.0,,1.0,1.0,,,,4.0,,1.0,,,1.0,5.0,3.0,,1.0,,,,,,
12388488,home,FC Carl Zeiss Jena,Paul Kramer,Paul Kramer,,kramer-paul,P. Kramer,D,176,5,M,1392789,EUR,1121990400,D,13,13,False,20.0,11.0,1.0,,0.0,5.0,9.0,7.0,13.0,1.0,5.0,,,,,,90.0,48.0,7.1,13.0,0,13,,2.0,1.0,1.0,5.0,7.0,,1.0,,,,,4.0,,1.0,1.0,2.0,,6.0,5.0,,,1.0,,,,,
12388488,home,FC Carl Zeiss Jena,Ken Martin Gipson,,,gipson-ken-martin,K. M. Gipson,D,178,8,M,1002883,EUR,825120000,M,3,3,False,13.0,4.0,2.0,,0.0,2.0,5.0,2.0,12.0,2.0,3.0,,,,,,76.0,34.0,6.8,18.0,0,24,,4.0,2.0,,7.0,4.0,2.0,1.0,1.0,,,,2.0,3.0,2.0,,1.0,3.0,1.0,1.0,2.0,,,,,,,
12388488,home,FC Carl Zeiss Jena,Hamza Muqaj,Hamza Muqaj,,muqaj-hamza,H. Muqaj,M,186,52,M,1605312,EUR,1128297600,M,28,28,False,21.0,16.0,3.0,1.0,0.0,8.0,10.0,10.0,13.0,,5.0,,,,,,90.0,32.0,6.6,8.0,2,48,,2.0,,1.0,1.0,3.0,,1.0,,,1.0,,,2.0,,1.0,,,2.0,2.0,,1.0,2.0,1.0,,,,
12388488,home,FC Carl Zeiss Jena,Justin Schau,,,justin-schau,J. Schau,M,177,5,M,885851,EUR,906336000,M,25,25,False,22.0,18.0,3.0,2.0,0.0,9.0,11.0,9.0,11.0,1.0,3.0,,,,,,90.0,31.0,6.7,5.0,0,25,,,,,4.0,1.0,,1.0,,,,,3.0,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,
12388488,home,FC Carl Zeiss Jena,Joel Richter,Joel,Richter,joel-richter,J. Richter,F,180,8,M,891528,EUR,912643200,M,27,27,False,8.0,2.0,2.0,,0.0,,3.0,2.0,5.0,3.0,4.0,,,,,,59.0,23.0,6.5,13.0,0,27,,,,1.0,7.0,3.0,1.0,2.0,,,,,1.0,3.0,3.0,,1.0,,2.0,2.0,,,,,,,,
12388488,home,FC Carl Zeiss Jena,Erik Weinhauer,,,erik-weinhauer,E. Weinhauer,F,171,49,M,1394185,EUR,980208000,F,7,7,False,21.0,15.0,4.0,,0.0,4.0,5.0,12.0,19.0,,4.0,,,,,,90.0,33.0,6.2,16.0,0,7,,3.0,1.0,,5.0,1.0,1.0,4.0,1.0,,,,,4.0,,,,,,,,,1.0,,,,,
