match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,stat_goals,stat_wonContest,stat_shotOffTarget,stat_accurateCross,player_firstName,stat_errorLeadToAShot,stat_bigChanceCreated,player_lastName,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12436546,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,994363,EUR,1029628800,G,1,1,False,27.0,22.0,8.0,3.0,0.0,22.0,22.0,5.0,1.0,3.0,2.0,2.0,90.0,32.0,6.6,6.0,8.311e-05,0,-0.2622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436546,home,Brighton & Hove Albion,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2191,M,959628,EUR,942710400,D,27,27,False,67.0,59.0,4.0,2.0,0.0,15.0,16.0,53.0,,4.0,,,90.0,90.0,7.1,13.0,0.0711514,2,,44.0,2.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,0.2078,0.7781,1.0,,,,,,,,,,,,,,,,,,
12436546,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,65.0,63.0,,,0.0,37.0,38.0,28.0,5.0,3.0,,,90.0,83.0,7.3,6.0,0.00861916,2,,26.0,1.0,2.0,2.0,2.0,5.0,,,,1.0,,1.0,1.0,2.0,,,0.1235,0.159,,True,1.0,1.0,2.0,,,,,,,,,,,,,,
12436546,home,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179,25912,M,1199043,EUR,1073088000,D,20,20,False,69.0,63.0,3.0,2.0,0.0,39.0,43.0,26.0,6.0,9.0,,,90.0,89.0,7.7,10.0,0.0130759,1,,24.0,,2.0,1.0,6.0,6.0,1.0,,,1.0,1.0,4.0,4.0,1.0,1.0,,0.0151,0.3819,,,,1.0,2.0,carlos_baleba,2.0,1.0,,,,,,,,,,,
12436546,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,57.0,49.0,5.0,3.0,0.0,14.0,15.0,50.0,,7.0,,,90.0,84.0,7.2,22.0,0.0411113,4,,35.0,8.0,1.0,2.0,5.0,6.0,2.0,1.0,,2.0,,3.0,2.0,,1.0,,0.1942,0.2275,,,,,2.0,pervisestupinan,1.0,,1.0,2.0,,,,,,,,,
12436546,home,Brighton & Hove Albion,Yasin Ayari,yasin-ayari,Y. Ayari,M,26,172,2693,M,1036269,EUR,1065398400,M,26,26,False,50.0,44.0,4.0,2.0,0.0,11.0,13.0,40.0,3.0,1.0,,,90.0,64.0,7.4,9.0,0.0547997,1,,34.0,3.0,1.0,,5.0,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,0.0408,0.6337,2.0,,,,,,,1.0,,,1.0,,,,,,,,
12436546,home,Brighton & Hove Albion,Jack Hinshelwood,jack-hinshelwood,J. Hinshelwood,D,13,182,1561,M,1142315,EUR,1113177600,M,41,41,False,60.0,55.0,2.0,2.0,1.0,26.0,26.0,34.0,1.0,4.0,,,82.0,65.0,7.2,5.0,0.0798765,1,,29.0,,1.0,,3.0,2.0,1.0,,,,,1.0,,1.0,1.0,,0.0349,,3.0,,1.0,,,,,,,,,Jack Hinshelwood,,,,,,,
12436546,home,Brighton & Hove Albion,Solly March,solly-march,S. March,M,7,180,1255,M,301288,EUR,774662400,M,7,7,False,27.0,19.0,4.0,1.0,0.0,2.0,4.0,27.0,1.0,3.0,,,62.0,38.0,6.4,13.0,0.0153345,1,,17.0,4.0,1.0,,3.0,1.0,2.0,,,,,,,1.0,,2.0,0.0206,,,,1.0,,1.0,,,,,,,,1.0,,,,,,
12436546,home,Brighton & Hove Albion,Matt O'Riley,matt-oriley,M. O'Riley,M,33,187,5045,M,891829,EUR,974764800,M,33,33,False,26.0,21.0,3.0,2.0,0.0,4.0,4.0,28.0,1.0,2.0,,,82.0,38.0,7.2,9.0,0.18238,1,,20.0,6.0,1.0,,3.0,1.0,1.0,,,1.0,,,,1.0,1.0,,0.0438,0.072,3.0,,,,1.0,,,,,,3.0,,,1.0,,,,,
12436546,home,Brighton & Hove Albion,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,M,11,11,False,16.0,13.0,,,0.0,4.0,4.0,14.0,1.0,2.0,,,62.0,34.0,7.4,7.0,0.029853,1,,10.0,2.0,1.0,1.0,3.0,8.0,,2.0,,,1.0,5.0,4.0,,1.0,,0.0294,,1.0,,1.0,,2.0,simon.adingra,1.0,,2.0,,1.0,,,,,,,,
