match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_bigChanceCreated,stat_keyPass,captain,stat_totalCross,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,stat_wonContest,stat_accurateCross,player_lastName,stat_totalOffside,stat_outfielderBlock,stat_shotOffTarget
14065142,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,34.0,25.0,14.0,5.0,0.0,23.0,23.0,2.0,11.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,41.0,6.4,9.0,0.0004619,-0.0004,0,-0.1786,0.08,0.01,-0.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065142,home,SC Freiburg,Philipp Treu,treu-philipp,P. Treu,M,29,172,176,M,979820,EUR,975801600,D,29,29,False,39.0,37.0,1.0,,0.0,22.0,24.0,15.0,15.0,2.0,5.0,,,,,,,90.0,55.0,6.5,7.0,0.024154,,0,,-0.13,0.06,-0.44,,1.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
14065142,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,98.0,87.0,9.0,2.0,0.0,45.0,49.0,42.0,49.0,7.0,2.0,,,,,,,90.0,110.0,7.4,11.0,0.103044,,0,,0.38,0.29,-0.02,,5.0,2.0,7.0,,,1.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14065142,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,123.0,115.0,8.0,5.0,0.0,50.0,50.0,65.0,73.0,1.0,5.0,,,,,,,90.0,141.0,8.0,13.0,0.0680053,,0,,0.49,0.29,-0.16,,5.0,,8.0,,,1.0,1.0,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,
14065142,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,24.0,18.0,4.0,1.0,0.0,6.0,6.0,12.0,18.0,,1.0,,,,,,,58.0,31.0,6.6,8.0,0.0068557,,0,,-0.09,0.01,-0.01,,,,,,,,,,,1.0,,,,,,True,1.0,,,,,,,,,,,,,,,
14065142,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,50.0,46.0,2.0,,0.0,20.0,21.0,26.0,29.0,1.0,5.0,,,,,,,90.0,65.0,7.5,6.0,0.0219601,,3,,0.04,0.13,-0.06,,5.0,8.0,7.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,4.0,,,,,1.0,1.0,1.0,2.0,1.0,0.6159,0.9663,0.44,,,,,,,
14065142,home,SC Freiburg,Johan Manzambi,johan-manzambi,J. Manzambi,M,44,182,2015,M,1518931,EUR,1129248000,M,44,44,False,70.0,64.0,3.0,3.0,0.0,19.0,20.0,45.0,50.0,,6.0,,,,,,,90.0,84.0,6.8,12.0,0.0227504,,0,,-0.01,0.17,-0.09,,2.0,5.0,6.0,1.0,2.0,,,,,4.0,3.0,,2.0,,1.0,,,1.0,,,,,,,,Johan Manzambi,1.0,,,,,
14065142,home,SC Freiburg,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,19,19,False,22.0,14.0,2.0,,0.0,5.0,6.0,9.0,16.0,,2.0,,,,,,,88.0,40.0,6.0,17.0,0.203577,,1,,0.2,0.28,-0.07,,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,8.0,,,1.0,,,0.1029,0.1329,-0.37,,,1.0,,,,
14065142,home,SC Freiburg,Yuito Suzuki,yuito-suzuki,Y. Suzuki,F,14,175,2199,M,1020422,EUR,1003968000,M,14,14,False,20.0,16.0,3.0,2.0,0.0,5.0,6.0,11.0,14.0,,3.0,,,,,,,71.0,28.0,7.2,8.0,0.0104708,,2,,-0.17,0.3,-0.05,,1.0,6.0,1.0,3.0,,1.0,,,,1.0,,1.0,2.0,,,,,,1.0,2.0,,1.0,0.2526,1.0325,0.47,,,,,,,
14065142,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,48.0,42.0,7.0,5.0,0.0,22.0,23.0,20.0,25.0,,,,,,,,,58.0,58.0,6.9,12.0,0.117653,,0,,0.12,-0.2,-0.01,,,,,,,,,,,,,,,,1.0,,6.0,,,,,,,,,,,1.0,,,,
14065142,home,SC Freiburg,Junior Adamu,chukwubuike-adamu,J. Adamu,F,9,183,1129,M,902381,EUR,991785600,F,20,20,False,9.0,5.0,,,0.0,,2.0,5.0,7.0,,,,,,,,,58.0,16.0,6.1,8.0,0.0339112,,0,,-0.31,0.19,-0.02,,1.0,5.0,2.0,,1.0,1.0,,,,2.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,2.0,,
14065142,home,SC Freiburg,Jordy Makengo,makengo-jordy,J. Makengo,D,33,191,319,M,1131339,EUR,996710400,D,33,33,True,19.0,16.0,3.0,1.0,0.0,11.0,13.0,5.0,6.0,8.0,,,,,,,,32.0,34.0,6.1,4.0,0.00275277,,0,,-0.04,-0.04,-0.5,,2.0,2.0,4.0,,,1.0,2.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,
14065142,home,SC Freiburg,Igor Matanović,igor-matanovic,I. Matanović,F,31,197,3237,M,1019321,EUR,1049068800,F,31,31,True,6.0,4.0,1.0,,0.0,3.0,3.0,1.0,3.0,,3.0,,,,,,,32.0,12.0,6.6,3.0,0.00089273,,1,,-0.19,0.27,0.14,,1.0,1.0,3.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,,0.0241,,-0.23,,,,,,,1.0
14065142,home,SC Freiburg,Derry Scherhant,derry-scherhant,D. Scherhant,F,7,184,373,M,1131002,EUR,1036886400,F,7,7,True,7.0,5.0,,,0.0,5.0,6.0,,1.0,,1.0,,,,,,,32.0,13.0,6.1,5.0,0.00011437,,1,,-0.07,-0.55,-0.07,,,4.0,,,2.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,1.0,,0.0288,,0.0,,,,,,,
14065142,home,SC Freiburg,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,True,8.0,8.0,,,0.0,8.0,8.0,,,,1.0,,,,,,,19.0,11.0,6.6,1.0,0.00016635,,0,,-0.07,0.0,0.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
