match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wasFouled,captain,stat_totalCross,stat_unsuccessfulTouch,stat_challengeLost,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_punches,player_sofascoreId
11406746,home,Empoli,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191.0,1685,M,947954,EUR,998697600,G,25,25,False,48.0,17.0,42.0,11.0,6.0,9.0,11.0,39.0,1.0,15.0,2.0,3.0,5.0,1.0,1.0,90.0,62.0,7.8,32.0,0.00744961,0,0.3428,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406746,home,Empoli,Bartosz Bereszyński,,,bartosz-bereszynski,B. Bereszyński,D,19,182.0,2549,M,109461,EUR,710899200,D,19,19,False,24.0,17.0,5.0,1.0,9.0,11.0,8.0,13.0,3.0,2.0,,,,,,90.0,50.0,7.7,11.0,0.0142228,0,,3.0,4.0,5.0,8.0,3.0,3.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,
11406746,home,Empoli,Ardian Ismajli,,,ardian-ismajli,A. Ismajli,D,44,188.0,1151,M,840414,EUR,844041600,D,34,34,False,29.0,24.0,3.0,1.0,20.0,21.0,4.0,8.0,6.0,,,,,,,90.0,42.0,7.3,5.0,0.0370434,0,,,4.0,1.0,8.0,1.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,
11406746,home,Empoli,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191.0,784,M,352736,EUR,841968000,D,33,33,False,31.0,21.0,6.0,1.0,17.0,20.0,4.0,13.0,3.0,1.0,,,,,,90.0,44.0,7.1,13.0,0.00111287,0,,1.0,4.0,1.0,5.0,,1.0,1.0,1.0,,,True,2.0,1.0,,,,,,,,,,,,,,
11406746,home,Empoli,Emmanuel Gyasi,,,emmanuel-gyasi,E. Gyasi,M,11,182.0,716,M,541578,EUR,758246400,M,11,11,False,21.0,17.0,,,8.0,9.0,9.0,12.0,,5.0,,,,,,90.0,28.0,6.7,5.0,0.0076842,0,,2.0,3.0,5.0,5.0,,,2.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
11406746,home,Empoli,Alberto Grassi,,,alberto-grassi,A. Grassi,M,33,183.0,263,M,186845,EUR,794534400,M,5,5,False,29.0,23.0,2.0,1.0,13.0,16.0,10.0,13.0,1.0,7.0,,,,,,55.0,41.0,7.0,9.0,0.00763347,2,,1.0,2.0,2.0,4.0,,,2.0,2.0,,,,,1.0,1.0,,1.0,1.0,0.0946,0.0695,,,,,,,,
11406746,home,Empoli,Răzvan Marin,,,razvan-marin,R. Marin,M,18,178.0,3932,M,279563,EUR,832809600,M,18,18,False,30.0,24.0,4.0,1.0,13.0,13.0,11.0,20.0,2.0,5.0,,,,,,90.0,47.0,6.7,13.0,0.00745072,3,,1.0,,4.0,4.0,,,1.0,1.0,1.0,2.0,,3.0,2.0,1.0,,,3.0,0.1337,,1.0,1.0,1.0,,,,,
11406746,home,Empoli,Giuseppe Pezzella,,,giuseppe-pezzella,G. Pezzella,M,3,187.0,619,M,814589,EUR,880761600,M,3,3,False,18.0,11.0,,,5.0,8.0,6.0,13.0,2.0,2.0,,,,,,84.0,34.0,6.5,12.0,0.0180656,0,,,1.0,1.0,1.0,,,,,1.0,,,3.0,,,1.0,,,,,,,,,,,,
11406746,home,Empoli,Jacopo Fazzini,,,jacopo-fazzini,J. Fazzini,F,22,178.0,840,M,1012179,EUR,1047772800,F,21,21,False,13.0,4.0,2.0,,,1.0,4.0,12.0,,2.0,,,,,,71.0,26.0,6.4,13.0,0.00561576,0,,1.0,,6.0,3.0,,,,,2.0,3.0,,,1.0,,,,,,,1.0,2.0,,,,,,
11406746,home,Empoli,Nicolò Cambiaghi,,,cambiaghi-nicolo,N. Cambiaghi,F,28,173.0,1123,M,971005,EUR,977961600,F,28,28,False,7.0,4.0,,,1.0,1.0,3.0,10.0,,1.0,,,,,,71.0,20.0,6.8,9.0,0.00282048,1,,,,4.0,4.0,,,2.0,2.0,2.0,2.0,,4.0,,,1.0,,,0.0264,,,2.0,,1.0,,,,
