match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_accurateCross,stat_goodHighClaim,player_sofascoreId,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside
10389718,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,36.0,27.0,8.0,1.0,26.0,29.0,1.0,7.0,1.0,10.0,1.0,2.0,3.0,1.0,90.0,46.0,6.4,9.0,0.0,0.0,0.00012061,0,-0.2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389718,home,Clermont Foot,Florent Ogier,florent-ogier,F. Ogier,D,69,182,26,M,122943,EUR,606441600,D,21,21,False,69.0,51.0,9.0,4.0,20.0,26.0,31.0,44.0,3.0,3.0,,,,,90.0,87.0,6.7,20.0,0.0,0.0,0.01218,0,,,,True,1.0,2.0,2.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10389718,home,Clermont Foot,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,4,4,False,52.0,39.0,4.0,1.0,27.0,31.0,12.0,21.0,3.0,6.0,,,,,90.0,68.0,6.9,14.0,0.0,0.0,0.00887827,0,,,,,,3.0,1.0,4.0,7.0,1.0,1.0,3.0,3.0,,1.0,3.0,1.0,,,,,,,,,,,,,,
10389718,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,59.0,54.0,2.0,2.0,38.0,40.0,16.0,19.0,3.0,6.0,,,,,90.0,73.0,6.7,6.0,0.0,0.0,0.0367685,0,,,,,,,,2.0,4.0,1.0,,1.0,2.0,1.0,,2.0,,1.0,,,,,,,,,,,,,
10389718,home,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,988632,EUR,793843200,M,11,11,False,42.0,35.0,,,12.0,12.0,23.0,34.0,,5.0,,,,,90.0,60.0,6.5,17.0,0.179,0.0,0.0651215,2,,,,,4.0,,,4.0,5.0,1.0,,,1.0,1.0,2.0,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,
10389718,home,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183,60,M,942840,EUR,866851200,M,7,7,False,70.0,60.0,5.0,4.0,33.0,37.0,27.0,33.0,2.0,8.0,,,,,90.0,87.0,6.9,12.0,0.0839,0.0,0.150666,1,,,,,,2.0,,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,
10389718,home,Clermont Foot,Saîf-Eddine Khaoui,saif-eddine-khaoui,S. Khaoui,M,10,180,616,M,346262,EUR,798940800,M,10,10,False,56.0,48.0,2.0,2.0,24.0,26.0,24.0,30.0,,7.0,,,,,90.0,72.0,6.9,10.0,0.0427,0.0589,0.033316,2,,,,,,,,6.0,6.0,2.0,,,4.0,3.0,1.0,1.0,3.0,2.0,,1.0,1.0,,,1.0,,,,,,,
10389718,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,M,3,3,False,32.0,26.0,5.0,3.0,17.0,23.0,9.0,11.0,,11.0,,,,,90.0,63.0,6.8,16.0,0.0,0.0,0.0289075,0,,,,,2.0,1.0,,7.0,8.0,,1.0,3.0,3.0,3.0,1.0,2.0,1.0,7.0,1.0,3.0,,,,,,,,,,,
10389718,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,F,70,70,False,27.0,23.0,2.0,,11.0,11.0,13.0,19.0,,3.0,,,,,63.0,37.0,6.4,12.0,0.0,0.0,0.0422524,0,,,,,3.0,,,4.0,,,,,,,2.0,,,1.0,3.0,,,,1.0,,1.0,,,,,,
10389718,home,Clermont Foot,Aïman Maurer,aiman-maurer,A. Maurer,M,29,173,360,M,1146941,EUR,1096070400,F,22,22,False,32.0,28.0,2.0,1.0,17.0,18.0,11.0,15.0,1.0,5.0,,,,,78.0,52.0,7.1,10.0,0.0352,0.0689,0.182486,1,,,,,1.0,2.0,1.0,7.0,11.0,1.0,,,,,2.0,6.0,2.0,6.0,,4.0,,,1.0,1.0,,,,,,,
