match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_wonContest,stat_shotOffTarget,captain,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_bigChanceMissed
12116995,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,40.0,32.0,16.0,8.0,27.0,33.0,5.0,7.0,9.0,2.0,1.0,2.0,1.0,1.0,90.0,49.0,7.3,8.0,0.002637,0,0.4325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116995,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,D,26,26,False,61.0,49.0,10.0,3.0,29.0,37.0,20.0,24.0,6.0,,,,,,90.0,82.0,7.5,16.0,0.00913189,0,,,,2.0,1.0,8.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
12116995,home,Atlético Mineiro,Rodrigo Battaglia,rodrigo-battaglia,R. Battaglia,D,5,187,1317,M,158257,EUR,679276800,D,21,21,False,64.0,63.0,9.0,8.0,54.0,54.0,9.0,10.0,1.0,,,,,,83.0,74.0,7.4,1.0,0.00241145,0,,,,2.0,5.0,3.0,7.0,,,,5.0,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,
12116995,home,Atlético Mineiro,Jemerson,jemerson,Jemerson,D,21,184,1651,M,328519,EUR,714614400,D,34,34,False,55.0,51.0,3.0,3.0,35.0,37.0,16.0,18.0,2.0,,,,,,69.0,63.0,7.2,4.0,0.00554589,0,,,,1.0,,1.0,2.0,,,,2.0,,1.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,
12116995,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,D,13,13,False,71.0,64.0,7.0,5.0,33.0,35.0,32.0,40.0,2.0,,,,,,90.0,88.0,8.4,10.0,0.0635385,2,,,,1.0,,2.0,2.0,,,,2.0,,,3.0,1.0,1.0,,1.0,1.0,guiarana,4.0,1.0,2.0,1.0,1.0,0.057,0.3761,1.0,,,,,,,,
12116995,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177,5525,M,559036,EUR,757728000,M,6,6,False,48.0,39.0,13.0,8.0,14.0,16.0,28.0,42.0,4.0,,,,,,77.0,77.0,8.2,18.0,0.595576,0,,,,1.0,,2.0,3.0,,1.0,,1.0,,1.0,,1.0,,1.0,2.0,,gustavoscarpa10,10.0,3.0,,,,,,3.0,2.0,1.0,,,,,,
12116995,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,57.0,50.0,9.0,5.0,28.0,32.0,22.0,25.0,3.0,,,,,,90.0,69.0,7.6,8.0,0.0244219,0,,,,,3.0,2.0,11.0,,,2.0,,,1.0,1.0,6.0,3.0,1.0,,2.0,,,,,,,,,,,,2.0,,,,,
12116995,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,23,23,False,51.0,46.0,4.0,1.0,24.0,27.0,22.0,25.0,4.0,,,,,,90.0,62.0,7.0,6.0,0.0153227,1,,,,,,1.0,2.0,,,,,,,3.0,2.0,1.0,,,1.0,,1.0,,,,,0.0433,,,,,,1.0,,,,
12116995,home,Atlético Mineiro,Matías Zaracho,matias-zaracho,M. Zaracho,M,11,171,1332,M,859970,EUR,889488000,M,15,15,False,19.0,17.0,1.0,1.0,5.0,6.0,12.0,13.0,3.0,,,,,,45.0,29.0,7.4,6.0,0.00881951,1,,,,2.0,,4.0,2.0,1.0,,1.0,,,,2.0,,,4.0,1.0,1.0,,,,1.0,1.0,,0.3664,0.9211,,,,1.0,,,,,
12116995,home,Atlético Mineiro,Paulinho,paulinho,Paulinho,F,10,175,11050,M,885179,EUR,963619200,F,10,10,False,29.0,26.0,2.0,1.0,8.0,11.0,18.0,18.0,3.0,,,,,,77.0,38.0,7.2,7.0,0.0133341,2,,,,2.0,,7.0,3.0,1.0,2.0,2.0,,,,,1.0,,1.0,1.0,2.0,paulinho10,,,1.0,1.0,,0.5085,0.6018,,,,1.0,1.0,,,,
12116995,home,Atlético Mineiro,Hulk,hulk,Hulk,F,7,180,24458,M,34705,EUR,522633600,F,7,7,False,22.0,19.0,,,5.0,6.0,14.0,17.0,,,,,,,90.0,38.0,7.3,8.0,0.218647,3,,,,2.0,1.0,7.0,7.0,,2.0,1.0,,,,,,,,6.0,2.0,Hulk,1.0,,,,,0.1596,,2.0,1.0,1.0,,1.0,True,2.0,,
12116995,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,True,23.0,22.0,2.0,2.0,10.0,10.0,12.0,16.0,2.0,,,,,,45.0,32.0,6.7,5.0,0.0160272,0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,
12116995,home,Atlético Mineiro,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,385916,EUR,820108800,D,4,4,True,13.0,12.0,,,11.0,12.0,1.0,1.0,,,,,,,21.0,16.0,6.7,1.0,8.046e-05,0,,,,,2.0,2.0,2.0,,,,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,
