match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,captain,stat_outfielderBlock,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_lastManTackle,stat_penaltyConceded
12437649,home,Deportivo Alavés,Jesús Owono,,,jesus-owono,J. Owono,G,13,183,434,M,990659,EUR,983404800,G,13,13,False,33.0,22.0,24.0,13.0,0.0,11.0,12.0,11.0,21.0,4.0,1.0,90.0,35.0,6.6,12.0,0.00283966,0,-0.5231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437649,home,Deportivo Alavés,Nahuel Tenaglia,,,nahuel-tenaglia,N. Tenaglia,D,14,182,1025,M,896073,EUR,824860800,D,14,14,False,51.0,38.0,10.0,1.0,0.0,19.0,22.0,19.0,31.0,5.0,,90.0,81.0,7.2,17.0,0.0104864,0,,2.0,3.0,2.0,12.0,2.0,3.0,3.0,7.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437649,home,Deportivo Alavés,Abdelkabir Abqar,,,abqar-abdelkabir,A. Abqar,D,3,188,4060,M,1101232,EUR,921024000,D,5,5,False,51.0,41.0,13.0,5.0,0.0,34.0,34.0,7.0,17.0,5.0,,90.0,73.0,7.3,10.0,0.0212628,1,,,2.0,2.0,5.0,,7.0,4.0,3.0,2.0,,abdel.abqar,1.0,2.0,0.1129,,,,,,,,,,,,,,,,,,,,,
12437649,home,Deportivo Alavés,Moussa Diarra,,,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,22,22,False,62.0,58.0,7.0,4.0,0.0,45.0,46.0,13.0,16.0,5.0,,90.0,71.0,6.8,4.0,0.00421419,0,,,1.0,1.0,2.0,,2.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12437649,home,Deportivo Alavés,Manuel Sánchez,,,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,3,3,False,36.0,27.0,8.0,2.0,0.0,15.0,19.0,13.0,18.0,6.0,,90.0,52.0,6.5,11.0,0.00516423,0,,1.0,2.0,4.0,5.0,,1.0,,2.0,1.0,,,,3.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12437649,home,Deportivo Alavés,Ander Guevara,,,ander-guevara,A. Guevara,M,6,180,265,M,891931,EUR,868233600,M,6,6,False,63.0,52.0,7.0,3.0,0.0,34.0,37.0,18.0,27.0,8.0,,90.0,76.0,6.7,14.0,0.00924031,0,,1.0,2.0,5.0,4.0,,2.0,,2.0,2.0,,,,,,4.0,,1.0,,,2.0,,,,,,,,,,,,,,,
12437649,home,Deportivo Alavés,Carlos Benavídez,,,carlos-benavidez,C. Benavídez,M,23,185,382,M,873717,EUR,891216000,M,23,23,False,31.0,22.0,4.0,3.0,0.0,10.0,13.0,12.0,18.0,1.0,,71.0,39.0,7.0,9.0,0.011192,0,,,1.0,,4.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,
12437649,home,Deportivo Alavés,Carlos Vicente,,,vicente-carlos,C. Vicente,M,23,179,1926,M,1084399,EUR,924825600,M,7,7,False,29.0,22.0,1.0,,0.0,7.0,8.0,16.0,29.0,5.0,,90.0,59.0,7.5,17.0,0.184355,1,,8.0,,7.0,8.0,,1.0,,3.0,2.0,3.0,,1.0,3.0,0.0442,2.0,1.0,1.0,3.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,
12437649,home,Deportivo Alavés,Jon Guridi,,,jon-guridi,J. Guridi,M,18,179,324,M,788141,EUR,793929600,M,18,18,False,44.0,34.0,1.0,1.0,0.0,17.0,19.0,17.0,25.0,6.0,,90.0,62.0,6.8,14.0,0.00961476,0,,,3.0,10.0,8.0,1.0,1.0,1.0,3.0,2.0,,,,1.0,,5.0,,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,
12437649,home,Deportivo Alavés,Tomás Conechny,,,tomas-conechny,T. Conechny,F,17,170,499,M,822607,EUR,891216000,M,10,10,False,37.0,29.0,1.0,,0.0,12.0,15.0,17.0,22.0,2.0,,71.0,52.0,7.0,10.0,0.0180726,0,,,3.0,5.0,10.0,,1.0,1.0,4.0,3.0,2.0,,,1.0,,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,
