match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_interceptionWon,player_firstName,stat_dispossessed,player_lastName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_fouls,stat_keyPass,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed
13055090,home,Tottenham Hotspur,Dominic Solanke,dominic-solanke,D. Solanke,F,19,186,11216,M,361420,EUR,874195200,F,19,19,False,15.0,10.0,1.0,1.0,0.0,7.0,9.0,3.0,6.0,1.0,,,,,,89.0,35.0,8.5,11.0,2,Dom_Solanke,,3.0,8.0,,2.0,,4.0,1.0,4.0,,1.0,4.0,1.0,,1.0,,,2.0,1.0,1.0,,2.0,,,,,,
13055090,home,Tottenham Hotspur,Lucas Bergvall,bergvall-lucas,L. Bergvall,M,15,186,9216,M,1391251,EUR,1138838400,M,15,15,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,,11.0,2.0,6.4,1.0,0,lucasbergvall,,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,
13055090,home,Tottenham Hotspur,Sergio Reguilón,sergio-reguilon,S. Reguilón,D,,178,5841,M,858195,EUR,850694400,D,3,3,True,,,,,0.0,,,,,,,,,,,1.0,,,,0,sergio_regui,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
13055090,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10644,M,1085180,EUR,990576000,F,22,22,True,1.0,,,,0.0,,,,1.0,,,,,,,8.0,1.0,6.4,1.0,0,brenjohnson_,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
13055090,home,Tottenham Hotspur,Brandon Austin,austin-brandon,B. Austin,G,40,188,1395,M,859896,EUR,915753600,G,40,40,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055090,home,Tottenham Hotspur,Alfie Whiteman,alfie-whiteman,A. Whiteman,G,,189,578,M,822504,EUR,907286400,G,41,41,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055090,home,Tottenham Hotspur,Alfie Dorrington,dorrington-alfie,A. Dorrington,D,24,192,528,M,1177610,EUR,1113955200,D,48,48,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055090,home,Tottenham Hotspur,Malachi Hardy,malachi-hardy,M. Hardy,D,4,188,533,M,1471592,EUR,1205107200,D,79,79,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Malachi Hardy,,,,,,,,,,,,,,
13055090,home,Tottenham Hotspur,Callum Olusesi,callum-olusesi,C. Olusesi,M,8,175,630,M,1403190,EUR,1173571200,M,64,64,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055090,home,Tottenham Hotspur,Will Lankshear,will-lankshear,W. Lankshear,F,27,189,1483,M,1391825,EUR,1113955200,F,42,42,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055090,away,Manchester United,Altay Bayındır,altay-bayindir,A. Bayındır,G,1,198,15107,M,815890,EUR,892512000,G,1,1,False,28.0,17.0,12.0,2.0,0.0,15.0,19.0,2.0,9.0,,9.0,1.0,1.0,2.0,,90.0,38.0,5.3,12.0,0,altaybayindir,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
13055090,away,Manchester United,Leny Yoro,leny-yoro,L. Yoro,D,15,190,19992,M,1153315,EUR,1131840000,D,15,15,False,74.0,68.0,9.0,3.0,0.0,40.0,44.0,28.0,31.0,3.0,5.0,,,,,90.0,88.0,6.5,7.0,0,YL15,1.0,1.0,6.0,,,,3.0,1.0,,1.0,2.0,3.0,3.0,Leny Yoro,,,1.0,1.0,1.0,,,,,,,,,
13055090,away,Manchester United,Victor Lindelöf,victor-lindelof,V. Lindelöf,D,3,187,8787,M,143334,EUR,774403200,D,2,2,False,21.0,18.0,1.0,,0.0,9.0,10.0,9.0,11.0,3.0,1.0,,,,,45.0,25.0,6.7,3.0,0,victorlindelof,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
13055090,away,Manchester United,Lisandro Martínez,lisandro-martinez,L. Martínez,D,6,175,51493,M,859999,EUR,885081600,D,6,6,False,62.0,54.0,11.0,7.0,0.0,27.0,29.0,27.0,33.0,3.0,4.0,,,,,90.0,71.0,6.7,9.0,1,LichaMartínez,,2.0,4.0,1.0,,,1.0,1.0,,,1.0,3.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,
13055090,away,Manchester United,Noussair Mazraoui,noussair-mazraoui,N. Mazraoui,D,3,183,53700,M,847030,EUR,879465600,M,3,3,False,59.0,47.0,7.0,4.0,0.0,20.0,23.0,27.0,36.0,,4.0,,,,,90.0,89.0,6.5,19.0,2,nousmaz97,,,6.0,2.0,,,5.0,2.0,,,2.0,9.0,,,1.0,,,4.0,1.0,3.0,1.0,,,,,,,
13055090,away,Manchester United,Christian Eriksen,christian-eriksen,C. Eriksen,M,24,182,20679,M,105734,EUR,698025600,M,14,14,False,24.0,21.0,2.0,2.0,0.0,5.0,6.0,17.0,21.0,3.0,3.0,,,,,56.0,38.0,6.7,5.0,3,chriseriksen8,3.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,
13055090,away,Manchester United,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19070,M,846425,EUR,986947200,M,25,25,False,26.0,22.0,1.0,1.0,0.0,10.0,11.0,12.0,15.0,,4.0,,,,,70.0,42.0,6.7,6.0,0,ugartemanu,,,7.0,,,,7.0,2.0,,,,6.0,3.0,,2.0,,2.0,,,2.0,,,,,,,,
13055090,away,Manchester United,Diogo Dalot,diogo-dalot,D. Dalot,M,2,184,22937,M,843200,EUR,921715200,M,20,20,False,43.0,36.0,5.0,2.0,0.0,13.0,15.0,24.0,34.0,,6.0,,,,,90.0,62.0,7.1,15.0,0,DDalot,6.0,1.0,3.0,,,,2.0,1.0,1.0,,,5.0,2.0,,,,1.0,1.0,,3.0,4.0,,,1.0,,1.0,1.0,
13055090,away,Manchester United,Antony,antony,Antony,M,7,172,218925,M,958380,EUR,951350400,F,21,21,False,15.0,13.0,2.0,2.0,0.0,3.0,4.0,10.0,11.0,,3.0,,,,,55.0,33.0,6.1,11.0,1,Antony,,,4.0,,,,2.0,1.0,1.0,2.0,1.0,10.0,,,4.0,,1.0,4.0,,,,,1.0,,,,,
13055090,away,Manchester United,Bruno Fernandes,bruno-fernandes,B. Fernandes,M,8,179,237692,M,288205,EUR,778982400,F,8,8,False,47.0,41.0,5.0,3.0,0.0,14.0,15.0,27.0,40.0,,7.0,,,,,90.0,67.0,7.7,16.0,2,BrunoFernandes,8.0,,3.0,1.0,,,1.0,1.0,,1.0,1.0,6.0,1.0,,1.0,,2.0,1.0,1.0,2.0,3.0,,1.0,,,,,
13055090,away,Manchester United,Rasmus Højlund,rasmus-hojlund,R. Højlund,F,19,191,69881,M,1086417,EUR,1044316800,F,9,9,False,12.0,8.0,,,0.0,2.0,2.0,6.0,10.0,,1.0,,,,,56.0,23.0,6.4,9.0,1,RHøjlund,,1.0,2.0,1.0,,,,,2.0,,,3.0,,,1.0,,,3.0,1.0,,,,,1.0,,,,
13055090,away,Manchester United,Jonny Evans,jonny-evans,J. Evans,D,,188,4300,M,30144,EUR,568166400,D,35,35,True,29.0,25.0,3.0,1.0,0.0,18.0,21.0,7.0,8.0,1.0,2.0,,,,,45.0,32.0,6.9,4.0,2,6jevans,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
13055090,away,Manchester United,Amad Diallo,diallo-amad,A. Diallo,F,16,173,104235,M,971037,EUR,1026345600,F,16,16,True,10.0,8.0,1.0,1.0,1.0,4.0,5.0,4.0,6.0,,2.0,,,,,35.0,23.0,8.5,6.0,5,AmadDiallo19,1.0,,1.0,3.0,2.0,,,,1.0,,,2.0,,,1.0,,,2.0,1.0,,2.0,1.0,,1.0,,,1.0,
13055090,away,Manchester United,Kobbie Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,52792,M,1142175,EUR,1113868800,M,37,37,True,16.0,11.0,1.0,1.0,0.0,8.0,11.0,3.0,5.0,,1.0,,,,,34.0,22.0,6.5,5.0,0,KobbieM,,,4.0,,,,1.0,1.0,,3.0,3.0,6.0,,Kobbie,,Mainoo,2.0,,,1.0,,,,,,,,
13055090,away,Manchester United,Joshua Zirkzee,joshua-zirkzee,J. Zirkzee,F,11,193,25992,M,917007,EUR,990489600,F,11,11,True,6.0,4.0,,,0.0,2.0,2.0,2.0,4.0,,1.0,,,,,34.0,10.0,6.9,3.0,3,JZirkzee,,,,,2.0,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,1.0
13055090,away,Manchester United,Alejandro Garnacho,alejandro-garnacho,A. Garnacho,F,49,180,137323,M,1135873,EUR,1088640000,F,17,17,True,9.0,7.0,,,0.0,,1.0,7.0,8.0,,,,,,,20.0,12.0,6.3,4.0,0,AleGarnacho,,,1.0,,,,,,,1.0,,3.0,,,,,,2.0,,1.0,,,,1.0,,,,
13055090,away,Manchester United,André Onana,andre-onana,A. Onana,G,24,190,53710,M,787498,EUR,828403200,G,24,24,True,,,,,,,,,,,,,,,,,,,,0,AndréOnana24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055090,away,Manchester United,Harry Maguire,harry-maguire,H. Maguire,D,5,194,27967,M,149380,EUR,731289600,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,harrymaguire93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055090,away,Manchester United,Tyrell Malacia,tyrell-malacia,T. Malacia,D,12,169,8793,M,825839,EUR,934761600,D,12,12,True,,,,,,,,,,,,,,,,,,,,0,tyrellmalacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055090,away,Manchester United,Casemiro,casemiro,Casemiro,M,18,185,85477,M,122951,EUR,698803200,M,18,18,True,,,,,,,,,,,,,,,,,,,,0,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
