match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_interceptionWon,player_firstName,player_lastName,stat_dispossessed,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_penaltyWon,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_hitWoodwork
11409099,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,29.0,20.0,22.0,13.0,14.0,17.0,6.0,12.0,1.0,1.0,2.0,1.0,9.0,1.0,2.0,2.0,3.0,1.0,1.0,90.0,38.0,7.6,9.0,0.00125517,0,0.4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193,145,M,814673,EUR,859939200,D,44,44,False,,61.0,49.0,12.0,8.0,38.0,46.0,11.0,16.0,2.0,3.0,3.0,,6.0,,,,,,,90.0,72.0,7.3,14.0,0.0107315,0,,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,54.0,48.0,7.0,4.0,37.0,39.0,11.0,15.0,1.0,3.0,2.0,,4.0,,,,,,,90.0,61.0,7.0,6.0,0.00522874,0,,,2.0,2.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Tomás Ribeiro,tomas-ribeiro,T. Ribeiro,D,16,185,137,M,996765,EUR,925430400,D,4,4,False,,67.0,51.0,16.0,4.0,39.0,42.0,12.0,26.0,1.0,6.0,1.0,,2.0,,,,,,,90.0,80.0,6.5,19.0,0.00461455,0,,1.0,4.0,5.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,M,76,76,False,,30.0,19.0,7.0,3.0,15.0,18.0,4.0,13.0,1.0,4.0,6.0,,3.0,2.0,,,,,,90.0,64.0,6.8,20.0,0.0205481,0,,1.0,,,1.0,3.0,1.0,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,26.0,22.0,7.0,6.0,7.0,8.0,16.0,22.0,,4.0,9.0,1.0,6.0,4.0,,,,,,85.0,48.0,8.1,10.0,0.0454078,2,,4.0,1.0,1.0,,2.0,1.0,3.0,2.0,2.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,0.8116,0.991,2.0,,,,,,,,,
11409099,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,34.0,30.0,1.0,1.0,21.0,22.0,9.0,13.0,1.0,3.0,6.0,1.0,9.0,1.0,,,,,,85.0,47.0,7.2,8.0,0.00858751,0,,1.0,,,,3.0,3.0,,,3.0,Tomás Händel,,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,
11409099,home,Vitória SC,Ricardo Mangas,mangas-ricardo,R. Mangas,D,91,179,1156,M,878496,EUR,890179200,M,19,19,False,,24.0,16.0,4.0,2.0,7.0,11.0,10.0,15.0,2.0,4.0,7.0,,5.0,3.0,,,,,,90.0,39.0,7.6,10.0,0.0368063,0,,2.0,2.0,1.0,,2.0,2.0,,1.0,,Ricardo,Mangas,1.0,1.0,,,,,,,,2.0,1.0,1.0,,,,,,,
11409099,home,Vitória SC,Nelson Luz,nelson-luz,N. Luz,M,10,177,198,M,841743,EUR,886550400,F,20,20,False,,13.0,10.0,,,4.0,4.0,6.0,10.0,1.0,4.0,5.0,,3.0,2.0,,,,,,53.0,24.0,6.7,7.0,0.00708338,1,,1.0,,,,2.0,2.0,,1.0,,,,1.0,,2.0,,,,,0.0278,,,,,1.0,,,,,,
11409099,home,Vitória SC,Adrián Butzke,adrian-butzke,A. Butzke,F,3,191,100,M,991292,EUR,922752000,F,22,22,False,,15.0,7.0,,,2.0,4.0,5.0,11.0,4.0,4.0,5.0,,3.0,1.0,,,,,,53.0,23.0,6.6,10.0,0.00485167,1,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,0.0115,,1.0,,,,1.0,,,,,
11409099,home,Vitória SC,Jota Silva,jota-silva,J. Silva,F,26,179,2828,M,1011895,EUR,933465600,F,11,11,False,,22.0,15.0,1.0,,3.0,5.0,12.0,18.0,2.0,7.0,8.0,1.0,5.0,3.0,,,,,,89.0,51.0,7.2,20.0,0.150006,2,,1.0,1.0,2.0,,3.0,1.0,5.0,,1.0,,,,,5.0,,2.0,,,0.025,0.3332,1.0,,,,1.0,,,,,
11409099,home,Vitória SC,Nuno Santos,nuno-santos,N. Santos,M,10,180,2173,M,930552,EUR,920332800,M,77,77,True,,13.0,6.0,3.0,,2.0,3.0,4.0,10.0,,1.0,,,2.0,,,,,,,37.0,16.0,6.4,8.0,0.00516258,1,,,,,,,,1.0,1.0,,,,,,,,,,,0.0154,,,,,1.0,,,,,,
11409099,home,Vitória SC,André Silva,andre-silva,A. Silva,F,17,181,2951,M,925072,EUR,865296000,F,7,7,True,,9.0,7.0,,,2.0,2.0,5.0,8.0,1.0,3.0,3.0,,2.0,,,,,,,37.0,18.0,6.4,7.0,0.00848404,1,,1.0,,1.0,,1.0,,2.0,1.0,,,,1.0,,2.0,1.0,,,,0.0831,,,,,1.0,,1.0,,,,
11409099,home,Vitória SC,Dani Silva,daniel-silva,D. Silva,M,80,180,228,M,974863,EUR,955411200,M,80,80,True,,1.0,,,,,1.0,,,,,,,,,,,,,,13.0,1.0,6.5,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,D,28,28,True,,,,,,,,,,,1.0,,,1.0,,,,,,,13.0,2.0,6.6,,,0,,,,1.0,,,,,1.0,,Zé Carlos,,,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,Miguel Maga,,,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Charles,charles,Charles,G,27,186,127,M,155985,EUR,760320000,G,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Afonso Freitas,afonso-freitas,A. Freitas,D,25,180,35,M,928812,EUR,955065600,D,72,72,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Manuel Silva,manuel-silva,M. Silva,M,16,190,1034,M,1085740,EUR,992304000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409099,home,Vitória SC,Alisson Safira,allison-safira,A. Safira,F,25,178,356,M,870927,EUR,795398400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409099,away,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,,189,96,M,798688,EUR,673660800,G,18,18,False,,30.0,23.0,10.0,4.0,20.0,24.0,3.0,6.0,2.0,,3.0,,6.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,43.0,7.2,7.0,0.00059894,0,0.3242,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,
