match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_wonContest,stat_interceptionWon,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_penaltyConceded,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,stat_wasFouled,stat_bigChanceMissed,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,captain,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_goals,stat_penaltyWon
12764194,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1239,M,10406,EUR,573609600,G,22,22,False,34.0,31.0,8.0,5.0,0.0,29.0,30.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,90.0,41.0,6.6,3.0,0.00025306,0,-0.9054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764194,home,Club Brugge KV,Joaquin Seys,joaquin-seys,J. Seys,D,65,178,1484,M,1395881,EUR,1111968000,D,65,65,False,23.0,20.0,5.0,2.0,0.0,11.0,12.0,10.0,12.0,1.0,2.0,,,,,,,71.0,40.0,7.0,4.0,0.094076,0,,,,1.0,1.0,1.0,1.0,6.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764194,home,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188,4938,M,1187275,EUR,1082505600,D,4,4,False,48.0,45.0,4.0,2.0,0.0,29.0,30.0,16.0,18.0,5.0,6.0,,,,,,,90.0,60.0,6.4,3.0,0.00562924,0,,,,,,,3.0,3.0,2.0,1.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12764194,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,827,M,248331,EUR,728179200,D,44,44,False,53.0,49.0,4.0,2.0,0.0,37.0,37.0,12.0,16.0,2.0,3.0,,,,,,,90.0,67.0,6.4,6.0,0.215574,3,,,,,,1.0,3.0,1.0,,,,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,0.0989,0.0853,1.0,,,,,,,,,,,,,,
12764194,home,Club Brugge KV,Maxim De Cuyper,maxim-de-cuyper,M. De Cuyper,D,29,183,4478,M,997152,EUR,977443200,D,55,55,False,45.0,37.0,7.0,4.0,0.0,19.0,22.0,21.0,31.0,1.0,7.0,,,,,,,90.0,68.0,7.2,14.0,0.234462,1,,,,8.0,3.0,1.0,2.0,3.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,0.0742,,4.0,2.0,1.0,,,,,,,,,,,,
12764194,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6286,M,1129862,EUR,987638400,M,15,15,False,58.0,50.0,7.0,3.0,0.0,32.0,33.0,18.0,25.0,1.0,3.0,,,,,,,90.0,69.0,6.9,9.0,0.0757222,1,,,,,,,3.0,6.0,,4.0,1.0,,,1.0,3.0,1.0,,1.0,,0.109,0.2072,,,2.0,,,,,,,,,,,,
12764194,home,Club Brugge KV,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2522,M,888537,EUR,946425600,M,7,7,False,33.0,27.0,4.0,4.0,0.0,7.0,8.0,21.0,30.0,1.0,4.0,,,,,,,90.0,46.0,6.8,11.0,0.106831,3,,,,5.0,1.0,,4.0,2.0,3.0,,,3.0,2.0,,,2.0,1.0,,,0.2375,0.3473,3.0,,,1.0,,,,,,,,,,,
12764194,home,Club Brugge KV,Hugo Vetlesen,hugo-vetlesen,H. Vetlesen,M,10,174,786,M,877236,EUR,951696000,M,10,10,False,19.0,15.0,3.0,3.0,0.0,8.0,9.0,7.0,10.0,1.0,1.0,,,,,,,85.0,32.0,6.4,9.0,0.005582,3,,,,,,1.0,6.0,1.0,2.0,,,,,,1.0,1.0,1.0,2.0,,0.5278,0.1649,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,
12764194,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2937,M,118085,EUR,714614400,M,20,20,False,47.0,38.0,2.0,1.0,0.0,22.0,23.0,16.0,24.0,2.0,6.0,,,,,,,90.0,54.0,6.7,11.0,0.0248088,3,,,,,,,2.0,,,,,,,,2.0,,1.0,2.0,,0.1735,,2.0,,,,,,2.0,,True,,,,,,
12764194,home,Club Brugge KV,Christos Tzolis,tzolis-christos,C. Tzolis,M,8,180,9510,M,1031259,EUR,1012348800,M,8,8,False,27.0,24.0,3.0,2.0,0.0,8.0,9.0,16.0,18.0,,4.0,,,,,,,85.0,40.0,6.8,8.0,0.235811,2,,,,,,,7.0,2.0,4.0,1.0,,,1.0,1.0,1.0,,,1.0,,0.053,,1.0,,,,3.0,1.0,2.0,,,absolute_christostzolis,1.0,,,,
