match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_outfielderBlock,stat_lastManTackle,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_penaltyConceded,stat_wonContest,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_hitWoodwork,stat_punches,stat_blockedScoringAttempt,stat_penaltyWon
10437986,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,36.0,27.0,25.0,16.0,16.0,18.0,11.0,18.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,90.0,46.0,6.4,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437986,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,False,10.0,8.0,2.0,1.0,2.0,2.0,6.0,8.0,4.0,,2.0,2.0,,,,,,,35.0,16.0,5.3,3.0,0,,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10437986,home,FC Porto,Pepe,pepe,Pepe,D,,188,6226,M,Pepe,5884,EUR,415065600,D,3,3,False,46.0,43.0,6.0,5.0,29.0,31.0,14.0,15.0,9.0,1.0,7.0,1.0,,,,,,,90.0,59.0,6.9,4.0,1,,,1.0,3.0,4.0,1.0,,,5.0,5.0,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10437986,home,FC Porto,Iván Marcano,ivan-marcano,I. Marcano,D,,189,542,M,,26056,EUR,551404800,D,5,5,False,48.0,37.0,11.0,4.0,28.0,32.0,9.0,16.0,2.0,,4.0,,,,,,,,90.0,52.0,6.6,11.0,0,,,2.0,,6.0,2.0,,,2.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10437986,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,22,22,False,19.0,17.0,2.0,1.0,10.0,11.0,8.0,9.0,1.0,1.0,2.0,,,,,,,,45.0,28.0,6.3,3.0,0,,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,
10437986,home,FC Porto,Matheus Uribe,mateus-uribe,M. Uribe,M,8,182,1621,M,,247773,EUR,669513600,M,8,8,False,30.0,22.0,1.0,,11.0,16.0,11.0,14.0,3.0,,8.0,1.0,,,,,,,52.0,34.0,5.2,9.0,0,,,,1.0,3.0,1.0,,,1.0,1.0,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,
10437986,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,46,46,False,33.0,29.0,2.0,2.0,16.0,17.0,13.0,19.0,2.0,2.0,6.0,,,,,,,,79.0,47.0,6.4,9.0,0,,,,1.0,4.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,3.0,,,,,,,,,,,,
10437986,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,32.0,23.0,1.0,,11.0,12.0,12.0,21.0,12.0,,7.0,3.0,,,,,,,90.0,69.0,6.6,21.0,2,,,1.0,,10.0,2.0,12.0,,2.0,1.0,1.0,1.0,,1.0,2.0,2.0,,,1.0,1.0,,,7.0,1.0,2.0,,,,,,,
10437986,home,FC Porto,Otávio,otavio,Otávio,M,25,171,6972,M,otavio,244801,EUR,792288000,M,25,25,False,50.0,36.0,1.0,,17.0,19.0,21.0,34.0,6.0,,9.0,2.0,,,,,,,90.0,74.0,6.9,22.0,0,,,2.0,2.0,7.0,2.0,2.0,,2.0,2.0,1.0,2.0,,,,1.0,1.0,,,3.0,2.0,,,,2.0,,,,,,,
10437986,home,FC Porto,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20235,M,mehditaremi9,812533,EUR,711417600,M,9,9,False,26.0,20.0,1.0,,6.0,7.0,14.0,19.0,10.0,,3.0,2.0,,,,,,,90.0,39.0,7.5,9.0,3,,,1.0,4.0,9.0,2.0,3.0,,2.0,1.0,4.0,3.0,,1.0,2.0,,,,1.0,,,,2.0,,,1.0,1.0,,,,,
10437986,home,FC Porto,Danny Namaso,danny-namaso,D. Namaso,F,19,182,4899,M,,867440,EUR,967420800,F,19,19,False,9.0,6.0,,,4.0,5.0,2.0,4.0,4.0,,2.0,,,,,,,,45.0,18.0,7.1,7.0,1,,,2.0,2.0,4.0,,3.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,2.0,,,1.0,1.0,,,
10437986,home,FC Porto,Zaidu Sanusi,zaidu-sanusi,Z. Sanusi,D,12,182,2630,M,,987510,EUR,866160000,D,12,12,True,16.0,11.0,,,8.0,10.0,3.0,6.0,,1.0,2.0,,,,,,,,40.0,20.0,6.5,7.0,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
10437986,home,FC Porto,Gonçalo Borges,goncalo-borges,G. Borges,F,11,184,1083,M,,979221,EUR,985824000,F,70,70,True,7.0,5.0,,,2.0,3.0,4.0,8.0,3.0,1.0,2.0,,,,,,,,45.0,22.0,7.0,9.0,3,,,,,3.0,,5.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,4.0,1.0,,2.0,,1.0,2.0,,,,,,
10437986,home,FC Porto,Rodrigo Conceição,rodrigo-conceicao,R. Conceição,D,27,173,250,M,,945121,EUR,946771200,D,17,17,True,8.0,8.0,1.0,1.0,6.0,6.0,2.0,3.0,3.0,,5.0,1.0,,,,,,,11.0,18.0,6.8,4.0,0,,,,,1.0,,2.0,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,2.0,,,,,,,
