match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_outfielderBlock,captain,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_totalOffside,stat_goals
11540885,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,35.0,26.0,15.0,7.0,0.0,22.0,24.0,4.0,11.0,1.0,1.0,6.0,1.0,1.0,90.0,44.0,6.8,9.0,0.00097263,0,0.1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540885,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,47.0,40.0,5.0,1.0,0.0,25.0,29.0,15.0,19.0,10.0,2.0,7.0,,,90.0,73.0,7.3,15.0,0.0147768,1,,1.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,6.0,5.0,3.0,1.0,1.0,0.0582,,,,,,,,,,,,,,,,,,
11540885,home,Başakşehir FK,Ousseynou Ba,ousseynou-ba,O. Ba,D,27,192,385,M,889430,EUR,816048000,D,27,27,False,51.0,45.0,3.0,1.0,0.0,37.0,39.0,8.0,12.0,8.0,5.0,6.0,,,90.0,71.0,7.3,7.0,0.00234662,0,,,3.0,2.0,7.0,,,,,5.0,4.0,1.0,1.0,2.0,5.0,,2.0,,,,,,,,,,,,,,,,,
11540885,home,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,49.0,44.0,3.0,1.0,0.0,32.0,34.0,12.0,17.0,6.0,2.0,4.0,,,90.0,61.0,7.3,7.0,0.00479911,0,,2.0,,2.0,3.0,,,,,,1.0,1.0,,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,
11540885,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,D,42,42,False,31.0,28.0,7.0,7.0,0.0,17.0,19.0,11.0,13.0,,1.0,,,,78.0,42.0,6.7,6.0,0.00642669,0,,1.0,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,
11540885,home,Başakşehir FK,Onur Ergün,onur-ergun,O. Ergün,M,4,185,45,M,893009,EUR,721785600,M,4,4,False,50.0,45.0,4.0,2.0,0.0,27.0,28.0,18.0,22.0,3.0,1.0,1.0,,,90.0,62.0,6.5,7.0,0.019346,2,,,,1.0,3.0,,1.0,,,1.0,2.0,,1.0,,2.0,0.0666,,,2.0,,,,,,,,,,,,,,,
11540885,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,M,23,23,False,31.0,27.0,4.0,1.0,0.0,12.0,12.0,18.0,28.0,2.0,,3.0,,,83.0,48.0,6.8,14.0,0.170586,1,,9.0,1.0,,3.0,,2.0,1.0,1.0,1.0,,,2.0,1.0,1.0,0.0351,,,,3.0,1.0,3.0,,,,,,,,,,,,
11540885,home,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,M,20,20,False,19.0,12.0,2.0,,0.0,5.0,6.0,8.0,15.0,7.0,1.0,2.0,,,78.0,35.0,6.9,13.0,0.0560827,1,,2.0,1.0,3.0,5.0,1.0,3.0,2.0,1.0,,,,2.0,2.0,,0.1457,,,,1.0,2.0,2.0,,,,,,,,,,,,
11540885,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,10,10,False,17.0,15.0,2.0,1.0,0.0,8.0,9.0,7.0,8.0,3.0,,3.0,,,63.0,25.0,6.7,4.0,0.0066797,1,,,,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.3475,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11540885,home,Başakşehir FK,Davidson,davidson,Davidson,M,,177,353,M,814334,EUR,668131200,M,11,11,False,13.0,8.0,2.0,1.0,0.0,1.0,4.0,7.0,9.0,4.0,,6.0,,,63.0,28.0,6.6,12.0,0.0504352,1,,,,,4.0,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,0.0641,,,,,2.0,1.0,,,,,,,,,,,,
11540885,home,Başakşehir FK,Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,9,183,13169,M,558738,EUR,804556800,F,9,9,False,17.0,12.0,,,0.0,4.0,5.0,8.0,13.0,4.0,1.0,1.0,,,90.0,29.0,7.2,10.0,0.0450399,3,,1.0,2.0,4.0,5.0,,,,1.0,,,,3.0,1.0,2.0,0.1992,,,,,1.0,1.0,,2.0,pjona_9,1.0,0.0961,,,,,,,
11540885,home,Başakşehir FK,Dimitrios Pelkas,dimitrios-pelkas,D. Pelkas,M,10,175,1186,M,139304,EUR,751593600,M,14,14,True,6.0,5.0,1.0,,0.0,1.0,1.0,4.0,5.0,,,,,,27.0,9.0,6.4,4.0,0.00254965,0,,,,,1.0,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,
11540885,home,Başakşehir FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,25,179,1278,M,841012,EUR,833155200,F,25,25,True,6.0,6.0,,,0.0,2.0,2.0,4.0,4.0,2.0,,1.0,,,27.0,10.0,6.6,2.0,0.0025853,1,,,,2.0,2.0,,1.0,,,,,,,,,0.0411,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,
11540885,home,Başakşehir FK,Léo Dubois,leo-dubois,L. Dubois,D,,178,587,M,552680,EUR,779500800,D,15,15,True,9.0,7.0,1.0,,0.0,4.0,4.0,3.0,5.0,,1.0,,,,12.0,12.0,6.6,2.0,0.0008514,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540885,home,Başakşehir FK,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,8,8,True,11.0,9.0,2.0,1.0,0.0,1.0,1.0,8.0,10.0,,,2.0,,,12.0,15.0,6.5,4.0,0.00725423,1,,,,,1.0,,1.0,,1.0,,,,1.0,,,0.017,,,,,,,,,,,,,,,,,,
