match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_bigChanceMissed,stat_lastManTackle,captain,stat_totalCross,stat_accurateCross,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_bigChanceCreated,stat_wonContest,stat_onTargetScoringAttempt,stat_hitWoodwork,player_sofascoreId,stat_blockedScoringAttempt,stat_goals
15197283,home,Cheltenham Town,Joe Day,joe-day,J. Day,G,1,183.0,13,M,46746,EUR,650505600,G,1,1,False,14.0,2.0,14.0,2.0,0.0,1.0,1.0,1.0,13.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,90.0,21.0,6.2,13.0,4.1703986619986,1.0,2.415,2.415,0.4605,0,0.02,0.0,-0.38,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197283,home,Cheltenham Town,Jonathan Tomkinson,jonathan-tomkinson,J. Tomkinson,D,27,190.0,82,M,1014209,EUR,1018483200,D,27,27,False,29.0,20.0,5.0,1.0,0.0,12.0,14.0,8.0,15.0,,2.0,11.0,1.0,,,,,,,90.0,61.0,6.4,16.0,200.35894323925,7.0,23.625,41.265,,1,0.0,0.03,-0.06,,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,106.29393131425,3.0,-0.21,,,,,,,,,,,,,,,,
15197283,home,Cheltenham Town,Robbie Cundy,robbie-cundy,R. Cundy,D,6,189.0,11,M,803705,EUR,864950400,D,6,6,False,33.0,26.0,9.0,4.0,0.0,20.0,21.0,6.0,12.0,,3.0,7.0,,,1.0,,,,,90.0,45.0,6.5,8.0,42.90806413497,5.0,9.555,9.345,,1,0.23,0.01,0.28,,3.0,5.0,1.0,,1.0,,,3.0,3.0,1.0,,,-0.54,1.0,1.0,,,,,,,,,,,,,,
15197283,home,Cheltenham Town,James Wilson,james-wilson,J. Wilson,D,5,188.0,16,M,19834,EUR,604454400,D,5,5,False,41.0,30.0,15.0,6.0,0.0,23.0,23.0,7.0,18.0,1.0,4.0,9.0,5.0,,,2.0,,,,90.0,57.0,6.7,11.0,51.739753917963,8.0,4.725,6.93,,0,0.19,0.02,-0.11,,,,,,,,2.0,1.0,1.0,,,,,,,True,1.0,1.0,1.0,,,,,,,,,,
15197283,home,Cheltenham Town,George Nurse,george-nurse,G. Nurse,D,21,181.0,17,M,960310,EUR,925430400,D,21,21,False,26.0,19.0,6.0,3.0,0.0,7.0,9.0,12.0,17.0,1.0,3.0,2.0,4.0,,2.0,,,,,90.0,51.0,6.5,15.0,73.572908140942,11.0,57.12,19.215,,1,0.18,0.11,-0.31,,,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,19.216925066201,1.0,-0.07,,,,1.0,,,,,,,,,,,,
15197283,home,Cheltenham Town,Ben Stevenson,ben-stevenson,B. Stevenson,M,26,183.0,24,M,816806,EUR,859075200,M,26,26,False,26.0,20.0,2.0,1.0,0.0,13.0,13.0,7.0,13.0,1.0,3.0,1.0,3.0,,1.0,,,,,90.0,32.0,6.4,7.0,50.438908108982,7.0,-18.585,0.315,,0,0.0,0.02,-0.17,,,2.0,1.0,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
15197283,home,Cheltenham Town,Josh Martin,josh-martin,J. Martin,F,16,176.0,77,M,1018847,EUR,999993600,M,16,16,False,21.0,16.0,,,0.0,10.0,12.0,6.0,9.0,,,,4.0,,1.0,,,,,77.0,28.0,6.0,9.0,66.926380880815,7.0,24.78,23.835,,1,0.02,0.09,-0.22,,2.0,7.0,3.0,1.0,1.0,,1.0,,,,24.332653801014,1.0,-0.03,,,,,,,,,1.0,,,,,,,
15197283,home,Cheltenham Town,Luke Young,luke-young,L. Young,M,8,173.0,50,M,146165,EUR,730339200,M,8,8,False,23.0,16.0,2.0,,0.0,11.0,12.0,5.0,11.0,,2.0,3.0,5.0,,1.0,1.0,,,,90.0,43.0,7.2,12.0,28.010764560097,4.0,7.035,7.14,,2,0.4,0.01,0.18,,,1.0,,,2.0,1.0,2.0,1.0,1.0,,,,0.0,,,,3.0,,3.0,,,1.0,1.0,,,,,,
15197283,home,Cheltenham Town,Liam Kinsella,liam-kinsella,L. Kinsella,M,4,175.0,16,M,582214,EUR,825033600,M,4,4,False,14.0,11.0,,,0.0,1.0,1.0,10.0,13.0,,6.0,,1.0,,,2.0,,,,70.0,22.0,6.5,3.0,3.6508607204329,1.0,3.36,3.36,,0,-0.1,0.02,-0.16,,1.0,5.0,1.0,,,,1.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
15197283,home,Cheltenham Town,Jordan Thomas,jordan-thomas,J. Thomas,M,11,178.0,30,M,1653859,EUR,988761600,M,11,11,False,8.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,6.0,1.0,8.0,3.0,5.0,,4.0,2.0,,,,77.0,39.0,6.8,17.0,174.04262353923,14.0,159.81,28.665,,3,-0.08,0.26,0.14,,2.0,10.0,,3.0,,,2.0,2.0,1.0,1.0,101.70164951066,4.0,0.12,,,,3.0,,,Jordan Thomas,,7.0,,3.0,3.0,,,,
