match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_wasFouled,stat_dispossessed,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,captain,stat_totalOffside,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon
12764121,home,Maccabi Tel Aviv,Roei Mashpati,Roei,Mashpati,roei-mashpati,R. Mashpati,G,90,186,74,M,138515,EUR,722390400,G,90,90,False,35.0,22.0,17.0,5.0,0.0,20.0,28.0,2.0,7.0,1.0,1.0,12.0,1.0,1.0,3.0,1.0,1.0,3.0,90.0,42.0,7.1,13.0,0.00022253,0,1.1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764121,home,Maccabi Tel Aviv,Idan Nachmias,,,idan-nachmias,I. Nachmias,D,55,190,152,M,827424,EUR,858556800,D,5,5,False,72.0,57.0,5.0,2.0,0.0,35.0,41.0,23.0,32.0,7.0,8.0,6.0,,,,,,,90.0,94.0,7.2,18.0,0.0874471,1,,1.0,1.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,0.0377,0.3868,,,,,,,,,,,,,,,,,,
12764121,home,Maccabi Tel Aviv,Nemanja Stojić,,,nemanja-stojic,N. Stojić,D,44,190,433,M,1029781,EUR,884822400,D,18,18,False,54.0,47.0,10.0,6.0,0.0,41.0,43.0,6.0,11.0,4.0,5.0,2.0,,,,,,,90.0,68.0,7.6,7.0,0.0021354,1,,,,4.0,5.0,1.0,1.0,1.0,8.0,,0.1408,0.3034,3.0,1.0,,,,,,,,,,,,,,,,
12764121,home,Maccabi Tel Aviv,Raz Shlomo,Raz,Shlomo,raz-shlomo,R. Shlomo,D,13,188,104,M,861825,EUR,934502400,D,13,13,False,33.0,29.0,2.0,,0.0,22.0,25.0,7.0,8.0,2.0,3.0,1.0,,1.0,,,,,57.0,40.0,6.5,5.0,0.00147276,0,,,,2.0,3.0,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
12764121,home,Maccabi Tel Aviv,Roy Revivo,Roy Revivo,,roy-revivo,R. Revivo,D,3,183,260,M,1142085,EUR,1053561600,D,3,3,False,46.0,36.0,5.0,3.0,0.0,20.0,21.0,16.0,25.0,2.0,6.0,3.0,,,,,,,90.0,79.0,7.4,18.0,0.020554,2,,,,1.0,10.0,1.0,1.0,,7.0,5.0,0.0626,0.0294,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,,,,,,,,,
12764121,home,Maccabi Tel Aviv,Joris van Overeem,,,joris-van-overeem,J. v. Overeem,M,6,181,103,M,138842,EUR,770428800,M,14,14,False,55.0,45.0,8.0,4.0,0.0,20.0,23.0,26.0,33.0,1.0,4.0,10.0,,1.0,,,,,90.0,62.0,6.7,11.0,0.0487186,0,,1.0,1.0,,2.0,1.0,,,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,
12764121,home,Maccabi Tel Aviv,Gabi Kanichowsky,,,gabi-kanikovski,G. Kanichowsky,M,36,165,361,M,856417,EUR,872380800,M,16,16,False,41.0,36.0,2.0,1.0,0.0,14.0,14.0,22.0,28.0,,4.0,3.0,,,,,,,77.0,50.0,6.6,11.0,0.0471874,0,,1.0,,,,2.0,,,,,,,,,2.0,,,,,,3.0,3.0,,,,,,,,
12764121,home,Maccabi Tel Aviv,Weslley Patati,,,weslley-patati,W. Patati,M,7,167,1129,M,1148468,EUR,1064966400,M,17,17,False,27.0,21.0,2.0,,2.0,9.0,11.0,14.0,21.0,1.0,8.0,5.0,,3.0,,,,,89.0,58.0,8.1,18.0,0.208856,3,,5.0,2.0,,10.0,1.0,2.0,,1.0,5.0,0.0597,0.1784,1.0,3.0,2.0,,4.0,2.0,,2.0,3.0,2.0,1.0,,,,,,,
12764121,home,Maccabi Tel Aviv,Dor Peretz,Dor,Peretz,dor-peretz,D. Peretz,M,42,185,476,M,186953,EUR,800668800,M,42,42,False,33.0,31.0,,,0.0,19.0,20.0,12.0,13.0,,3.0,4.0,,2.0,,,,,90.0,51.0,7.1,7.0,0.0174074,1,,,,4.0,10.0,1.0,,,1.0,2.0,0.0173,,2.0,4.0,,,,,1.0,1.0,5.0,1.0,,True,1.0,,,,,
12764121,home,Maccabi Tel Aviv,Hisham Layous,Hisham,Layous,layous-hisham,H. Layous,M,7,175,101,M,1002898,EUR,973987200,M,33,33,False,18.0,15.0,,,0.0,2.0,3.0,14.0,16.0,2.0,6.0,2.0,,1.0,,,,,77.0,25.0,6.6,5.0,0.0465092,0,,1.0,1.0,,2.0,2.0,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,
