match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_jerseyNumber,stat_aerialWon,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,captain,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist
10382002,home,FC Emmen,Eric Oelschlägel,,,eric-oelschlagel,E. Oelschlägel,G,193.0,62,M,253515,EUR,811555200,G,1,1,False,35.0,26.0,14.0,6.0,22.0,24.0,4.0,11.0,1.0,10.0,1.0,1.0,1.0,90.0,43.0,6.6,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382002,home,FC Emmen,Keziah Veendorp,,,keziah-veendorp,K. Veendorp,D,183.0,41,M,361778,EUR,856137600,D,2,2,False,71.0,55.0,16.0,8.0,32.0,39.0,23.0,32.0,1.0,7.0,,,,90.0,95.0,6.7,20.0,0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10382002,home,FC Emmen,Miguel Araujo,,,miguel-araujo,M. Araujo,D,178.0,883,M,370226,EUR,782956800,D,5,5,False,68.0,57.0,14.0,8.0,44.0,48.0,13.0,20.0,5.0,8.0,,,,90.0,77.0,6.7,11.0,1,,4.0,5.0,,,,1.0,,,,20,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,
10382002,home,FC Emmen,Jeroen Veldmate,,,jeroen-veldmate,J. Veldmate,D,187.0,9,,28111,EUR,594950400,D,4,4,False,51.0,49.0,7.0,6.0,33.0,34.0,16.0,17.0,1.0,4.0,,,,90.0,58.0,6.8,3.0,0,1.0,4.0,2.0,,,,1.0,,,,,,,1.0,3.0,True,2.0,,,,,,,,,,,,,,,
10382002,home,FC Emmen,Jeff Hardeveld,,,jeff-hardeveld,J. Hardeveld,M,184.0,73,M,385300,EUR,793843200,D,3,3,False,49.0,37.0,10.0,4.0,20.0,24.0,20.0,32.0,1.0,1.0,,,,90.0,70.0,7.5,18.0,0,2.0,4.0,4.0,,1.0,1.0,3.0,3.0,,2.0,2,,,,1.0,,1.0,7.0,3.0,1.0,1.0,1.0,,,,,,,,,,
10382002,home,FC Emmen,Jari Vlak,,,jari-vlak,J. Vlak,M,191.0,123,M,932652,EUR,903139200,M,20,20,False,47.0,38.0,6.0,3.0,22.0,24.0,16.0,24.0,3.0,10.0,,,,90.0,67.0,7.4,13.0,1,2.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,8,,,1.0,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,
10382002,home,FC Emmen,Lucas Bernadou,,,bernadou-lucas,L. Bernadou,M,178.0,53,M,997187,EUR,969753600,M,8,8,False,39.0,36.0,,,17.0,18.0,19.0,21.0,1.0,8.0,,,,90.0,51.0,7.0,8.0,1,1.0,5.0,2.0,1.0,3.0,1.0,,,2.0,,6,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,
10382002,home,FC Emmen,Rui Mendes,,,rui-mendes,R. Mendes,F,180.0,126,M,940979,EUR,942192000,M,7,7,False,18.0,11.0,2.0,1.0,3.0,4.0,9.0,16.0,,3.0,,,,90.0,34.0,7.0,16.0,1,2.0,4.0,3.0,,2.0,,1.0,,5.0,3.0,27,2.0,,,1.0,,1.0,2.0,1.0,,1.0,,,1.0,,2.0,,,,,,
10382002,home,FC Emmen,Ole Romeny,,,ole-romeny,O. Romeny,F,185.0,13950,M,921948,EUR,961459200,M,77,77,False,32.0,26.0,1.0,,7.0,8.0,19.0,26.0,1.0,8.0,,,,90.0,62.0,6.8,16.0,0,2.0,8.0,9.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,11,1.0,,5.0,1.0,,,2.0,,1.0,,2.0,,,,,oleromeny,,,,,
10382002,home,FC Emmen,Jasin Assehnoun,,,jasin-assehnoun,J. Assehnoun,M,175.0,80,M,943188,EUR,914630400,M,11,11,False,17.0,11.0,1.0,1.0,4.0,6.0,8.0,13.0,,4.0,,,,45.0,36.0,7.1,11.0,4,2.0,6.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,,78,,1.0,1.0,1.0,,,2.0,1.0,,,,1.0,2.0,,,,,,,,
