match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_outfielderBlock,stat_totalOffside,stat_wonContest,stat_wonTackle,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_accurateCross,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_ownGoals,stat_bigChanceCreated
11368668,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,44.0,36.0,18.0,10.0,32.0,35.0,4.0,9.0,2.0,2.0,1.0,2.0,2.0,90.0,49.0,7.2,8.0,0.00159159,0,0.1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368668,home,Real Sociedad,Álvaro Odriozola,alvaro-odriozola,Á. Odriozola,D,20,175,2582,M,353250,EUR,818899200,D,2,2,False,44.0,39.0,3.0,2.0,24.0,25.0,15.0,19.0,,5.0,,,,79.0,63.0,6.8,8.0,0.0892919,0,,,,2.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11368668,home,Real Sociedad,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,787751,EUR,847670400,D,24,24,False,60.0,52.0,8.0,4.0,38.0,41.0,14.0,19.0,5.0,5.0,,,,90.0,66.0,7.0,8.0,0.0128505,0,,,,,2.0,4.0,3.0,,,,,1.0,4.0,,lenormand_r,,,,,,,,,,,,,,,,,,,,,
11368668,home,Real Sociedad,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184,537,M,934383,EUR,978912000,D,20,20,False,74.0,69.0,9.0,6.0,55.0,55.0,14.0,19.0,3.0,4.0,,,,90.0,81.0,7.3,5.0,0.00854835,0,,,,1.0,2.0,1.0,2.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11368668,home,Real Sociedad,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,825133,EUR,785203200,D,25,25,False,34.0,30.0,2.0,2.0,14.0,16.0,16.0,18.0,,4.0,,,,79.0,52.0,6.8,8.0,0.0115624,0,,,,,,2.0,4.0,2.0,,1.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11368668,home,Real Sociedad,Beñat Turrientes,benat-turrientes,B. Turrientes,M,8,179,748,M,980410,EUR,1012435200,M,22,22,False,51.0,46.0,5.0,4.0,29.0,29.0,17.0,23.0,1.0,3.0,,,,90.0,61.0,7.2,7.0,0.0117677,0,,,,,1.0,2.0,4.0,,,1.0,,2.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11368668,home,Real Sociedad,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1503,M,352544,EUR,792288000,M,11,11,False,24.0,17.0,2.0,1.0,6.0,8.0,11.0,21.0,,,,,,89.0,38.0,7.4,15.0,0.0167945,3,,,,1.0,,4.0,2.0,,,,2.0,2.0,1.0,,,,1.0,,,5.0,1.0,1.0,2.0,1.0,1.0,0.1579,0.2164,,,,,,,,,
11368668,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,26.0,21.0,,,4.0,4.0,19.0,27.0,1.0,2.0,,,,71.0,41.0,7.3,11.0,0.121764,2,,,,,1.0,2.0,2.0,2.0,1.0,,2.0,,1.0,2.0,,,,1.0,,5.0,,,,1.0,,0.074,,1.0,2.0,1.0,,,,,,
11368668,home,Real Sociedad,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,8,8,False,53.0,46.0,9.0,6.0,20.0,24.0,26.0,29.0,2.0,7.0,,,,90.0,74.0,7.3,14.0,0.0290305,0,,,,,3.0,4.0,10.0,1.0,,6.0,4.0,,1.0,,mikelmerino,1.0,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,
11368668,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,M,10,10,False,14.0,12.0,,,6.0,6.0,6.0,8.0,,4.0,,,,90.0,29.0,6.5,7.0,0.0141243,1,,,,1.0,,5.0,1.0,,,1.0,3.0,,2.0,1.0,mikel10oyar,,,,1.0,,,2.0,1.0,,,0.1299,0.0715,,,,True,1.0,,,,
11368668,home,Real Sociedad,André Silva,andre-silva,A. Silva,F,9,185,5803,M,190159,EUR,815616000,F,21,21,False,16.0,13.0,,,5.0,5.0,8.0,11.0,,1.0,,,,71.0,23.0,6.6,8.0,0.0212779,1,,,,2.0,,6.0,,1.0,,,,,,1.0,andresilva9,,,,,,1.0,2.0,,,,0.0503,,,,1.0,,,1.0,,,
