match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_shotValueNormalized,stat_interceptionWon,stat_lastManTackle,stat_wasFouled,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
14064445,home,Paris Saint-Germain,Matvey Safonov,matvey-safonov,M. Safonov,G,39,191.0,16026,M,MSafonov,800749,EUR,919900800,G,39,39,False,26.0,21.0,8.0,3.0,0.0,20.0,22.0,1.0,4.0,6.0,1.0,2.0,90.0,31.0,6.9,5.0,0.00029518,27.980725182307,7.0,8.715,3.885,0.2079,0,0.1503,0.01,-0.01,0.15,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064445,home,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178.0,16154,M,wzairemery6,1142672,EUR,1141776000,D,33,33,False,56.0,51.0,2.0,2.0,0.0,27.0,28.0,24.0,28.0,3.0,,,80.0,70.0,7.3,7.0,0.0434217,186.40642188103,19.0,14.07,14.595,,0,,0.14,0.23,0.22,,,,1.0,5.0,5.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064445,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183.0,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,88.0,85.0,6.0,4.0,0.0,59.0,60.0,26.0,28.0,6.0,,,90.0,95.0,7.2,3.0,0.0109134,214.5545052684,34.0,54.705,11.235,,1,,0.27,0.11,0.28,,,,2.0,5.0,3.0,,,,,,,,3.0,True,3.0,1.0,4.0,0.0932,-0.25,,,,,,,,,,,,,,,,,,,,,
14064445,home,Paris Saint-Germain,Willian Pacho,willian-pacho,W. Pacho,D,51,187.0,25491,M,pachowilliam,979480,EUR,1003190400,D,51,51,False,79.0,74.0,1.0,,0.0,67.0,70.0,7.0,9.0,3.0,,,90.0,89.0,7.5,5.0,0.00346598,127.93700368714,20.0,29.715,9.765,,0,,0.07,0.08,0.78,,,,,1.0,4.0,,,,,,3.0,2.0,1.0,,,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14064445,home,Paris Saint-Germain,Lucas Hernández,lucas-hernandez,L. Hernández,D,21,183.0,10246,M,lucashernandez21,352370,EUR,824256000,D,21,21,False,83.0,76.0,5.0,1.0,1.0,49.0,52.0,27.0,31.0,4.0,,,90.0,92.0,7.2,7.0,0.0195649,122.08740917129,19.0,19.32,10.92,,0,,0.27,0.04,-0.01,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
14064445,home,Paris Saint-Germain,João Neves,joao-neves,J. Neves,M,87,174.0,37142,M,joao_neves,1190933,EUR,1096243200,M,87,87,False,65.0,61.0,8.0,4.0,1.0,32.0,33.0,29.0,32.0,7.0,,,80.0,75.0,7.6,5.0,0.409713,242.12382892112,24.0,19.11,17.745,,1,,0.31,0.1,0.18,,,,1.0,4.0,5.0,,1.0,1.0,1.0,,4.0,4.0,2.0,,,1.0,1.0,0.0275,-0.23,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
14064445,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172.0,50484,M,vitinha,902029,EUR,950400000,M,17,17,False,81.0,77.0,6.0,3.0,0.0,35.0,35.0,42.0,46.0,5.0,,,71.0,87.0,7.5,6.0,0.0310269,321.69498848126,37.0,118.335,14.805,,2,,0.29,0.33,0.15,,,,,,3.0,,,,,,1.0,1.0,,,1.0,1.0,,0.0641,0.01,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
14064445,home,Paris Saint-Germain,Senny Mayulu,mayulu-senny,S. Mayulu,M,24,183.0,21840,M,,1473491,EUR,1147824000,M,24,24,False,33.0,32.0,,,1.0,9.0,9.0,23.0,24.0,4.0,,,90.0,48.0,8.1,4.0,0.136095,82.273061562581,11.0,40.425,16.065,,2,,0.17,0.08,0.15,,,,1.0,6.0,3.0,,2.0,1.0,,,3.0,2.0,2.0,,,1.0,,0.4882,0.49,3.0,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,0.9829,,,,,,
14064445,home,Paris Saint-Germain,Bradley Barcola,barcola-bradley,B. Barcola,F,29,182.0,37510,M,bradley_b,996952,EUR,1030924800,F,29,29,False,40.0,36.0,2.0,2.0,0.0,8.0,8.0,28.0,32.0,7.0,,,90.0,65.0,8.5,13.0,0.521913,157.74906294287,19.0,55.02,17.64,,4,,0.92,0.82,0.15,,,,,5.0,5.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,,,,,1.0,0.3745,-0.58,1.0,,,4.0,2.0,,1.0,,2.0,4.0,,2.0,,,0.3952,,,,,,
14064445,home,Paris Saint-Germain,Kang-in Lee,kang-in-lee,K. Lee,M,19,173.0,19307,M,kanginlee,917087,EUR,982540800,F,19,19,False,23.0,20.0,4.0,2.0,0.0,9.0,10.0,11.0,13.0,,,,64.0,37.0,6.3,10.0,0.0573894,66.816268932664,12.0,3.465,6.72,,2,,0.15,-0.24,0.15,,,,,3.0,1.0,,1.0,2.0,,,,,,,,2.0,1.0,0.1739,-0.62,,,1.0,3.0,4.0,1.0,1.0,,,1.0,,,,,,,,,,,
