match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_penaltyConceded,stat_expectedGoals,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock,stat_errorLeadToAGoal,stat_penaltyWon
12451008,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,17.0,16.0,2.0,1.0,0.0,15.0,15.0,1.0,2.0,5.0,1.0,1.0,90.0,23.0,6.4,1.0,0.00369268,0,-0.9346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451008,home,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,D,11,11,False,42.0,38.0,4.0,2.0,0.0,16.0,16.0,22.0,27.0,3.0,,,90.0,63.0,6.9,6.0,0.0285647,0,,1.0,2.0,1.0,4.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12451008,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,78.0,70.0,7.0,2.0,0.0,40.0,40.0,30.0,38.0,6.0,,,90.0,81.0,6.0,8.0,0.0186834,1,,,1.0,2.0,2.0,2.0,,,,1.0,,,,,3.0,,,1.0,1.0,0.0178,,,,,,,,,,,,,,,,,,,,
12451008,home,Nantes,Nathan Zeze,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,False,79.0,73.0,11.0,9.0,0.0,40.0,42.0,34.0,38.0,3.0,,,90.0,91.0,7.3,6.0,0.0330109,0,,1.0,3.0,4.0,4.0,6.0,,,,2.0,3.0,2.0,1.0,2.0,1.0,Nathan Zeze,,,,,1.0,,,,,,,,,,,,,,,,,,,
12451008,home,Nantes,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,3,3,False,33.0,30.0,1.0,,0.0,11.0,11.0,19.0,24.0,1.0,,,90.0,62.0,6.8,9.0,0.022252,0,,2.0,1.0,1.0,3.0,8.0,1.0,3.0,2.0,,1.0,4.0,3.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12451008,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,88.0,80.0,15.0,10.0,0.0,37.0,39.0,43.0,50.0,2.0,,,88.0,90.0,7.1,9.0,0.0666674,0,,1.0,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,2.0,True,,,,,,,,,,,,,,,,
12451008,home,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,71.0,58.0,8.0,3.0,0.0,21.0,25.0,38.0,47.0,5.0,,,90.0,86.0,6.9,14.0,0.0585529,2,,1.0,4.0,2.0,6.0,6.0,,1.0,,2.0,,1.0,,3.0,1.0,,,1.0,,0.3203,1.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,
12451008,home,Nantes,Sorba Thomas,sorba-thomas,S. Thomas,M,7,185,586,M,911039,EUR,917222400,M,22,22,False,29.0,22.0,1.0,1.0,0.0,9.0,10.0,17.0,34.0,4.0,,,79.0,57.0,7.4,22.0,0.365341,2,,15.0,,,3.0,2.0,,2.0,1.0,2.0,,1.0,1.0,,,,,,,0.5693,4.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,0.9834,,,,,,,,,
12451008,home,Nantes,Johann Lepenant,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,8,8,False,36.0,33.0,1.0,1.0,1.0,12.0,13.0,21.0,23.0,2.0,,,88.0,47.0,8.4,6.0,0.952531,1,,,1.0,1.0,4.0,7.0,1.0,4.0,3.0,,,3.0,2.0,,1.0,,,,,0.094,,2.0,1.0,,,,,1.0,1.0,1.0,0.7048,,,,,,,,,
12451008,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,36.0,28.0,1.0,1.0,0.0,9.0,10.0,20.0,35.0,6.0,,,90.0,67.0,7.1,22.0,0.190705,3,,9.0,1.0,,5.0,7.0,,7.0,4.0,,,,,3.0,,,,,,0.2583,1.0,2.0,1.0,,,3.0,1.0,1.0,,,,1.0,,,,,,,,
