match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,captain,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_totalOffside,player_sofascoreId,stat_punches,stat_errorLeadToAShot,stat_goalAssist
11369315,home,Almería,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190,768,M,845797,EUR,915494400,G,25,25,False,24.0,20.0,7.0,3.0,17.0,18.0,3.0,6.0,1.0,7.0,1.0,2.0,3.0,90.0,36.0,6.9,4.0,0.0,0.0,0.00165388,0,-0.2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369315,home,Almería,Chumi,,,chumi,Chumi,D,21,186,188,M,913455,EUR,920332800,D,21,21,False,62.0,57.0,,,33.0,35.0,25.0,28.0,3.0,6.0,,,,90.0,89.0,6.8,10.0,0.0,0.0,0.0300194,0,,1.0,1.0,2.0,2.0,6.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11369315,home,Almería,César Montes,,,cesar-montes,C. Montes,D,23,195,1738,M,818406,EUR,856742400,D,22,22,False,92.0,82.0,10.0,4.0,59.0,61.0,24.0,32.0,3.0,4.0,,,,90.0,104.0,6.7,12.0,0.0091,0.0,0.0801282,1,,1.0,1.0,2.0,2.0,3.0,4.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11369315,home,Almería,Edgar González,,,edgar-gonzalez,E. González,D,12,193,375,M,914522,EUR,859852800,D,3,3,False,88.0,73.0,10.0,3.0,49.0,53.0,24.0,35.0,5.0,2.0,,,,90.0,99.0,6.6,16.0,0.0,0.0,0.00859014,0,,,,1.0,7.0,4.0,9.0,1.0,,1.0,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,
11369315,home,Almería,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,15,15,False,41.0,35.0,5.0,2.0,21.0,21.0,18.0,25.0,1.0,6.0,,,,90.0,63.0,6.6,11.0,0.2199,0.3463,0.128616,1,,5.0,4.0,1.0,,3.0,3.0,,2.0,1.0,1.0,,,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11369315,home,Almería,Dion Lopy,,,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,6,6,False,44.0,39.0,8.0,7.0,14.0,16.0,25.0,28.0,,5.0,,,,62.0,50.0,7.0,6.0,0.0,0.0,0.0349348,0,,,,,1.0,5.0,6.0,2.0,1.0,,,,,,2.0,,,3.0,3.0,2.0,,,,,,,,,,,,
11369315,home,Almería,Lucas Robertone,,,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,55.0,46.0,7.0,4.0,21.0,22.0,25.0,36.0,,4.0,,,,76.0,68.0,7.4,13.0,0.0995,0.3632,0.076803,2,,3.0,,,3.0,1.0,5.0,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,True,,,,,,,,
11369315,home,Almería,Adrián Embarba,,,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,M,10,10,False,32.0,26.0,2.0,,8.0,8.0,21.0,28.0,,3.0,,,,45.0,54.0,6.7,16.0,0.0629,0.0,0.309634,2,,4.0,3.0,1.0,1.0,7.0,2.0,,2.0,5.0,1.0,2.0,,3.0,,3.0,,,,,,,,,2.0,,,,,,,
11369315,home,Almería,Gonzalo Melero,,,gonzalo-melero,G. Melero,M,16,183,159,M,789886,EUR,757468800,M,11,11,False,40.0,32.0,2.0,1.0,11.0,12.0,21.0,28.0,,4.0,,,,90.0,50.0,6.8,9.0,0.125,0.079,0.0379336,2,,,,1.0,1.0,6.0,3.0,,1.0,,,,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11369315,home,Almería,Sergio Arribas,,,sergio-arribas,S. Arribas,M,11,174,2229,M,997203,EUR,1001808000,M,19,19,False,24.0,18.0,1.0,,6.0,9.0,13.0,17.0,,4.0,,,,85.0,39.0,8.5,9.0,1.6718,2.5808,0.0283564,4,,2.0,1.0,2.0,2.0,3.0,7.0,,,3.0,2.0,,,1.0,,1.0,,1.0,,2.0,1.0,4.0,,,,2.0,,,,,,
