match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,stat_wonContest,stat_keyPass,stat_dispossessed,stat_accurateCross,stat_totalOffside,player_sofascoreId,captain,stat_bigChanceCreated,stat_goals,stat_hitWoodwork
14773722,home,Al-Shabab,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,43,43,False,22.0,12.0,16.0,6.0,0.0,8.0,10.0,4.0,12.0,1.0,1.0,3.0,8.0,1.0,2.0,3.0,3.0,2.0,90.0,35.0,7.6,10.0,0.00095515,15.568836708347,2.0,-6.232905690281,0.4637,0,0.9668,0.06,0.0,0.17,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773722,home,Al-Shabab,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,17,174.0,72,M,954643,EUR,855532800,D,17,17,False,29.0,22.0,2.0,1.0,0.0,9.0,11.0,13.0,18.0,,3.0,1.0,6.0,,,,,,70.0,50.0,6.8,11.0,0.0376879,56.868939965917,8.0,28.209762951361,,1,,0.08,0.13,-0.1,,1.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0738,12.241894278583,13.888491494759,1.0,-0.03,,,,,,,,,,,,,,,,,,
14773722,home,Al-Shabab,Mohammed Al Shwirekh,mohammed-al-shwirekh,M. A. Shwirekh,D,2,179.0,63,M,1519331,EUR,883612800,D,2,2,False,38.0,33.0,7.0,4.0,0.0,20.0,21.0,13.0,17.0,1.0,1.0,2.0,1.0,1.0,,,,,90.0,44.0,6.8,5.0,0.00376283,50.142082083542,6.0,30.295923311125,,1,,0.14,0.05,0.22,,3.0,3.0,,,1.0,,1.0,,,,0.0865,19.772016753343,19.819770836213,1.0,-0.1,Mohammed Al Shwirekh,,,,,,,,,,,,,,,,,
14773722,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,4,188.0,354,M,336813,EUR,762912000,D,4,4,False,59.0,53.0,12.0,8.0,0.0,26.0,28.0,27.0,31.0,2.0,4.0,6.0,5.0,,,,,,90.0,74.0,8.3,8.0,0.0121269,179.7050909968,22.0,90.933883025422,,2,,0.28,0.1,0.57,,1.0,3.0,,,,2.0,,2.0,1.0,,0.4094,,,,0.29,,,1.0,1.0,1.0,1.0,2.0,0.1924,,,,,,,,,,
14773722,home,Al-Shabab,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200,D,31,31,False,27.0,22.0,3.0,1.0,0.0,9.0,10.0,13.0,17.0,,9.0,,2.0,2.0,,,,,90.0,57.0,7.5,12.0,0.0295661,89.558341972568,11.0,46.918316523221,,1,,0.19,0.29,-0.12,,,5.0,5.0,2.0,,,3.0,5.0,3.0,,0.0998,5.6918605247683,6.2697189729684,1.0,-0.09,Saad Yaslam Balobaid,,3.0,1.0,,1.0,,0.0901,2.0,1.0,,,,,,,,
14773722,home,Al-Shabab,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,22,169.0,198,M,1836904,EUR,1075420800,M,22,22,False,18.0,13.0,,,0.0,1.0,2.0,12.0,16.0,,7.0,,2.0,1.0,,,,,77.0,40.0,6.2,14.0,0.047509,120.42949273909,12.0,62.919867886529,,2,,-0.13,0.31,-0.05,,2.0,11.0,1.0,6.0,1.0,,1.0,4.0,3.0,3.0,0.128,18.329784688804,56.472959482964,3.0,-0.53,Hammam Al-Hammami,,1.0,,1.0,,3.0,,2.0,,1.0,,,,,,,
14773722,home,Al-Shabab,Ali Al-Asmari,ali-al-asmari,A. Al-Asmari,M,40,185.0,72,M,881838,EUR,853027200,M,40,40,False,38.0,36.0,1.0,1.0,0.0,12.0,14.0,24.0,24.0,1.0,3.0,,3.0,,,,,,70.0,50.0,7.1,8.0,0.169247,34.500751946907,4.0,-1.1984401750874,,1,,0.42,-0.27,-0.14,,,5.0,3.0,2.0,,,1.0,2.0,2.0,1.0,0.0443,,,,0.0,,,5.0,,,1.0,,0.0137,,3.0,,2.0,,,,,,
14773722,home,Al-Shabab,Vincent Sierro,vincent-sierro,V. Sierro,M,14,184.0,459,M,794412,EUR,813110400,M,14,14,False,49.0,46.0,3.0,2.0,0.0,21.0,21.0,25.0,28.0,1.0,4.0,3.0,4.0,1.0,,,,,90.0,61.0,7.4,5.0,0.02292,68.867336427633,10.0,9.2323623955862,,0,,0.29,0.05,0.44,,1.0,2.0,,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,
14773722,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180.0,4751,M,182001,EUR,747100800,M,10,10,False,42.0,38.0,,,1.0,8.0,9.0,30.0,33.0,,8.0,1.0,1.0,,,,,,90.0,73.0,8.0,19.0,0.766,191.60138124983,21.0,71.942106434634,,2,,0.8,0.22,-0.04,,,8.0,1.0,14.0,1.0,,,,,2.0,0.3125,19.207304305612,59.655118907208,4.0,-0.41,,,7.0,1.0,,1.0,,0.1814,8.0,5.0,1.0,2.0,,yannickferreiracarrasco,True,1.0,,
14773722,home,Al-Shabab,Josh Brownhill,josh-brownhill,J. Brownhill,M,8,179.0,822,M,358394,EUR,819331200,F,8,8,False,27.0,22.0,,,0.0,7.0,8.0,15.0,19.0,,,,1.0,,,,,,64.0,38.0,7.4,10.0,0.213783,49.810730202539,8.0,-8.3250315110055,,3,,0.29,-0.7,-0.01,,,2.0,,2.0,,,1.0,,,2.0,0.5745,,,,0.47,,,1.0,,2.0,1.0,,0.8906,,,,,,,,,1.0,
14773722,home,Al-Shabab,Carlos Junior,carlos-junior,C. Junior,M,13,176.0,437,M,555624,EUR,808444800,F,13,13,False,18.0,11.0,3.0,2.0,0.0,4.0,6.0,7.0,12.0,1.0,4.0,3.0,2.0,2.0,,,,,90.0,29.0,6.5,9.0,0.0577809,42.682092228231,4.0,9.2910072113352,,1,,-0.11,0.01,0.23,,4.0,4.0,,,,,,1.0,1.0,1.0,0.033,,,,-0.12,,,,,,1.0,,0.2741,,1.0,,,,,,,,
