match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,captain,stat_goodHighClaim,stat_outfielderBlock
11453004,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,9.0,7.0,2.0,7.0,7.0,2.0,1.0,3.0,2.0,2.0,1.0,90.0,13.0,7.1,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453004,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177.0,404,M,,917035,EUR,938736000,D,27,27,False,29.0,25.0,1.0,11.0,11.0,21.0,1.0,3.0,,,,90.0,51.0,7.7,11.0,1,1.0,14.0,3.0,1.0,1.0,4.0,8.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,
11453004,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200,D,3,3,False,56.0,51.0,10.0,32.0,32.0,24.0,1.0,5.0,,,,90.0,68.0,7.4,5.0,2,5.0,19.0,,1.0,2.0,5.0,5.0,2.0,,,3.0,1.0,,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
11453004,home,Al-Ahli,Abdulbaset Hindi,,,abdulbaset-hindi,A. Hindi,D,37,181.0,80,M,,949218,EUR,854841600,D,37,37,False,67.0,59.0,11.0,39.0,39.0,29.0,5.0,6.0,,,,90.0,79.0,7.4,8.0,0,7.0,21.0,1.0,1.0,2.0,2.0,4.0,,,,1.0,1.0,,,2.0,1.0,,,1.0,,1.0,,,,,,,
11453004,home,Al-Ahli,Saad Yaslam Balobaid,Saad Yaslam Balobaid,,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,,1066588,EUR,948931200,D,31,31,False,41.0,34.0,,16.0,16.0,30.0,1.0,8.0,,,,90.0,71.0,6.8,15.0,1,,18.0,5.0,1.0,,8.0,4.0,4.0,1.0,,2.0,3.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,
11453004,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184.0,5191,M,,1010505,EUR,1022457600,M,24,24,False,9.0,9.0,,2.0,2.0,8.0,,3.0,,,,45.0,17.0,6.4,4.0,1,,7.0,1.0,,,9.0,,4.0,2.0,,1.0,,,,,1.0,1.0,,3.0,,,1.0,,,,,,
11453004,home,Al-Ahli,Mohammed Al-Majhad,,,mohammed-al-majhad,M. Al-Majhad,M,29,177.0,80,M,,893260,EUR,900547200,M,29,29,False,26.0,24.0,4.0,9.0,9.0,17.0,,2.0,,,,70.0,31.0,6.8,3.0,0,3.0,15.0,,,1.0,2.0,4.0,1.0,,,,3.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,
11453004,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,67.0,60.0,6.0,29.0,29.0,39.0,1.0,5.0,,,,90.0,85.0,7.2,9.0,4,3.0,31.0,1.0,,1.0,2.0,5.0,1.0,2.0,,,1.0,1.0,,1.0,,3.0,1.0,,,,,1.0,2.0,1.0,,,
11453004,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400,F,7,7,False,38.0,35.0,2.0,11.0,11.0,38.0,,4.0,,,,90.0,56.0,7.5,11.0,0,2.0,30.0,11.0,1.0,,5.0,1.0,2.0,,,,,,,1.0,5.0,,,,,6.0,1.0,2.0,,,,,
11453004,home,Al-Ahli,Roberto Firmino,,,roberto-firmino,R. Firmino,M,9,181.0,30860,M,BobbyFirmino,143697,EUR,686361600,F,10,10,False,16.0,14.0,,2.0,2.0,14.0,2.0,6.0,,,,89.0,29.0,7.2,4.0,5,,12.0,,2.0,1.0,5.0,4.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,True,,
