match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_lastManTackle,player_sofascoreId,stat_goals,stat_keyPass,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_blockedScoringAttempt
12451020,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196.0,3418,M,871290,EUR,881712000,G,1,1,False,20.0,15.0,6.0,2.0,0.0,13.0,17.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,8.0,1.0,1.0,2.0,2.0,90.0,32.0,7.3,7.0,0.00070614,0,0.1545,,,,,,,,,,,,,,,,,,,,,,,,,
12451020,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175.0,827,M,1155226,EUR,1111795200,D,20,20,False,42.0,38.0,1.0,,0.0,17.0,19.0,21.0,24.0,1.0,6.0,6.0,1.0,,3.0,,,,,74.0,60.0,6.9,8.0,0.0138462,1,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.2163,0.2155,,,,,,,,,,,,
12451020,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180.0,1320,M,152813,EUR,721094400,D,22,22,False,63.0,60.0,2.0,1.0,0.0,30.0,32.0,30.0,32.0,1.0,2.0,6.0,,3.0,5.0,,,,,90.0,77.0,7.8,4.0,0.0118605,0,,1.0,1.0,,,,,1.0,5.0,3.0,,1.0,,,2.0,1.0,,,,,,,,,,
12451020,home,Olympique Lyonnais,Moussa Niakhaté,,,moussa-niakhate,M. Niakhaté,D,19,190.0,8301,M,758168,EUR,826243200,D,19,19,False,64.0,58.0,3.0,,0.0,34.0,37.0,24.0,27.0,2.0,2.0,3.0,,7.0,5.0,,,,,90.0,74.0,7.0,6.0,0.0106712,0,,,,,,,,1.0,1.0,,,2.0,,,,,niakhate,,,,,,,,,
12451020,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172.0,10932,M,158243,EUR,715219200,D,3,3,False,54.0,50.0,1.0,1.0,0.0,12.0,14.0,38.0,40.0,,1.0,5.0,,1.0,5.0,,,,,81.0,72.0,8.2,4.0,0.0273166,1,,,,,,,1.0,1.0,5.0,4.0,,1.0,0.652,0.7832,,,tagliafico3,1.0,,,,,,,,
12451020,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194.0,3565,M,44241,EUR,586396800,M,31,31,False,69.0,63.0,6.0,6.0,0.0,20.0,20.0,43.0,49.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,74.0,75.0,7.4,7.0,0.247981,0,,,,,,,,,,,,,,,,,Mati,,1.0,,,,,,,
12451020,home,Olympique Lyonnais,Tanner Tessmann,,,tanner-tessmann,T. Tessmann,M,6,187.0,1230,M,1022084,EUR,1001289600,M,15,15,False,57.0,53.0,7.0,5.0,0.0,18.0,18.0,35.0,40.0,,2.0,3.0,1.0,4.0,5.0,,,,,81.0,69.0,7.4,6.0,0.0266269,2,,1.0,,,,,2.0,,1.0,,2.0,,0.0363,0.0944,,,,,,1.0,,,,,,
12451020,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176.0,76914,M,979128,EUR,1061078400,M,18,18,False,61.0,46.0,4.0,2.0,2.0,11.0,14.0,36.0,52.0,,1.0,4.0,,,2.0,,,,,90.0,77.0,9.8,21.0,0.338259,1,,5.0,,2.0,2.0,,1.0,,2.0,2.0,,,0.7568,0.7291,,,rayan_cherki,1.0,4.0,1.0,1.0,2.0,2.0,,,
12451020,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181.0,3233,M,343067,EUR,775872000,M,8,8,False,74.0,66.0,2.0,1.0,1.0,22.0,22.0,45.0,55.0,,7.0,7.0,1.0,2.0,8.0,,,,,90.0,94.0,9.2,12.0,0.58384,2,,3.0,2.0,2.0,1.0,,2.0,1.0,2.0,1.0,4.0,1.0,0.2546,0.5842,,,,1.0,3.0,2.0,1.0,2.0,,True,,
12451020,home,Olympique Lyonnais,Ernest Nuamah,Ernest Nuamah,,ernest-nuamah,E. Nuamah,F,37,178.0,6900,M,1202024,EUR,1067644800,M,37,37,False,45.0,36.0,,,0.0,10.0,13.0,26.0,36.0,1.0,4.0,8.0,2.0,,6.0,,,,,74.0,65.0,7.7,17.0,0.0398859,3,,4.0,,3.0,3.0,,1.0,,3.0,2.0,1.0,1.0,0.1491,0.0487,,,nana_nuamah10,,2.0,1.0,,,2.0,,1.0,1.0
12451020,home,Olympique Lyonnais,Georges Mikautadze,,,mikautadze-georges,G. Mikautadze,F,9,176.0,13076,M,1009372,EUR,972950400,F,69,69,False,25.0,18.0,,,0.0,3.0,5.0,15.0,20.0,1.0,5.0,4.0,,2.0,,,,,,90.0,43.0,7.4,14.0,0.0145088,3,,,1.0,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.2073,0.9943,,,georgesmkd,1.0,,,,,3.0,,2.0,
12451020,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178.0,1575,M,352768,EUR,872812800,M,98,98,True,14.0,14.0,,,0.0,6.0,6.0,8.0,8.0,,,,,,,,,,,16.0,15.0,6.6,1.0,0.0065002,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12451020,home,Olympique Lyonnais,Thiago Almada,,,thiago-almada,T. Almada,M,11,171.0,27604,M,944660,EUR,988243200,M,23,23,True,26.0,24.0,1.0,1.0,0.0,10.0,10.0,14.0,16.0,,3.0,2.0,,,2.0,,,,,16.0,30.0,6.9,2.0,0.022731,2,,,,1.0,1.0,,,,1.0,,,,0.0476,,,,thiago_almada23,,1.0,3.0,,,,,,2.0
12451020,home,Olympique Lyonnais,Malick Fofana,Malick Fofana,,malick-fofana,M. Fofana,F,11,169.0,6170,M,1195784,EUR,1112227200,F,11,11,True,10.0,8.0,,,1.0,3.0,3.0,5.0,7.0,,1.0,1.0,,,1.0,,,,,16.0,12.0,7.3,2.0,0.156015,0,,,,,,,,,,,1.0,1.0,,,,,,,2.0,,,1.0,,,,
12451020,home,Olympique Lyonnais,Abner Vinícius,,,abner-vinicius,Abner Vinícius,D,16,181.0,3931,M,973838,EUR,959385600,D,16,16,True,10.0,10.0,,,0.0,3.0,3.0,7.0,7.0,,1.0,1.0,1.0,,1.0,,,,,9.0,12.0,6.8,1.0,0.114913,0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,
12451020,home,Olympique Lyonnais,Jordan Veretout,,,jordan-veretout,J. Veretout,M,21,177.0,1268,M,151124,EUR,730944000,M,7,7,True,17.0,16.0,,,0.0,9.0,10.0,7.0,7.0,1.0,,2.0,,1.0,1.0,,,,,9.0,19.0,6.8,1.0,0.00277241,0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
12451020,home,Olympique Lyonnais,Rémy Descamps,,,remy-descamps,R. Descamps,G,40,194.0,488,M,788180,EUR,835660800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12451020,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192.0,2892,M,257091,EUR,842918400,D,55,55,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12451020,home,Olympique Lyonnais,Warmed Omari,,,omari-warmed,W. Omari,D,17,185.0,538,M,999030,EUR,956448000,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12451020,home,Olympique Lyonnais,Enzo Molebe,Enzo,Molebe,enzo-molebe,E. Molebe,F,14,178.0,746,,1861678,EUR,1190073600,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12451020,away,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188.0,2968,M,845183,EUR,942710400,G,94,94,False,12.0,4.0,7.0,2.0,0.0,3.0,9.0,1.0,3.0,2.0,,2.0,,2.0,5.0,1.0,3.0,5.0,1.0,90.0,24.0,6.9,8.0,0.00018484,0,-0.5505,,,,,,,,,,,,,,,,,,,,,,,True,,
