match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_ownGoals,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wonTackle,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyWon,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId,stat_hitWoodwork
13451098,home,Al Orobah,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187.0,160,M,794989,EUR,910051200,G,28,28,False,25.0,21.0,7.0,3.0,0.0,20.0,21.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,90.0,31.0,6.5,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13451098,home,Al Orobah,Hamed Al-Maghati,hamed-taleb,H. Al-Maghati,D,11,175.0,9,M,948603,EUR,742694400,D,11,11,False,58.0,47.0,4.0,2.0,0.0,26.0,27.0,22.0,33.0,1.0,7.0,,,,,,90.0,73.0,7.2,13.0,0,True,2.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
13451098,home,Al Orobah,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192.0,736,M,934196,EUR,879292800,D,3,3,False,30.0,28.0,3.0,2.0,0.0,23.0,23.0,5.0,7.0,,2.0,,,,,,45.0,34.0,6.6,2.0,0,,,,,2.0,3.0,,,,,,,,1.0,,,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,
13451098,home,Al Orobah,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,66.0,56.0,17.0,8.0,0.0,40.0,40.0,16.0,26.0,4.0,8.0,,,,,,90.0,75.0,6.6,11.0,0,,,,5.0,6.0,2.0,,,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
13451098,home,Al Orobah,Mohannad Abu Taha,mohannad-abu-taha,M. A. Taha,M,14,176.0,520,M,1114775,EUR,1044144000,D,14,14,False,30.0,23.0,3.0,1.0,0.0,10.0,11.0,14.0,25.0,,5.0,,,,,,90.0,58.0,6.5,18.0,0,,6.0,1.0,1.0,6.0,6.0,,,,,3.0,,1.0,1.0,,Abu Taha,,1.0,,3.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,
13451098,home,Al Orobah,Jóhann Guðmundsson,johann-gudmundsson,J. Guðmundsson,M,,186.0,451,M,49805,EUR,656985600,M,7,7,False,22.0,20.0,3.0,2.0,0.0,7.0,7.0,14.0,16.0,,1.0,,,,,,45.0,28.0,6.7,3.0,1,,1.0,1.0,,2.0,1.0,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
13451098,home,Al Orobah,Karlo Muhar,karlo-muhar,K. Muhar,M,73,188.0,216,M,897590,EUR,821836800,M,73,73,False,58.0,39.0,5.0,3.0,0.0,20.0,22.0,19.0,36.0,,6.0,,,,,,90.0,66.0,6.0,22.0,1,,,,,8.0,1.0,3.0,,,,1.0,,3.0,,,,,,1.0,5.0,,,,1.0,,1.0,1.0,,,,,,,,,,,
13451098,home,Al Orobah,Abdulmalek Al-Shammari,abdulmalek-al-shammary,A. Al-Shammari,D,17,177.0,13,M,846889,EUR,808531200,M,18,18,False,13.0,12.0,,,0.0,7.0,7.0,7.0,10.0,,1.0,,,,,,77.0,29.0,6.7,6.0,2,,4.0,2.0,1.0,4.0,3.0,1.0,,,,,,1.0,2.0,2.0,,,1.0,1.0,,,2.0,,,,,2.0,,,,,,,,,,,
13451098,home,Al Orobah,Brad Young,brad-young,B. Young,F,32,185.0,212,M,1083046,EUR,1041811200,M,9,9,False,8.0,7.0,1.0,1.0,0.0,4.0,4.0,3.0,5.0,,1.0,,,,,,90.0,15.0,6.0,5.0,1,,1.0,,5.0,9.0,1.0,1.0,,,,,,,1.0,,Brad Young,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,
13451098,home,Al Orobah,Fwaz Altryes,fwaz-altryes,F. Altryes,F,8,170.0,19,M,902358,EUR,861840000,M,27,27,False,16.0,14.0,,,0.0,6.0,6.0,8.0,12.0,,,,,,,,77.0,30.0,7.1,10.0,1,,2.0,,,2.0,4.0,,,,,1.0,,4.0,2.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,
