match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,captain,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_wonContest,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork,stat_bigChanceMissed
14083129,home,Elche,Matías Dituro,matias-dituro,M. Dituro,G,1,191,616,M,556884,EUR,547430400,G,1,1,False,44.0,35.0,21.0,13.0,0.0,26.0,31.0,9.0,13.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,50.0,7.1,9.0,0.00340361,0.0162,0,0.2317,0.18,0.01,-0.1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,Víctor Chust,victor-chust,V. Chust,D,23,182,605,M,855831,EUR,952214400,D,23,23,False,57.0,52.0,7.0,5.0,0.0,26.0,26.0,26.0,31.0,1.0,3.0,,,,,,,90.0,69.0,7.3,8.0,0.0229927,,0,,0.14,0.16,0.25,,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,David Affengruber,david-affengruber,D. Affengruber,D,22,185,1024,M,988672,EUR,984960000,D,22,22,False,98.0,87.0,8.0,5.0,0.0,39.0,42.0,48.0,56.0,5.0,6.0,,,,,,,90.0,105.0,7.7,11.0,0.0922458,,0,,0.33,0.29,0.38,,,,,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,Pedro Bigas,pedro-bigas,P. Bigas,D,6,180,322,M,141832,EUR,635040000,D,6,6,False,108.0,97.0,12.0,6.0,1.0,38.0,40.0,59.0,68.0,1.0,4.0,,,,,,,90.0,129.0,7.6,19.0,0.0508757,,1,,0.42,0.26,0.14,,,,4.0,4.0,6.0,,1.0,2.0,1.0,,2.0,4.0,True,1.0,1.0,1.0,1.0,1.0,0.0796,2.0,-0.17,,,,,,,,,,,,
14083129,home,Elche,Marc Aguado,marc-aguado,M. Aguado,M,8,178,373,M,1014595,EUR,951177600,M,8,8,False,24.0,22.0,4.0,3.0,0.0,6.0,6.0,16.0,18.0,2.0,1.0,,,,,,,70.0,32.0,7.0,2.0,0.0104845,,0,,0.13,0.0,0.25,,,,,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,Alvaro Núñez,nunez-alvaro,A. Núñez,D,15,174,496,M,1012410,EUR,962928000,M,15,15,False,38.0,37.0,3.0,3.0,0.0,14.0,14.0,23.0,24.0,,2.0,,,,,,,90.0,52.0,7.3,5.0,0.220072,,1,,0.33,0.03,0.23,,,,4.0,1.0,3.0,,1.0,2.0,2.0,,,,,1.0,,1.0,1.0,1.0,0.0199,1.0,-0.09,1.0,1.0,,,,,,,,,,
14083129,home,Elche,Rodrigo Mendoza,rodrigo-mendoza,R. Mendoza,M,4,182,2675,M,1391752,EUR,1110844800,M,30,30,False,35.0,32.0,3.0,2.0,0.0,11.0,11.0,21.0,24.0,,4.0,,,,,,,86.0,52.0,7.6,10.0,0.0998809,,2,,-0.03,0.31,-0.02,,Rodri,Mendoza,7.0,5.0,2.0,,2.0,,,1.0,2.0,,,2.0,,2.0,,1.0,0.1999,3.0,0.52,1.0,1.0,1.0,1.0,1.0,1.0,0.8131,,,,,
14083129,home,Elche,Aleix Febas,aleix-febas,A. Febas,M,14,168,1040,M,286167,EUR,823219200,M,14,14,False,58.0,55.0,1.0,1.0,0.0,15.0,16.0,40.0,42.0,,4.0,,,,,,,90.0,72.0,7.1,5.0,0.0330435,,3,,-0.12,0.38,0.18,,,,,2.0,8.0,,,3.0,3.0,3.0,1.0,,,,1.0,2.0,2.0,1.0,0.2983,,-0.6,,2.0,,1.0,,,0.0836,,,,,
14083129,home,Elche,Germán Valera,german-valera,G. Valera,M,11,170,823,M,962710,EUR,1016236800,M,11,11,False,46.0,41.0,,,0.0,9.0,10.0,32.0,36.0,4.0,4.0,,,,,,,86.0,77.0,7.1,15.0,0.211403,,1,,0.2,0.02,0.26,,,,3.0,6.0,7.0,,,1.0,1.0,6.0,,,,2.0,5.0,1.0,,3.0,0.04,4.0,-0.02,,,,,1.0,,,,,,,
14083129,home,Elche,Álvaro Rodriguez,alvaro-rodriguez,Á. Rodriguez,F,20,193,14656,M,1154587,EUR,1089763200,F,20,20,False,12.0,10.0,1.0,1.0,1.0,2.0,3.0,8.0,9.0,1.0,1.0,,,,,,,70.0,23.0,6.6,4.0,0.023691,,5,,0.06,0.12,0.14,,,,,5.0,4.0,,,,,1.0,2.0,2.0,,,1.0,1.0,3.0,1.0,0.2102,2.0,-0.57,2.0,1.0,,2.0,,,0.1753,alvarorodrigz_,1.0,,,
14083129,home,Elche,Rafa Mir,rafa-mir,R. Mir,F,10,189,2029,M,825754,EUR,866592000,F,10,10,False,12.0,11.0,,,0.0,5.0,5.0,6.0,7.0,,3.0,,,,,,,65.0,20.0,7.9,3.0,0.00226292,,1,,-0.13,0.06,0.32,,,,1.0,3.0,2.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,0.1763,,0.55,2.0,1.0,,1.0,,1.0,0.5566,,,1.0,,
14083129,home,Elche,Mourad El Ghezouani,mourad-el-ghezouani,M. E. Ghezouani,F,9,189,599,M,1010891,EUR,896227200,F,19,19,True,9.0,6.0,,,0.0,3.0,5.0,3.0,4.0,,,,,,,,,25.0,16.0,6.6,5.0,0.00074091,,1,,-0.11,,-0.02,,,,,2.0,5.0,,,2.0,1.0,1.0,1.0,2.0,,,,,,2.0,0.0671,,-0.42,1.0,,,,1.0,,,,,,,
14083129,home,Elche,Martim Neto,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,16,16,True,13.0,11.0,,,0.0,4.0,6.0,7.0,7.0,1.0,5.0,,,,,,,20.0,16.0,6.5,2.0,0.0377115,,1,,0.01,0.09,-0.01,,,,,1.0,,,,,,,,,,,,,,,0.0295,1.0,-0.13,,,1.0,,1.0,,,,,,,
14083129,home,Elche,André Silva,andre-silva,A. Silva,F,9,185,5803,M,190159,EUR,815616000,F,9,9,True,6.0,3.0,,,0.0,,1.0,3.0,5.0,,,,,,,,,20.0,10.0,6.7,6.0,0.103452,,0,,0.22,0.4,-0.01,,,,,3.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,andresilva9,,,,
14083129,home,Elche,Léo Pétrot,leo-petrot,L. Pétrot,D,21,188,232,M,827504,EUR,861062400,D,21,21,True,3.0,1.0,,,0.0,1.0,1.0,,2.0,,,,,,,,,11.0,5.0,6.6,2.0,3.26e-06,,0,,-0.01,,0.14,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,Federico Redondo,federico-redondo,F. Redondo,M,5,188,4460,M,1117026,EUR,1042848000,M,5,5,True,6.0,4.0,,,0.0,4.0,5.0,,1.0,1.0,,,,,,,,11.0,8.0,6.6,2.0,6.305e-05,,0,,-0.03,-0.07,0.13,,Federico Redondo,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,Alejandro Iturbe,iturbe-alejandro,A. Iturbe,G,45,186,277,M,1019324,EUR,1062460800,G,45,45,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,Iñaki Peña,inaki-pena,I. Peña,G,13,185,45964,M,794949,EUR,920332800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inakipenya,,,,
14083129,home,Elche,Bambo Diaby,bambo-diaby,B. Diaby,D,17,186,190,M,849731,EUR,882316800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,John Donald,john-nwankwo,J. Donald,D,18,185,201,M,1094758,EUR,969840000,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,John Donald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,Jairo Izquierdo,jairo-izquierdo,J. Izquierdo,D,23,165,60,M,602164,EUR,751248000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,Josan,josan,Josan,M,17,175,169,M,808955,EUR,628646400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083129,home,Elche,Ali Houary,houary-ali,A. Houary,F,29,178,786,M,1516812,EUR,1123200000,F,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083129,away,Levante UD,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1508,M,134029,EUR,702691200,G,13,13,False,21.0,15.0,11.0,6.0,0.0,12.0,14.0,3.0,7.0,1.0,9.0,,3.0,3.0,1.0,,,90.0,33.0,6.4,6.0,0.00117843,0.1816,0,-0.3714,0.05,0.0,-0.08,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083129,away,Levante UD,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182,343,M,149606,EUR,776304000,D,22,22,False,8.0,5.0,,,0.0,1.0,3.0,4.0,5.0,4.0,,,,,,,,68.0,24.0,6.1,3.0,0.0691379,,0,,0.07,-0.1,-0.29,,,,1.0,3.0,3.0,,1.0,2.0,,1.0,2.0,,,1.0,,,,,,2.0,,1.0,,,,,,,,1.0,,,
14083129,away,Levante UD,Adrián de la Fuente,adrian-de-la-fuente,Adri,D,4,178,396,M,997244,EUR,919987200,D,4,4,False,41.0,33.0,9.0,4.0,0.0,16.0,16.0,17.0,25.0,4.0,4.0,,,,,,,90.0,57.0,6.8,12.0,0.0222478,,1,,0.15,0.11,0.14,,,,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,1.0,,0.0275,2.0,0.0,1.0,,,,,,,,,,,
14083129,away,Levante UD,Unai Elgezabal,unai-elguezabal,U. Elguezabal,D,5,185,200,M,813574,EUR,735696000,D,5,5,False,34.0,28.0,4.0,,0.0,15.0,17.0,13.0,17.0,8.0,3.0,,,,,,,90.0,50.0,6.7,6.0,0.00726286,,0,,-0.02,0.04,-0.03,,,,,5.0,7.0,2.0,,2.0,,1.0,,4.0,,,,,,,,,,4.0,,1.0,,,,,,,,,
14083129,away,Levante UD,Jorge Cabello,jorge-cabello,J. Cabello,D,15,180,78,M,1807070,EUR,1082851200,D,14,14,False,19.0,15.0,5.0,1.0,0.0,8.0,8.0,7.0,11.0,1.0,1.0,,,,,,,62.0,22.0,6.2,4.0,0.0017881,,0,,0.04,0.03,-0.33,,Jorge Cabello,,,1.0,3.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,
14083129,away,Levante UD,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,False,16.0,14.0,1.0,1.0,0.0,6.0,6.0,8.0,10.0,2.0,,,,,,,,84.0,21.0,6.1,2.0,0.0220638,,1,,0.14,0.04,-0.42,,,,,2.0,,,,,,,,,,,,,1.0,,0.013,,-0.07,,,2.0,,,,,,,,,
14083129,away,Levante UD,Carlos Álvarez,carlos-alvarez,C. Álvarez,M,24,168,2186,M,1010656,EUR,1060128000,M,24,24,False,18.0,13.0,2.0,1.0,0.0,2.0,3.0,11.0,15.0,,4.0,,,,,,,68.0,27.0,6.7,6.0,0.19134,,1,,0.32,0.21,-0.11,,,,,4.0,3.0,,2.0,1.0,1.0,2.0,2.0,,,,1.0,,1.0,,0.0742,1.0,-0.13,1.0,,1.0,,,,,,,,1.0,
