match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_shotOffTarget,stat_errorLeadToAShot,stat_wonContest,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_accurateCross,stat_hitWoodwork,stat_goals
12513721,home,Santa Clara,Gabriel Silva,Gabriel Silva,,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,F,11,11,False,,9.0,7.0,,,0.0,4.0,4.0,3.0,9.0,1.0,9.0,,2.0,,,,,90.0,33.0,6.9,15.0,0.116765,1,,4.0,7.0,,8.0,1.0,,,,3.0,1.0,0.0205,2.0,,,4.0,,4.0,2.0,,,,,1.0,1.0,,,,
12513721,home,Santa Clara,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,D,3,3,True,,7.0,6.0,1.0,,0.0,4.0,5.0,2.0,2.0,,2.0,,,,,,,19.0,17.0,6.5,4.0,0.00033693,0,,,3.0,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,
12513721,home,Santa Clara,Pedro Ferreira,,,ferreira-pedro,P. Ferreira,M,8,183,121,M,851277,EUR,883958400,M,8,8,True,,6.0,3.0,,,0.0,1.0,1.0,2.0,5.0,2.0,2.0,,,,,,,19.0,7.0,6.5,3.0,0.0012075,0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12513721,home,Santa Clara,Frederico Venâncio,,,frederico-venancio,F. Venâncio,D,21,186,71,M,254815,EUR,728784000,D,21,21,True,,6.0,4.0,2.0,,0.0,3.0,3.0,1.0,3.0,,,4.0,1.0,,,,,10.0,11.0,6.7,2.0,8.846e-05,1,,,,,,,,,,,,0.1095,,1.0,,,,,,,,,,,,,,,
12513721,home,Santa Clara,João Costa,,,joao-costa,J. Costa,F,17,185,78,M,1511976,EUR,952387200,F,17,17,True,,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,,10.0,3.0,6.5,1.0,2.09e-06,0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12513721,home,Santa Clara,Daniel Borges,Daniel Borges,,daniel-borges,D. Borges,M,41,183,73,M,1117007,EUR,1049587200,M,41,41,True,,1.0,1.0,,,0.0,1.0,1.0,,,,,,1.0,,,,,10.0,4.0,6.6,1.0,1.19e-06,0,,,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12513721,home,Santa Clara,Neneca,,,neneca,Neneca,G,12,192,90,M,1186955,EUR,1061942400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513721,home,Santa Clara,Guilherme Ramos,,,guilherme-ramos,G. Ramos,D,13,191,220,M,827192,EUR,871257600,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513721,home,Santa Clara,Habraão,,,habraao,Habraão,D,28,184,133,M,1167540,EUR,993513600,D,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513721,home,Santa Clara,Matheusinho,,,matheusinho,Matheusinho,M,98,164,481,M,822523,EUR,887155200,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513721,away,Benfica,Anatoliy Trubin,,,anatoliy-trubin,A. Trubin,G,1,200,9533,M,966616,EUR,996624000,G,1,1,False,,12.0,6.0,8.0,2.0,0.0,4.0,5.0,2.0,7.0,,,2.0,8.0,,3.0,3.0,1.0,90.0,23.0,7.5,6.0,0.00427635,0,1.0219,,,,,,,,,,,,,,,,,,,,,,,,,anatoliytrubin81,,,
12513721,away,Benfica,António Silva,,,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,4,4,False,,45.0,32.0,8.0,1.0,0.0,14.0,17.0,19.0,29.0,1.0,2.0,9.0,3.0,,,,,90.0,59.0,6.9,13.0,0.0199332,1,,1.0,3.0,1.0,,,1.0,1.0,,,1.0,0.3048,1.0,1.0,,,,,,,,,1.0,,,antoniosilva.66,1.0,1.0,
12513721,away,Benfica,Nicolás Otamendi,,,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400,D,30,30,False,True,36.0,34.0,2.0,1.0,0.0,18.0,19.0,16.0,17.0,1.0,4.0,5.0,3.0,,,,,90.0,48.0,7.4,2.0,0.00805665,1,,,1.0,1.0,,,,3.0,2.0,,,0.0066,,,,,1.0,,,1.0,0.0171,,,,,Notamendi30,,,
12513721,away,Benfica,Álvaro Carreras,,,alvaro-carreras,Á. Carreras,D,18,186,79899,M,1085081,EUR,1048377600,D,3,3,False,,61.0,47.0,14.0,8.0,0.0,10.0,10.0,37.0,53.0,,2.0,2.0,4.0,,,,,90.0,85.0,7.1,24.0,0.0516691,0,,2.0,3.0,,2.0,,,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
12513721,away,Benfica,Leandro Santos,Leandro Santos,,leandro-santos,L. Santos,D,71,184,782,M,1489200,EUR,1127865600,M,71,71,False,,43.0,35.0,1.0,1.0,0.0,13.0,15.0,22.0,33.0,3.0,8.0,5.0,7.0,,,,,86.0,73.0,6.9,19.0,0.0271558,0,,5.0,5.0,2.0,2.0,,1.0,1.0,,3.0,2.0,,,,,2.0,1.0,2.0,,,,1.0,,,,,,,
12513721,away,Benfica,Leandro Barreiro,,,leandro-barreiro,L. Barreiro,M,18,170,2462,M,906800,EUR,946857600,M,18,18,False,,44.0,39.0,2.0,,0.0,13.0,13.0,26.0,31.0,2.0,8.0,2.0,4.0,,,,,90.0,60.0,7.1,8.0,0.124555,2,,,13.0,2.0,4.0,,1.0,1.0,,1.0,5.0,0.1227,5.0,1.0,,2.0,,3.0,1.0,1.0,0.1801,,,1.0,,,,,
12513721,away,Benfica,Florentino Luís,,,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800,M,61,61,False,,44.0,38.0,4.0,2.0,0.0,9.0,10.0,29.0,35.0,2.0,7.0,,5.0,,,,,45.0,54.0,7.0,9.0,0.0371461,0,,1.0,4.0,2.0,1.0,,,4.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,
12513721,away,Benfica,Samuel Dahl,,,dahl-samuel,S. Dahl,D,26,171,2179,M,993101,EUR,1046736000,M,26,26,False,,41.0,28.0,1.0,,0.0,2.0,4.0,28.0,45.0,,6.0,1.0,4.0,,,,,90.0,71.0,7.4,24.0,0.0546034,1,,8.0,4.0,,1.0,1.0,,1.0,1.0,2.0,,0.0103,1.0,,,1.0,,4.0,2.0,,,3.0,,,,,2.0,,
12513721,away,Benfica,Zeki Amdouni,,,zeki-amdouni,Z. Amdouni,F,25,183,2739,M,990550,EUR,975888000,F,7,7,False,,25.0,23.0,,,1.0,5.0,6.0,18.0,20.0,1.0,4.0,,2.0,,,,,71.0,46.0,7.4,8.0,0.593278,1,,1.0,7.0,,2.0,,1.0,,,2.0,1.0,0.0141,4.0,1.0,,1.0,,2.0,1.0,,,1.0,,1.0,,,,,
12513721,away,Benfica,Bruma,,,bruma,Bruma,F,7,173,2690,M,97012,EUR,782956800,F,27,27,False,,34.0,24.0,1.0,,0.0,1.0,1.0,23.0,35.0,3.0,8.0,,5.0,,,,,86.0,53.0,8.0,15.0,0.101616,6,,2.0,1.0,,3.0,4.0,,,,1.0,,1.1133,,1.0,,2.0,,3.0,1.0,1.0,0.9611,,,,1.0,,,,1.0
12513721,away,Benfica,Andrea Belotti,,,andrea-belotti,A. Belotti,F,19,181,3521,M,220223,EUR,756345600,F,19,19,False,,12.0,11.0,,,0.0,1.0,1.0,10.0,11.0,,4.0,1.0,,,,,,71.0,25.0,6.3,6.0,0.0144011,2,,,1.0,,1.0,,,1.0,1.0,4.0,,0.9224,,1.0,,,,3.0,1.0,1.0,0.2654,,2.0,,,gallobelotti,,,
12513721,away,Benfica,Orkun Kökçü,,,orkun-kokcu,O. Kökçü,M,10,175,12817,M,907461,EUR,978048000,M,10,10,True,,21.0,16.0,1.0,,0.0,4.0,4.0,12.0,22.0,,5.0,1.0,2.0,,,,,45.0,34.0,7.0,11.0,0.0346889,1,,5.0,3.0,1.0,3.0,,,1.0,1.0,,1.0,0.0352,,1.0,,2.0,,2.0,1.0,,,,,,,orkunkokcu,,,
12513721,away,Benfica,Kerem Aktürkoğlu,,,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24902,M,903324,EUR,908928000,F,17,17,True,,5.0,4.0,,,0.0,,,4.0,6.0,,1.0,,,,,,,19.0,10.0,6.8,2.0,0.00246989,1,,1.0,1.0,1.0,,,,,,,,0.0362,,,,,,1.0,,1.0,0.1917,,,,1.0,KAktürkoğlu,,,
12513721,away,Benfica,Vangelis Pavlidis,,,vangelis-pavlidis,V. Pavlidis,F,14,186,15120,M,795236,EUR,911606400,F,14,14,True,,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,,,,,19.0,11.0,6.8,2.0,0.00109409,1,,,2.0,,,,,,,2.0,1.0,0.0369,1.0,,,,,1.0,,1.0,0.5912,,,,,vangelis_pavlidis,,,
12513721,away,Benfica,Nuno Félix,,,nuno-felix,N. Félix,M,60,177,507,M,1142231,EUR,1079395200,M,60,60,True,,4.0,2.0,,,0.0,,,2.0,4.0,1.0,1.0,,,,,,,11.0,4.0,6.4,2.0,0.00127063,0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
12513721,away,Benfica,João Rêgo,João Rêgo,,joao-rego,J. Rêgo,M,84,185,1396,M,1158353,EUR,1119225600,M,84,84,True,,3.0,2.0,,,0.0,,,2.0,3.0,,1.0,,,,,,,11.0,7.0,6.4,2.0,0.00036037,0,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
12513721,away,Benfica,Samuel Soares,,,samuel-soares,S. Soares,G,24,189,1436,M,983550,EUR,1024099200,G,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513721,away,Benfica,Adrian Bajrami,,,adrian-bajrami,A. Bajrami,D,4,187,929,M,1000192,EUR,1017964800,D,81,81,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513721,away,Benfica,Gustavo Marques,Gustavo Marques,,gustavo-marques,G. Marques,D,16,189,349,M,1174764,EUR,1002585600,D,76,76,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513721,away,Benfica,Arthur Cabral,,,arthur-cabral,A. Cabral,F,19,186,4963,M,870762,EUR,893462400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,arthurcabral9,,,
