match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_wonContest,stat_fouls,stat_aerialLost,stat_errorLeadToAShot,stat_penaltyConceded,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_goals,stat_totalOffside,stat_penaltyWon
14064447,home,Nice,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186.0,170,M,96542,EUR,731203200,G,31,31,False,34.0,26.0,13.0,5.0,0.0,23.0,26.0,3.0,8.0,1.0,8.0,2.0,1.0,2.0,1.0,90.0,45.0,6.9,8.0,0.00089715,37.76063845057,5.0,13.545,12.495,0.3023,0,-0.021,0.02,0.01,-0.08,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064447,home,Nice,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178.0,2004,M,821728,EUR,717379200,D,92,92,False,32.0,28.0,2.0,1.0,0.0,16.0,16.0,12.0,16.0,4.0,6.0,,,,,90.0,62.0,7.6,11.0,0.333702,91.868429619309,5.0,55.86,24.465,,1,,0.4,0.09,0.13,,,,6.0,2.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.1182,84.634708243763,3.0,3.0,0.0,,,,,,,,,,,,,,,,,
14064447,home,Nice,Abdulay Juma Bah,abdulay-juma-bah,A. J. Bah,D,28,195.0,5965,M,1606792,EUR,1144713600,D,28,28,False,63.0,62.0,5.0,5.0,0.0,52.0,53.0,10.0,10.0,7.0,5.0,,,,,90.0,79.0,7.6,1.0,0.0555838,99.222936112709,15.0,34.545,10.185,,1,,0.23,0.05,-0.03,,,,,,4.0,5.0,9.0,4.0,,1.0,1.0,,1.0,2.0,3.0,2.0,1.0,0.0709,,,,-0.1,1.0,1.0,,,,,,,,,,,,,,,
14064447,home,Nice,Kojo Peprah Oppong,peprah-oppong-kojo,K. P. Oppong,D,37,185.0,1391,M,1473092,EUR,1086307200,D,37,37,False,81.0,75.0,4.0,,0.0,53.0,57.0,22.0,24.0,4.0,3.0,,,,,90.0,90.0,5.7,7.0,0.00892171,86.398726841957,10.0,42.945,16.905,,0,,0.13,0.03,-0.59,,,,,,,3.0,1.0,,,,,,,1.0,,,1.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
14064447,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173.0,502,M,906075,EUR,973468800,D,26,26,False,51.0,44.0,8.0,5.0,1.0,24.0,24.0,20.0,27.0,3.0,8.0,,,,,90.0,74.0,7.9,14.0,0.178975,31.913177648792,4.0,24.045,17.85,,0,,0.26,0.01,-0.05,,,,4.0,1.0,1.0,7.0,8.0,2.0,2.0,2.0,,1.0,1.0,,5.0,3.0,1.0,,,,2.0,,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,
14064447,home,Nice,Everton Pereira,everton-pereira,E. Pereira,M,41,181.0,46,M,1551242,EUR,1176336000,M,41,41,False,40.0,35.0,3.0,,0.0,24.0,25.0,11.0,15.0,5.0,2.0,,,,,69.0,50.0,6.5,7.0,0.00570114,46.642753371712,9.0,-2.625,8.19,,1,,0.06,0.01,0.15,,,,,,1.0,3.0,1.0,1.0,,,,,,2.0,,,,0.0415,,,,0.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,
14064447,home,Nice,Tiago Gouveia,tiago-gouveia,T. Gouveia,F,47,176.0,1493,M,976410,EUR,992822400,M,47,47,False,11.0,10.0,1.0,1.0,0.0,5.0,5.0,5.0,6.0,,3.0,,,,,45.0,21.0,6.5,4.0,0.0206733,29.06232018786,5.0,18.585,6.3,,3,,0.2,-0.06,-0.04,,,,,,,3.0,1.0,,,2.0,2.0,,,1.0,,,1.0,0.2318,,,1.0,-0.35,,1.0,,,,1.0,,,1.0,0.1047,,,,,,,
14064447,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182.0,499,M,250133,EUR,777168000,M,8,8,False,20.0,15.0,6.0,4.0,0.0,6.0,7.0,9.0,13.0,2.0,3.0,,,,,81.0,39.0,6.6,9.0,0.0447733,60.03793695615,9.0,22.575,10.08,,2,,-0.25,0.01,-0.04,,,,,,1.0,3.0,6.0,1.0,,,1.0,,,2.0,3.0,3.0,2.0,0.7818,,,1.0,0.07,,1.0,1.0,,,,4.0,,1.0,0.3977,True,2.0,,,,,
14064447,home,Nice,Tanguy Ndombélé,tanguy-ndombele,T. Ndombélé,M,22,181.0,2715,M,845486,EUR,851731200,M,22,22,False,26.0,24.0,,,0.0,13.0,13.0,11.0,13.0,1.0,7.0,,,,,81.0,39.0,7.0,8.0,0.128959,50.307038822118,9.0,17.745,9.765,,2,,0.38,0.15,0.2,,,,,,,4.0,3.0,,1.0,2.0,,,,,2.0,,1.0,0.2436,9.7801411544006,1.0,2.0,-0.08,,1.0,,,,,3.0,2.0,,,,1.0,,,,,
14064447,home,Nice,Sofiane Diop,sofiane-diop,S. Diop,M,10,175.0,3842,M,944164,EUR,960508800,M,10,10,False,43.0,35.0,6.0,4.0,0.0,16.0,17.0,19.0,26.0,1.0,7.0,,,,,90.0,63.0,7.0,14.0,0.426338,145.43084840854,17.0,50.82,17.85,,3,,0.42,0.33,-0.06,,,,3.0,1.0,,3.0,,1.0,1.0,,2.0,,,2.0,,,,0.6773,42.986674978041,3.0,2.0,-0.53,,1.0,,,,1.0,3.0,,1.0,0.0318,,1.0,1.0,,,,
