match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalTackle,stat_accurateCross,stat_shotOffTarget,stat_wonTackle,stat_dispossessed,stat_totalOffside,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_outfielderBlock,stat_goodHighClaim
12513719,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,24.0,18.0,8.0,2.0,0.0,17.0,19.0,1.0,5.0,2.0,2.0,3.0,6.0,1.0,2.0,3.0,1.0,2.0,2.0,90.0,35.0,7.5,6.0,0.00015057,0,0.5399,,,,,,,,,,,,,,,,,,,,,,,,,,
12513719,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,,37.0,26.0,6.0,1.0,0.0,10.0,12.0,16.0,28.0,4.0,4.0,3.0,3.0,,,,,,,86.0,64.0,6.9,19.0,0.176654,1,,Miguel Maga,,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0118,1.0,,,,,,,,,,,,,
12513719,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,52.0,43.0,8.0,2.0,0.0,25.0,26.0,18.0,26.0,2.0,4.0,9.0,4.0,1.0,,,,,,90.0,66.0,6.8,9.0,0.00422361,0,,,,,5.0,7.0,,,,,,2.0,,,1.0,,,,,,,,,,,,
12513719,home,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,,50.0,45.0,5.0,2.0,0.0,24.0,26.0,22.0,25.0,4.0,7.0,5.0,3.0,,,,,,,90.0,64.0,7.3,8.0,0.101571,1,,,,1.0,,,,,,,2.0,,0.0197,,3.0,1.0,1.0,2.0,,,,,,,,,
12513719,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,41.0,32.0,4.0,1.0,0.0,17.0,19.0,17.0,25.0,3.0,3.0,2.0,5.0,1.0,,,,,,90.0,67.0,7.3,14.0,0.112429,1,,,,3.0,1.0,4.0,,,1.0,1.0,2.0,2.0,0.0233,4.0,,2.0,,,1.0,1.0,,,,,,,
12513719,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,75.0,60.0,9.0,5.0,0.0,24.0,29.0,39.0,53.0,1.0,5.0,,4.0,1.0,,,,,,90.0,101.0,7.7,23.0,0.164154,2,,,,7.0,1.0,6.0,2.0,3.0,,4.0,1.0,,0.0905,4.0,1.0,3.0,,,2.0,,2.0,2.0,0.6169,,,,
12513719,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,45.0,40.0,2.0,1.0,0.0,14.0,16.0,26.0,31.0,,1.0,1.0,7.0,1.0,,,,,,80.0,60.0,7.1,9.0,0.0460184,1,,Tomás Händel,,2.0,1.0,3.0,1.0,,,5.0,,,0.0262,1.0,,,1.0,,1.0,,,,,,,,
12513719,home,Vitória SC,Telmo Arcanjo,telmo-arcanjo,T. Arcanjo,M,18,180,559,M,1035280,EUR,993081600,M,18,18,False,,17.0,12.0,1.0,,0.0,2.0,3.0,11.0,18.0,,6.0,,1.0,2.0,,,,,,86.0,44.0,7.0,14.0,0.0282419,2,,,,4.0,1.0,4.0,,6.0,,1.0,2.0,1.0,0.0224,,,1.0,2.0,,,,4.0,,,,,,
12513719,home,Vitória SC,Samu,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,,27.0,21.0,1.0,1.0,0.0,4.0,5.0,17.0,25.0,,3.0,1.0,3.0,2.0,,,,,,90.0,43.0,7.0,13.0,0.0208916,2,,,,3.0,4.0,6.0,1.0,1.0,1.0,,2.0,,0.1643,2.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,
12513719,home,Vitória SC,Nuno Santos,nuno-santos,N. Santos,M,10,180,2173,M,930552,EUR,920332800,M,77,77,False,,26.0,15.0,4.0,1.0,0.0,7.0,8.0,9.0,19.0,,3.0,,1.0,1.0,,,,,,66.0,36.0,6.9,12.0,0.162577,2,,,,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,0.2776,2.0,1.0,1.0,1.0,,,,1.0,1.0,0.043,,,,
12513719,home,Vitória SC,Nélson Oliveira,nelson-oliveira,N. Oliveira,F,7,186,461,M,42898,EUR,681609600,F,7,7,False,,12.0,8.0,,,0.0,3.0,4.0,5.0,8.0,1.0,4.0,,4.0,2.0,,,,,,67.0,19.0,6.7,5.0,0.00356543,2,,,,,1.0,2.0,,1.0,1.0,,1.0,2.0,0.0919,,,,1.0,,,2.0,1.0,,,,,,
12513719,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,17,17,True,,12.0,9.0,1.0,1.0,0.0,4.0,5.0,6.0,9.0,,3.0,,,2.0,,,,,,24.0,20.0,6.8,5.0,0.00817802,0,,,,2.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,
12513719,home,Vitória SC,Jesús Ramírez,jesus-ramirez,J. Ramírez,F,9,187,1078,M,987597,EUR,894240000,F,9,9,True,,8.0,4.0,,,0.0,1.0,1.0,3.0,7.0,,,,,,,,,,,23.0,12.0,6.2,5.0,0.00131652,2,,,,,2.0,3.0,,,1.0,,,,0.7156,,,,1.0,,1.0,,,,,,1.0,,
12513719,home,Vitória SC,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,True,,8.0,8.0,,,0.0,6.0,6.0,2.0,2.0,,,,1.0,,,,,,,10.0,10.0,6.4,1.0,0.00101571,0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
12513719,home,Vitória SC,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,D,22,22,True,,1.0,,,,0.0,,,,1.0,,,,,,,,,,,9.0,4.0,6.6,1.0,0.0002052,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513719,home,Vitória SC,Vando Félix,vando-felix,V. Félix,F,7,179,202,M,1520997,EUR,1031011200,F,21,21,True,,2.0,2.0,,,0.0,,,2.0,2.0,,2.0,,1.0,1.0,,,,,,9.0,6.0,7.0,1.0,0.0776144,0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,
12513719,home,Vitória SC,Charles,charles,Charles,G,27,186,127,M,155985,EUR,760320000,G,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513719,home,Vitória SC,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
