match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_shotOffTarget,stat_fouls,stat_shotValueNormalized,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,stat_penaltyConceded,captain,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_keyPass,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon
14015659,home,Energie Cottbus,Alexander Sebald,Alexander,Sebald,alexander-sebald,A. Sebald,G,1,188.0,11,M,253897,EUR,838425600.0,G,1,1,False,47.0,12.0,45.0,10.0,0.0,5.0,9.0,7.0,38.0,1.0,10.0,5.0,1.0,1.0,6.0,90.0,56.0,9.2,36.0,1.3673,0,0.12,-0.13,0.41,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Henry Rorig,,,henry-rorig,H. Rorig,D,3,182.0,23,M,990207,EUR,952041600.0,D,3,3,False,21.0,15.0,3.0,1.0,0.0,11.0,13.0,4.0,8.0,4.0,6.0,,,,,90.0,47.0,7.6,13.0,,0,0.08,-0.22,0.31,,5.0,1.0,2.0,10.0,1.0,9.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Tim Campulka,Tim,Campulka,tim-campulka,T. Campulka,D,4,186.0,9,M,880801,EUR,925257600.0,D,4,4,False,25.0,20.0,2.0,2.0,0.0,17.0,21.0,3.0,4.0,7.0,2.0,,,,,90.0,37.0,7.4,5.0,,1,0.0,0.05,0.48,,,,3.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,-0.2,,,,,,,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Nyamekye Awortwie-Grant,Nyamekye,Awortwie-Grant,awortwie-grant-nyamekye,N. Awortwie-Grant,D,23,193.0,15,M,1407863,EUR,965606400.0,D,23,23,False,23.0,17.0,4.0,2.0,0.0,14.0,15.0,3.0,8.0,10.0,1.0,,,,,90.0,40.0,8.0,6.0,,0,0.06,-0.02,0.6,,,,,4.0,,,,1.0,3.0,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Leon Guwara,Leon,Guwara,leon-guwara,L. Guwara,D,21,185.0,44,M,319851,EUR,835920000.0,D,21,21,False,27.0,18.0,6.0,3.0,0.0,11.0,16.0,7.0,11.0,3.0,4.0,,,,,90.0,50.0,7.6,11.0,,1,0.16,0.11,0.59,,,1.0,3.0,4.0,1.0,2.0,2.0,,2.0,,1.0,0.01,,,,1.0,1.0,,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Jonas Hofmann,Jonas,Hofmann,jonas-hofmann,J. Hofmann,M,6,171.0,12,M,842867,EUR,855273600.0,M,6,6,False,8.0,6.0,2.0,,0.0,2.0,3.0,4.0,5.0,,2.0,,,,,67.0,15.0,6.5,3.0,,0,0.04,-0.12,-0.04,,1.0,3.0,6.0,4.0,,2.0,1.0,1.0,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Dominik Pelivan,Dominik,Pelivan,dominik-pelivan,D. Pelivan,M,5,185.0,14,M,569976,EUR,834192000.0,M,5,5,False,24.0,16.0,6.0,2.0,0.0,11.0,15.0,5.0,9.0,1.0,3.0,,,,,90.0,40.0,6.2,11.0,,0,0.06,0.04,-0.38,,,,5.0,5.0,,3.0,,1.0,1.0,,3.0,,,1.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,
14015659,home,Energie Cottbus,Axel Borgmann,Axel,Borgmann,axel-borgmann,A. Borgmann,M,20,179.0,19,M,169215,EUR,773625600.0,M,20,20,False,17.0,12.0,1.0,1.0,0.0,7.0,9.0,5.0,8.0,2.0,3.0,,,,,90.0,41.0,7.5,10.0,,0,0.07,0.02,0.48,,2.0,2.0,7.0,10.0,2.0,7.0,6.0,2.0,,,1.0,,,1.0,1.0,,1.0,2.0,,True,1.0,1.0,,,,,,,,,
14015659,home,Energie Cottbus,Tolcay Ciğerci,Tolcay,Ciğerci,tolcay-cigerci,T. Ciğerci,M,10,180.0,144,M,253679,EUR,790905600.0,F,10,10,False,24.0,20.0,,,0.0,8.0,9.0,12.0,15.0,,6.0,,,,,90.0,38.0,7.0,11.0,,2,0.2,0.29,0.16,,,4.0,13.0,,,,,,,,2.0,0.5,,,,1.0,,5.0,,,2.0,,1.0,1.0,2.0,,,,,,
14015659,home,Energie Cottbus,Erik Engelhardt,Erik,Engelhardt,erik-engelhardt,E. Engelhardt,F,18,178.0,113,M,876106,EUR,892857600.0,F,18,18,False,15.0,9.0,3.0,,1.0,2.0,2.0,7.0,13.0,,4.0,,,,,77.0,30.0,7.0,11.0,,0,0.01,0.43,0.24,,1.0,3.0,9.0,6.0,,3.0,2.0,1.0,,,4.0,,,,,,1.0,2.0,,,2.0,2.0,,,2.0,,,,,,
14015659,home,Energie Cottbus,Justin Butler,Justin,Butler,butler-justin,J. Butler,F,31,188.0,44,M,907686,EUR,985305600.0,F,31,31,False,12.0,4.0,1.0,,0.0,1.0,2.0,3.0,10.0,,2.0,,,,,67.0,27.0,6.7,17.0,,0,-0.24,0.27,0.17,,1.0,,4.0,5.0,,2.0,2.0,,2.0,,1.0,,,,,,4.0,2.0,,,2.0,1.0,,,,,,,,,
14015659,home,Energie Cottbus,Ted Tattermusch,,,ted-tattermusch,T. Tattermusch,D,25,194.0,36,M,990712,EUR,989280000.0,F,25,25,True,6.0,2.0,3.0,,0.0,1.0,3.0,1.0,3.0,,1.0,,,,,23.0,11.0,6.5,6.0,,1,-0.03,0.03,0.16,,,1.0,2.0,2.0,,,,1.0,1.0,,,-0.13,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,
14015659,home,Energie Cottbus,Jannis Boziaris,Jannis,Boziaris,jannis-boziaris,J. Boziaris,M,19,178.0,26,M,1197659,EUR,1049932800.0,M,19,19,True,2.0,1.0,,,0.0,,,1.0,2.0,,1.0,,,,,23.0,3.0,6.1,2.0,,0,0.05,0.1,-0.3,,,,4.0,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Can Yahya Moustfa,,,can-yahya-moustfa,C. Y. Moustfa,F,17,176.0,69,M,1137297,EUR,1100822400.0,M,17,17,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,,3.0,,,,,13.0,11.0,6.7,3.0,,0,-0.04,0.1,0.15,,,2.0,4.0,4.0,,1.0,1.0,2.0,,,1.0,,,,,,1.0,,,,2.0,1.0,,,,,,,,,
14015659,home,Energie Cottbus,Max Bohnke,Max,Bohnke,max-bohnke,M. Bohnke,G,30,,4,M,1130991,EUR,,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Dennis Duah,Dennis,Duah,duah-dennis,D. Duah,D,15,190.0,24,M,1166935,EUR,1061856000.0,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Moritz Hannemann,,,moritz-hannemann,M. Hannemann,M,11,185.0,14,M,939645,EUR,892080000.0,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Janis Juckel,Janis,Juckel,janis-juckel,J. Juckel,M,36,180.0,9,M,1195380,EUR,1091059200.0,M,36,36,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015659,home,Energie Cottbus,Theo Ogbidi,Theo,Ogbidi,ogbidi-theo,T. Ogbidi,F,22,,7,M,1033040,EUR,,M,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
