match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_outfielderBlock,stat_duelLost,stat_fouls,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_wonTackle,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_dispossessed,stat_goalAssist,stat_bigChanceMissed,captain,stat_goals,player_sofascoreId,stat_errorLeadToAShot,stat_clearanceOffLine
10438013,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,33.0,23.0,18.0,8.0,16.0,17.0,7.0,16.0,1.0,12.0,1.0,1.0,2.0,3.0,90.0,43.0,7.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438013,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,36.0,27.0,4.0,,14.0,19.0,13.0,20.0,2.0,6.0,1.0,,,,90.0,55.0,6.8,14.0,0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438013,home,Sporting Braga,Vítor Tormena,vitor-tormena,V. Tormena,D,3,192,192,M,892426,EUR,820713600,D,3,3,False,46.0,32.0,11.0,4.0,16.0,20.0,16.0,26.0,3.0,4.0,,,,,90.0,57.0,7.3,15.0,0,,4.0,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10438013,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,43.0,36.0,8.0,2.0,25.0,25.0,11.0,18.0,2.0,4.0,,,,,79.0,57.0,7.1,8.0,0,,7.0,3.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10438013,home,Sporting Braga,Cristián Borja,cristian-borja,C. Borja,D,26,182,1124,M,831038,EUR,729993600,D,26,26,False,35.0,30.0,1.0,1.0,13.0,16.0,19.0,22.0,8.0,2.0,1.0,,,,90.0,62.0,8.3,8.0,0,3.0,4.0,4.0,6.0,,,,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,,,,,,,,,,,,,,
10438013,home,Sporting Braga,Iuri Medeiros,iuri-medeiros,I. Medeiros,M,45,174,247,M,252613,EUR,773798400,M,45,45,False,27.0,21.0,4.0,4.0,8.0,9.0,13.0,23.0,2.0,3.0,,,,,69.0,41.0,7.1,13.0,3,5.0,,,1.0,1.0,,,4.0,1.0,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10438013,home,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,58.0,50.0,10.0,7.0,24.0,28.0,27.0,35.0,1.0,8.0,,,,,90.0,70.0,7.2,16.0,2,5.0,,,1.0,1.0,,,3.0,1.0,1.0,,1.0,,,,,2.0,,2.0,,,,,1.0,,,,,,,
10438013,home,Sporting Braga,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2821,M,868958,EUR,828748800,M,8,8,False,41.0,35.0,6.0,6.0,17.0,18.0,18.0,23.0,2.0,10.0,,,,,69.0,51.0,7.5,7.0,2,,2.0,3.0,1.0,1.0,1.0,,3.0,2.0,,,1.0,,,,,3.0,2.0,,,,,,,,,,,,,
10438013,home,Sporting Braga,Bruma,bruma,Bruma,F,7,173,2690,M,97012,EUR,782956800,M,27,27,False,29.0,23.0,3.0,1.0,6.0,8.0,17.0,21.0,6.0,5.0,,,,,80.0,46.0,7.4,10.0,5,,,,4.0,,,,6.0,,,1.0,1.0,4.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,,,2.0,1.0,,,,,,
10438013,home,Sporting Braga,Abel Ruíz,abel-ruiz,A. Ruíz,F,9,182,1448,M,826013,EUR,949017600,F,9,9,False,15.0,10.0,,,2.0,3.0,8.0,12.0,1.0,2.0,,,,,59.0,23.0,6.5,9.0,2,,,,,2.0,1.0,,6.0,,,2.0,2.0,,,,,3.0,1.0,1.0,,3.0,,,2.0,,1.0,,,,,
10438013,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,F,21,21,False,20.0,17.0,1.0,1.0,2.0,2.0,16.0,19.0,3.0,1.0,2.0,,,,90.0,35.0,7.9,6.0,4,1.0,,,1.0,,,,3.0,1.0,1.0,1.0,,,,1.0,,2.0,,2.0,2.0,,,,1.0,,,True,1.0,,,
10438013,home,Sporting Braga,Simon Banza,simon-banza,S. Banza,F,9,189,10452,M,825945,EUR,839894400,F,23,23,True,3.0,1.0,,,,1.0,1.0,2.0,5.0,1.0,1.0,,,,31.0,10.0,6.4,3.0,1,,1.0,,,1.0,4.0,,4.0,2.0,,2.0,,,,,,,,1.0,,,,,,,1.0,,,simbnz,,
10438013,home,Sporting Braga,Pizzi,pizzi,Pizzi,M,21,179,1284,M,77725,EUR,623635200,M,22,22,True,5.0,5.0,,,3.0,3.0,2.0,2.0,3.0,,1.0,,,,21.0,14.0,6.5,3.0,0,,2.0,,1.0,,,,3.0,,,,,2.0,1.0,,,,,,,,,,2.0,,,,,,,
10438013,home,Sporting Braga,Uroš Račić,uros-racic,U. Račić,M,10,193,669,M,839909,EUR,890092800,M,19,19,True,5.0,4.0,,,2.0,2.0,2.0,3.0,,3.0,,,,,21.0,8.0,6.6,2.0,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438013,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,True,6.0,4.0,,,3.0,3.0,1.0,3.0,1.0,,,,,,11.0,7.0,6.6,2.0,0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10438013,home,Sporting Braga,Álvaro Djaló,alvaro-djalo,Á. Djaló,F,14,176,1150,M,1160960,EUR,934761600,F,14,14,True,3.0,2.0,,,,,2.0,3.0,1.0,,1.0,,,,10.0,6.0,6.4,3.0,0,,,,,1.0,,,3.0,1.0,,1.0,1.0,,,,,,,,,,Álvaro Djaló,,,,,,,,,
10438013,home,Sporting Braga,Tiago Sá,tiago-sa,T. Sá,G,12,188,145,M,344159,EUR,789782400,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438013,home,Sporting Braga,Josafat Mendes,josafat-mendes,J. Mendes,D,2,177,330,M,1133258,EUR,1041292800,D,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438013,home,Sporting Braga,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438013,home,Sporting Braga,Jean-Baptiste Gorby,jean-baptiste-gorby,J. Gorby,M,29,181,4294,M,1120039,EUR,1027555200,M,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438013,away,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,27.0,18.0,11.0,3.0,16.0,19.0,2.0,8.0,,11.0,,1.0,6.0,8.0,90.0,47.0,8.1,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
10438013,away,Gil Vicente,Carraça,carraca,Carraça,D,15,177,50,M,589020,EUR,730944000,D,15,15,False,69.0,61.0,8.0,4.0,31.0,35.0,32.0,42.0,4.0,5.0,,,,,90.0,101.0,7.9,17.0,3,8.0,3.0,,1.0,,2.0,1.0,2.0,,2.0,1.0,,2.0,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,1.0
