match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wonTackle,stat_clearanceOffLine,stat_wonContest,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside
14025257,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,44.0,30.0,20.0,6.0,0.0,28.0,30.0,2.0,14.0,16.0,1.0,3.0,3.0,1.0,1.0,90.0,59.0,7.2,15.0,0.00013922,0.1625,0,0.1635,0.02,-0.08,0.37,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025257,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,48.0,39.0,9.0,3.0,0.0,21.0,24.0,18.0,24.0,2.0,,,,,,90.0,76.0,8.4,15.0,0.0702148,,1,,0.31,0.15,0.21,,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,0.055,0.4764,1.0,0.53,,,,,,,,,,,,,
14025257,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,65.0,62.0,4.0,2.0,0.0,52.0,54.0,10.0,11.0,4.0,,,,,,90.0,78.0,7.5,3.0,0.00183165,,0,,0.07,0.06,0.73,,,,4.0,3.0,,,,,,,6.0,3.0,1.0,,,1.0,,,,,,,3.0,2.0,2.0,1.0,,,,,,,
14025257,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,56.0,51.0,7.0,2.0,0.0,35.0,35.0,16.0,21.0,1.0,,,,,,90.0,63.0,7.5,5.0,0.00653076,,0,,0.17,0.06,0.33,,,,3.0,,2.0,,,,,,4.0,,,,,1.0,,,,,,,,,2.0,,1.0,,,,,,
14025257,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,30.0,26.0,2.0,1.0,0.0,9.0,11.0,17.0,19.0,,,,,,,86.0,50.0,7.1,11.0,0.0560704,,1,,0.11,0.05,0.19,,3.0,1.0,,4.0,,,1.0,,,,1.0,,3.0,2.0,,,0.0601,,1.0,-0.24,,,,,,2.0,,1.0,1.0,,,,
14025257,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,55.0,52.0,3.0,2.0,0.0,27.0,28.0,25.0,27.0,5.0,,,,,,90.0,71.0,6.9,8.0,0.0386422,,0,,0.24,0.03,0.2,,,,7.0,5.0,,2.0,2.0,,,,,1.0,2.0,2.0,1.0,3.0,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,
14025257,home,Aston Villa,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,24,24,False,43.0,42.0,4.0,4.0,0.0,23.0,23.0,19.0,20.0,,,,,,,90.0,58.0,8.1,1.0,0.0225462,,0,,0.11,0.02,1.0,,,,5.0,6.0,,,,,,,3.0,1.0,3.0,,3.0,1.0,,,,,,,4.0,,4.0,2.0,,,,,,,
14025257,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,17.0,11.0,5.0,2.0,0.0,5.0,7.0,6.0,10.0,3.0,,,,,,74.0,32.0,6.8,13.0,0.153621,,2,,-0.05,0.06,-0.02,,4.0,1.0,2.0,4.0,1.0,1.0,,,,,,1.0,,3.0,4.0,,0.2712,,,-0.12,,,,,,,,,2.0,True,1.0,,
14025257,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,29.0,22.0,,,0.0,13.0,15.0,9.0,14.0,6.0,,,,,,90.0,39.0,7.5,8.0,0.0702786,,0,,0.09,0.37,0.37,,,,1.0,6.0,,1.0,1.0,,,,,,3.0,,2.0,,,,1.0,,,,,,,3.0,,1.0,,,,,
14025257,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170,7699,M,EM10Buendia,783126,EUR,851472000,M,10,10,False,13.0,12.0,2.0,1.0,1.0,8.0,8.0,4.0,5.0,2.0,,,,,,29.0,21.0,6.9,3.0,0.0263863,,1,,0.25,0.05,-0.03,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.021,,1.0,-0.12,,,,,,,,1.0,,,,1.0,
