match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_aerialLost,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,stat_wonTackle,stat_totalOffside,stat_errorLeadToAShot
12117009,home,Corinthians,Carlos Miguel,carlos-miguel,C. Miguel,G,1,204,5473,M,973738,EUR,907891200,G,22,22,False,20.0,15.0,8.0,3.0,13.0,14.0,2.0,6.0,1.0,4.0,1.0,2.0,1.0,90.0,27.0,7.2,5.0,0.00043376,0,0.1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117009,home,Corinthians,Fagner,fagner,Fagner,D,23,168,3781,M,25554,EUR,613526400,D,23,23,False,24.0,21.0,3.0,2.0,12.0,12.0,11.0,14.0,,,,,,90.0,40.0,6.8,7.0,0.0386965,1,,Fagner,True,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0165,1.0,,,,,,,,,,,,,,,,,,,
12117009,home,Corinthians,Félix Torres,felix-torres,F. Torres,D,4,187,5321,M,881848,EUR,852940800,D,3,3,False,33.0,29.0,4.0,1.0,24.0,25.0,5.0,8.0,2.0,4.0,,,,90.0,43.0,7.3,5.0,0.00218287,1,,felix_torres,,,,1.0,2.0,,,,1.0,2.0,,0.0234,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
12117009,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,929200,EUR,924998400,D,25,25,False,43.0,33.0,11.0,3.0,26.0,31.0,7.0,12.0,5.0,4.0,,,,90.0,54.0,7.9,10.0,0.00791806,2,,,,,,4.0,3.0,1.0,1.0,,,,,0.14,,,,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.6469,,,,,,,
12117009,home,Corinthians,Hugo,hugo,Hugo,D,,179,3173,M,1017827,EUR,872812800,D,46,46,False,21.0,15.0,,,9.0,11.0,6.0,10.0,1.0,2.0,,,,73.0,34.0,7.0,9.0,0.00204402,0,,,,,,3.0,2.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,2.0,,1.0,1.0,1.0,1.0,,,
12117009,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,994454,EUR,883872000,M,10,10,False,28.0,23.0,3.0,2.0,11.0,11.0,16.0,25.0,1.0,3.0,,,,90.0,51.0,7.2,13.0,0.116534,0,,rodrigarroo,,8.0,4.0,11.0,6.0,6.0,2.0,,,1.0,1.0,,2.0,,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,5.0,1.0,,
12117009,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,15.0,8.0,3.0,,6.0,10.0,2.0,5.0,,3.0,,,,73.0,28.0,6.7,8.0,0.00083308,0,,R14niele,,,,4.0,5.0,2.0,1.0,,,2.0,2.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,2.0,,,
12117009,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,1199261,EUR,1108857600,M,27,27,False,17.0,12.0,4.0,2.0,4.0,4.0,8.0,13.0,,3.0,,,,89.0,28.0,6.8,8.0,0.0114046,2,,BrenoBidon,,,,5.0,2.0,1.0,,1.0,,2.0,,0.0307,2.0,,,1.0,,,,,,1.0,,4.0,0.0154,,,3.0,1.0,,,
12117009,home,Corinthians,Pedro Henrique,pedro-henrique,P. Henrique,M,7,179,1742,M,219190,EUR,645580800,F,16,16,False,,,,,,,,,1.0,,,,,8.0,1.0,6.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117009,home,Corinthians,Ángel Romero,angel-romero,Á. Romero,F,29,177,10605,M,1197041,EUR,710208000,F,11,11,False,11.0,6.0,,,2.0,2.0,4.0,11.0,1.0,3.0,,,,90.0,33.0,7.0,15.0,0.0363945,3,,ÁRomero,,2.0,,9.0,6.0,1.0,4.0,1.0,,,1.0,0.1041,1.0,,,1.0,3.0,1.0,,3.0,3.0,1.0,,1.0,0.1348,,,4.0,1.0,1.0,1.0,
