match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonContest,stat_totalOffside,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_goals,player_firstName,player_lastName,stat_dispossessed,stat_hitWoodwork,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_goalAssist,stat_errorLeadToAGoal
11067269,home,Red Bull Bragantino,Lucão,lucao,Lucão,G,40,190,225,M,981586,EUR,983145600,G,40,40,False,22.0,14.0,13.0,5.0,9.0,13.0,5.0,9.0,1.0,11.0,1.0,2.0,90.0,33.0,6.6,8.0,0.0,0.0,0.00101645,0,-0.0552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067269,home,Red Bull Bragantino,Aderlan,aderlan,Aderlan,D,13,180,379,M,584432,EUR,650937600,D,13,13,False,53.0,45.0,5.0,2.0,20.0,24.0,25.0,34.0,1.0,9.0,,,90.0,94.0,7.3,19.0,0.0233,0.0,0.0529388,1,,True,5.0,1.0,1.0,6.0,10.0,2.0,2.0,1.0,1.0,8.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11067269,home,Red Bull Bragantino,Léo Realpe,leonardo-realpe,L. Realpe,D,3,186,474,M,977676,EUR,983145600,D,2,2,False,21.0,15.0,4.0,,10.0,12.0,5.0,9.0,,2.0,,,35.0,22.0,6.5,6.0,0.0,0.0,0.00218295,0,,,,,2.0,2.0,2.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
11067269,home,Red Bull Bragantino,Natan,natan,Natan,D,4,188,3280,M,1015287,EUR,981417600,D,4,4,False,44.0,34.0,7.0,5.0,16.0,20.0,18.0,24.0,6.0,8.0,,,90.0,55.0,7.0,10.0,0.0,0.0,0.00818189,0,,,,1.0,,1.0,2.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
11067269,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,D,29,29,False,49.0,34.0,4.0,1.0,13.0,16.0,21.0,37.0,,2.0,,,90.0,76.0,6.1,26.0,0.0169,0.0,0.0953661,1,,,4.0,3.0,3.0,12.0,6.0,5.0,1.0,1.0,5.0,1.0,,2.0,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,
11067269,home,Red Bull Bragantino,Jadsom,jadsom,Jadsom,M,25,176,193,M,964127,EUR,990316800,M,5,5,False,21.0,17.0,2.0,2.0,4.0,5.0,13.0,17.0,,1.0,,,45.0,30.0,6.6,7.0,0.0144,0.0,0.0114703,1,,,1.0,,,2.0,2.0,,,1.0,,1.0,,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,
11067269,home,Red Bull Bragantino,Matheus Fernandes,matheus-fernandes,M. Fernandes,M,35,183,759,M,840150,EUR,899164800,M,35,35,False,48.0,41.0,2.0,1.0,13.0,14.0,28.0,34.0,,13.0,,,90.0,65.0,7.4,10.0,0.0198,0.0,0.0361628,1,,,,2.0,1.0,5.0,11.0,2.0,1.0,,2.0,7.0,5.0,3.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
11067269,home,Red Bull Bragantino,Ignacio Laquintana,ignacio-laquintana,I. Laquintana,M,19,177,612,M,948004,EUR,917827200,M,44,44,False,19.0,11.0,2.0,1.0,,,11.0,20.0,,2.0,,,70.0,32.0,6.9,14.0,0.0659,0.3316,0.0100565,2,,,1.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0,4.0,1.0,2.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,
11067269,home,Red Bull Bragantino,Bruno Goncalves De Jesus,goncalves-de-jesus-bruno,Bruninho,F,17,174,254,M,1868441,EUR,1047600000,M,17,17,False,38.0,33.0,1.0,,8.0,8.0,26.0,34.0,,9.0,,,90.0,58.0,7.3,13.0,1.1647,1.0226,0.0583162,3,,,4.0,,,4.0,6.0,1.0,7.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,4.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,
11067269,home,Red Bull Bragantino,Talisson,talisson,Talisson,M,33,188,167,M,1463902,EUR,1021939200,M,21,21,False,10.0,7.0,1.0,,,2.0,7.0,9.0,1.0,3.0,,,45.0,19.0,6.7,6.0,0.0157,0.1396,0.0169002,1,,,1.0,,,2.0,3.0,,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,,Talisson,,,,,,,,,
