match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_totalClearance,stat_interceptionWon,stat_aerialWon,stat_duelWon,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_errorLeadToAGoal,stat_totalCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_totalOffside,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyWon,stat_keyPass,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_bigChanceCreated,stat_shotOffTarget,stat_penaltyConceded,player_sofascoreId,stat_goals
12694090,home,Colchester United,Bradley Ihionvien,Bradley Ihionvien,,bradley-ihionvien,B. Ihionvien,F,48,185.0,51,M,1214345,EUR,1072137600,F,48,48,False,8.0,4.0,,,0.0,,,4.0,9.0,8.0,1.0,1.0,,,,90.0,21.0,6.6,10.0,0,1.0,,,2.0,6.0,,,2.0,2.0,1.0,6.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
12694090,home,Colchester United,Mandela Egbo,,,mandela-egbo,M. Egbo,D,,180.0,23,M,361410,EUR,871776000,D,18,18,True,20.0,16.0,5.0,4.0,0.0,9.0,10.0,7.0,10.0,2.0,,3.0,,,,45.0,36.0,7.2,6.0,0,,,,1.0,6.0,,,1.0,,2.0,,,,3.0,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,
12694090,home,Colchester United,Jack Payne,Jack,Payne,jack-payne,J. Payne,M,10,165.0,33,M,340173,EUR,783043200,M,10,10,True,6.0,6.0,,,0.0,4.0,4.0,3.0,5.0,5.0,,3.0,,,,45.0,15.0,6.2,4.0,3,1.0,,,,1.0,,,1.0,1.0,,3.0,,3.0,,,1.0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,
12694090,home,Colchester United,John-Kymani Gordon,John-Kymani Gordon,,john-kymani-gordon,J. Gordon,M,11,181.0,155,M,1046390,EUR,1045094400,F,11,11,True,10.0,8.0,1.0,1.0,0.0,4.0,5.0,4.0,8.0,5.0,1.0,2.0,,,,45.0,23.0,6.8,9.0,0,,,,,5.0,,,4.0,1.0,,1.0,,3.0,2.0,1.0,,2.0,,,,2.0,,,,,,,,,,,,,,
12694090,home,Colchester United,Owura Edwards,Owura Edwards,,owura-edwards,O. Edwards,M,21,173.0,35,M,1064350,EUR,986860800,M,21,21,True,2.0,2.0,,,0.0,1.0,1.0,1.0,2.0,3.0,,2.0,,,,28.0,14.0,6.5,6.0,0,,,,,5.0,,,2.0,3.0,1.0,1.0,,1.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
12694090,home,Colchester United,Samson Tovide,Samson Tovide,,samson-tovide,S. Tovide,F,9,188.0,67,M,1065744,EUR,1073174400,F,9,9,True,1.0,1.0,,,0.0,,,1.0,1.0,1.0,,,,,,24.0,3.0,6.6,,0,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
12694090,home,Colchester United,Tom Smith,,,tom-smith,T. Smith,G,12,185.0,33,M,1014431,EUR,1012348800,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12694090,home,Colchester United,Frankie Terry,Frankie Terry,,frankie-terry,F. Terry,D,40,183.0,15,M,1130304,EUR,1075420800,D,40,40,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12694090,home,Colchester United,Alfie Bendle,Alfie Bendle,,alfie-bendle,A. Bendle,M,20,177.0,16,M,1133475,EUR,1106784000,M,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12694090,home,Colchester United,Oscar Thorn,,,thorn-oscar,O. Thorn,M,11,183.0,13,M,1109726,EUR,1079913600,F,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12694090,away,Brentford,Hákon Rafn Valdimarsson,,,hakon-rafn-valdimarsson,H. R. Valdimarsson,G,12,195.0,501,M,1005959,EUR,1002931200,G,12,12,False,30.0,23.0,10.0,3.0,0.0,21.0,24.0,2.0,6.0,,,9.0,2.0,3.0,,90.0,47.0,8.2,8.0,0,,2.0,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,
12694090,away,Brentford,Ryan Trevitt,Ryan Trevitt,,ryan-trevitt,R. Trevitt,M,14,170.0,115,M,1177007,EUR,1047427200,D,28,28,False,48.0,43.0,3.0,1.0,0.0,26.0,29.0,18.0,22.0,8.0,1.0,6.0,,,,90.0,75.0,7.6,15.0,1,1.0,1.0,1.0,1.0,6.0,,1.0,3.0,1.0,2.0,,,3.0,1.0,,,3.0,,,1.0,5.0,,,,2.0,,,,,,1.0,1.0,,,
12694090,away,Brentford,Sepp van den Berg,,,sepp-van-den-berg,S. van den Berg,D,4,192.0,2105,M,924378,EUR,1008806400,D,4,4,False,64.0,59.0,2.0,1.0,0.0,34.0,38.0,25.0,26.0,3.0,,5.0,,,,90.0,75.0,7.1,7.0,0,1.0,3.0,1.0,4.0,8.0,,,2.0,1.0,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12694090,away,Brentford,Ben Mee,,,ben-mee,B. Mee,D,15,180.0,575,M,137774,EUR,622339200,D,16,16,False,105.0,95.0,13.0,10.0,0.0,54.0,57.0,41.0,49.0,5.0,,3.0,,,,90.0,121.0,7.6,11.0,0,3.0,5.0,1.0,4.0,8.0,,,2.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
12694090,away,Brentford,Vitaly Janelt,,,vitaly-janelt,V. Janelt,M,27,184.0,1209,M,814873,EUR,894758400,D,27,27,False,66.0,59.0,7.0,3.0,0.0,18.0,21.0,41.0,48.0,3.0,1.0,3.0,,,,74.0,85.0,7.0,12.0,0,,1.0,,,3.0,,,1.0,,2.0,1.0,,3.0,1.0,,,,1.0,True,,,,,,,,,,,,,,,,
12694090,away,Brentford,Yehor Yarmolyuk,,,yarmoliuk-yehor,Y. Yarmolyuk,M,18,180.0,2566,M,1031258,EUR,1078099200,M,18,18,False,44.0,41.0,3.0,3.0,0.0,19.0,22.0,22.0,23.0,7.0,4.0,3.0,,,,90.0,57.0,6.8,6.0,0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,
12694090,away,Brentford,Frank Onyeka,,,frank-onyeka,F. Onyeka,M,16,183.0,4636,M,885864,EUR,883612800,M,15,15,False,51.0,42.0,3.0,1.0,0.0,19.0,24.0,23.0,27.0,2.0,,3.0,,,,89.0,60.0,6.3,12.0,1,,1.0,,1.0,2.0,,,,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,
12694090,away,Brentford,Mikkel Damsgaard,,,damsgaard-mikkel,M. Damsgaard,M,24,180.0,3591,M,907072,EUR,962582400,M,24,24,False,39.0,32.0,8.0,4.0,0.0,7.0,10.0,25.0,30.0,2.0,,3.0,,,,73.0,52.0,7.0,11.0,0,1.0,2.0,1.0,,3.0,,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
12694090,away,Brentford,Fabio Carvalho,,,fabio-carvalho,F. Carvalho,F,14,170.0,4032,M,991604,EUR,1030665600,M,14,14,False,43.0,37.0,2.0,,0.0,11.0,13.0,27.0,31.0,6.0,2.0,2.0,,,,84.0,59.0,6.9,10.0,3,,,,,7.0,,,1.0,1.0,3.0,1.0,,1.0,3.0,3.0,,1.0,,,1.0,3.0,1.0,2.0,,1.0,,,,,,,1.0,,_fabio.10,
12694090,away,Brentford,Keane Lewis-Potter,,,keane-lewis-potter,K. Lewis-Potter,D,23,170.0,1114,M,972421,EUR,982800000,M,23,23,False,29.0,24.0,2.0,2.0,0.0,7.0,9.0,17.0,22.0,4.0,,3.0,,,,90.0,47.0,7.7,13.0,2,2.0,2.0,,,3.0,,,,3.0,,1.0,,2.0,4.0,3.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0
12694090,away,Brentford,Kevin Schade,,,kevin-schade,K. Schade,M,7,183.0,3200,M,1006387,EUR,1006819200,F,7,7,False,9.0,8.0,,,1.0,2.0,2.0,6.0,7.0,7.0,,1.0,,,,73.0,24.0,7.1,10.0,1,1.0,1.0,,2.0,4.0,,,,3.0,1.0,1.0,,,4.0,1.0,,,,,,2.0,,,,2.0,,,,,,1.0,1.0,,,
12694090,away,Brentford,Mathias Jensen,,,mathias-jensen,M. Jensen,M,8,180.0,1068,M,799251,EUR,820454400,M,8,8,True,19.0,18.0,1.0,1.0,0.0,9.0,9.0,10.0,11.0,,,3.0,,,,17.0,23.0,7.2,1.0,0,,,,,2.0,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,,,
12694090,away,Brentford,Yoane Wissa,,,yoane-wissa,Y. Wissa,F,9,176.0,51080,M,805123,EUR,841708800,M,11,11,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,1.0,,,,,,17.0,9.0,6.4,2.0,0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,yowissa,
12694090,away,Brentford,Nathan Collins,,,nathan-collins,N. Collins,D,22,193.0,1558,M,958916,EUR,988588800,D,22,22,True,20.0,17.0,2.0,1.0,0.0,14.0,16.0,3.0,4.0,,,,,,,16.0,23.0,6.5,3.0,1,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,
12694090,away,Brentford,Myles Peart-Harris,,,myles-peart-harris,M. Peart-Harris,M,44,187.0,210,M,980649,EUR,1032307200,M,25,25,True,5.0,4.0,1.0,,0.0,1.0,1.0,3.0,4.0,2.0,,2.0,,,,14.0,8.0,6.6,2.0,1,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
12694090,away,Brentford,Yunus Konak,Yunus Konak,,yunus-konak,Y. Konak,M,5,181.0,1116,M,1518589,EUR,1136851200,M,26,26,True,3.0,3.0,1.0,1.0,0.0,,,3.0,3.0,,,1.0,,,,9.0,5.0,6.8,1.0,0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12694090,away,Brentford,Matthew Cox,Matthew Cox,,matthew-cox,M. Cox,G,1,183.0,150,M,1065525,EUR,1051833600,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12694090,away,Brentford,Kim Ji-Soo,Kim Ji-Soo,,kim-ji-soo,K. Ji-Soo,D,5,192.0,1307,M,1185061,EUR,1103846400,D,36,36,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12694090,away,Brentford,Mads Roerslev,Mads,Roerslev,mads-roerslev,M. Roerslev,D,2,184.0,427,M,826057,EUR,930182400,D,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12694090,away,Brentford,Iwan Morgan,,,iwan-morgan,I. Morgan,F,19,181.0,72,M,1470048,EUR,1138492800,F,40,40,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
