match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_lastManTackle,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_keyPass,stat_penaltyWon,player_sofascoreId,stat_shotOffTarget,stat_hitWoodwork,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed
12530766,home,Hatayspor,Visar Bekaj,visar-bekaj,V. Bekaj,G,1,191,221,M,890652,EUR,864432000,G,12,12,False,34.0,31.0,4.0,2.0,0.0,29.0,32.0,2.0,2.0,16.0,3.0,1.0,3.0,1.0,1.0,90.0,47.0,6.8,3.0,0.00046257,0,-0.4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530766,home,Hatayspor,Rigoberto Rivas,rigoberto-rivas,R. Rivas,M,99,178,347,M,837742,EUR,901843200,D,99,99,False,46.0,34.0,9.0,3.0,0.0,22.0,25.0,12.0,22.0,6.0,,,,,,89.0,72.0,6.1,24.0,0.004534,0,,,,1.0,2.0,4.0,7.0,7.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12530766,home,Hatayspor,Recep Burak Yılmaz,recep-burak-yilmaz,R. B. Yılmaz,D,15,185,31,M,904172,EUR,817430400,D,15,15,False,69.0,54.0,6.0,1.0,0.0,42.0,45.0,12.0,24.0,2.0,,,,,,90.0,82.0,6.5,17.0,0.00359726,0,,,,,2.0,1.0,6.0,3.0,,,3.0,4.0,1.0,1.0,1.0,,,2.0,True,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
12530766,home,Hatayspor,Cengiz Demir,demir-cengiz,C. Demir,D,5,186,15,M,1015360,EUR,987552000,D,27,27,False,76.0,62.0,9.0,3.0,0.0,50.0,55.0,12.0,21.0,6.0,,,,,,90.0,86.0,6.5,16.0,0.00594131,0,,,,,1.0,1.0,1.0,3.0,,,,2.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
12530766,home,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,False,31.0,27.0,1.0,,0.0,19.0,20.0,8.0,12.0,5.0,,,,,,90.0,54.0,6.1,13.0,0.00499352,1,,,,1.0,2.0,,8.0,6.0,1.0,2.0,5.0,,1.0,1.0,1.0,2.0,2.0,1.0,,3.0,,,,,1.0,1.0,0.0231,0.1096,,,,,,,,,,
12530766,home,Hatayspor,Abdulkadir Parmak,abdulkadir-parmak,A. Parmak,M,20,176,57,M,344225,EUR,788572800,M,6,6,False,43.0,35.0,4.0,2.0,0.0,23.0,28.0,12.0,15.0,3.0,,,,,,89.0,49.0,6.5,9.0,0.00452627,0,,,,,3.0,4.0,3.0,6.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12530766,home,Hatayspor,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172,465,M,769163,EUR,904348800,M,98,98,False,33.0,27.0,3.0,2.0,0.0,12.0,13.0,15.0,23.0,4.0,,,,,,90.0,58.0,6.8,17.0,0.0273195,2,,,,3.0,5.0,,12.0,6.0,1.0,2.0,5.0,,,1.0,,3.0,3.0,1.0,,2.0,,,,,1.0,,0.0605,0.3382,1.0,1.0,,,,,,,,
12530766,home,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,8,8,False,55.0,39.0,9.0,3.0,0.0,26.0,28.0,13.0,27.0,8.0,,,,,,90.0,65.0,6.5,19.0,0.174947,0,,Chandrel Massanga,,,,1.0,3.0,5.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
12530766,home,Hatayspor,Rui Pedro,rui-pedro,R. Pedro,M,,182,143,M,862672,EUR,890352000,M,14,14,False,19.0,16.0,1.0,1.0,1.0,9.0,10.0,7.0,11.0,1.0,,,,,,59.0,24.0,6.6,7.0,0.00791675,0,,,,2.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
12530766,home,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172,481,M,1032547,EUR,1046390400,M,77,77,False,13.0,10.0,,,0.0,4.0,4.0,6.0,11.0,3.0,,,,,,76.0,29.0,6.7,11.0,0.0115501,1,,Joelson Mendes,,2.0,1.0,,8.0,3.0,,2.0,3.0,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,,,,1.0,0.062,,1.0,,1.0,1.0,,,,,,
