match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goalAssist,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,player_firstName,player_lastName,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves
11407453,home,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,24.0,14.0,13.0,3.0,12.0,16.0,2.0,8.0,7.0,90.0,31.0,6.0,10.0,0.00135796,0,-1.2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407453,home,Sassuolo,Jeremy Toljan,jeremy-toljan,J. Toljan,D,182,343,M,149606,EUR,776304000,D,22,22,False,58.0,48.0,10.0,6.0,21.0,23.0,28.0,37.0,8.0,90.0,78.0,6.6,13.0,0.026576,0,,22,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407453,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,5,5,False,63.0,51.0,8.0,2.0,36.0,43.0,15.0,20.0,10.0,90.0,72.0,6.3,12.0,0.0156045,0,,6,,,2.0,4.0,3.0,,,1.0,3.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11407453,home,Sassuolo,Gian Marco Ferrari,gian-marco-ferrari,G. M. Ferrari,D,189,224,M,170887,EUR,705888000,D,13,13,False,67.0,56.0,7.0,4.0,30.0,34.0,26.0,34.0,5.0,90.0,76.0,7.0,13.0,0.00823381,1,,,1.0,,,,,3.0,1.0,,1.0,3.0,,1.0,True,1.0,1.0,1.0,1.0,0.0499,0.0358,,,,,,,,,,,,,,,,,
11407453,home,Sassuolo,Matías Viña,matias-vina,M. Viña,D,180,7106,M,875295,EUR,879033600,D,17,17,False,54.0,42.0,6.0,4.0,16.0,20.0,28.0,39.0,6.0,90.0,91.0,7.2,19.0,0.151311,3,,18,5.0,2.0,,4.0,,1.0,2.0,1.0,3.0,9.0,1.0,1.0,,,,4.0,3.0,0.0827,,matiasv17,1.0,3.0,1.0,2.0,1.0,3.0,,,,,,,,,,
11407453,home,Sassuolo,Daniel Boloca,boloca-daniel,D. Boloca,M,185,442,M,882592,EUR,914284800,M,24,24,False,93.0,90.0,8.0,7.0,30.0,30.0,60.0,63.0,8.0,90.0,109.0,8.2,5.0,0.0621303,1,,11,,,2.0,4.0,,1.0,1.0,1.0,,10.0,,1.0,,,1.0,7.0,4.0,0.0258,,,,2.0,2.0,1.0,,3.0,1.0,,,,,,,,,
11407453,home,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,187,1387,M,924973,EUR,921283200,M,42,42,False,66.0,52.0,7.0,2.0,18.0,20.0,35.0,47.0,4.0,90.0,82.0,8.5,18.0,0.089898,4,,42,1.0,1.0,5.0,8.0,2.0,,1.0,2.0,1.0,4.0,,1.0,,2.0,,2.0,,1.0375,0.9845,,,2.0,,2.0,,4.0,,,,2.0,,,,,,
11407453,home,Sassuolo,Domenico Berardi,domenico-berardi,D. Berardi,M,185,5071,M,253367,EUR,775699200,M,10,10,False,51.0,36.0,8.0,6.0,4.0,5.0,34.0,56.0,4.0,90.0,83.0,7.4,29.0,0.121113,5,,10,10.0,2.0,2.0,8.0,,1.0,3.0,1.0,2.0,6.0,2.0,1.0,,2.0,,3.0,3.0,0.3852,0.5863,berardi25,,2.0,,2.0,1.0,2.0,1.0,,,,1.0,,,,,
11407453,home,Sassuolo,Grégoire Defrel,gregoire-defrel,G. Defrel,F,179,185,M,148566,EUR,677116800,M,92,92,False,24.0,22.0,,,7.0,7.0,15.0,17.0,2.0,72.0,32.0,7.1,3.0,0.66825,2,,92,,,4.0,5.0,,,1.0,1.0,2.0,5.0,,1.0,,,,2.0,1.0,0.085,,,1.0,,,,2.0,2.0,,,,,,1.0,,,,
11407453,home,Sassuolo,Samu Castillejo,samu-castillejo,S. Castillejo,M,182,950,M,188405,EUR,790387200,M,20,20,False,35.0,25.0,1.0,,6.0,7.0,21.0,37.0,7.0,72.0,65.0,6.8,26.0,0.377158,2,,70,9.0,2.0,3.0,11.0,,,4.0,1.0,,6.0,3.0,4.0,,1.0,,2.0,2.0,0.0469,0.0521,,,1.0,,,1.0,4.0,3.0,,,,,,,,,
11407453,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,185,2688,M,826198,EUR,927072000,F,9,9,False,17.0,12.0,,,1.0,2.0,11.0,17.0,7.0,81.0,39.0,6.7,15.0,0.0171665,5,,99,2.0,,6.0,14.0,,,3.0,2.0,,,1.0,,,,,,,0.5943,,,,1.0,,4.0,1.0,,4.0,,,,,,1.0,1.0,,
11407453,home,Sassuolo,Cristian Volpato,volpato-cristian,C. Volpato,M,187,875,M,1155625,EUR,1068854400,M,23,23,True,15.0,11.0,,,2.0,3.0,10.0,14.0,5.0,18.0,21.0,6.8,8.0,0.0697785,1,,7,2.0,1.0,1.0,5.0,,,,1.0,,,,,,1.0,,,,0.1083,0.0684,,,1.0,,,,3.0,2.0,,,,,,,,,
11407453,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,177,2531,M,932643,EUR,912729600,F,45,45,True,13.0,10.0,2.0,1.0,2.0,3.0,10.0,12.0,2.0,18.0,22.0,7.6,4.0,0.0731168,4,,45,2.0,2.0,,,,,,,,,,,,2.0,,,,0.2778,0.2178,,,,,,2.0,3.0,,,,,,1.0,,,,
