match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_challengeLost,stat_wonTackle,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,captain,stat_accurateCross,player_sofascoreId,stat_dispossessed,stat_keyPass,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_punches,stat_bigChanceCreated,stat_goals
12451074,home,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,24.0,19.0,6.0,1.0,0.0,18.0,20.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,90.0,33.0,6.9,5.0,0.00021412,0,0.7611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451074,home,Le Havre,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,22,22,False,30.0,22.0,8.0,2.0,0.0,15.0,16.0,7.0,14.0,1.0,2.0,4.0,2.0,,,,70.0,37.0,6.2,8.0,0.0013267,0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12451074,home,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,False,66.0,59.0,6.0,2.0,0.0,43.0,45.0,16.0,21.0,1.0,3.0,1.0,4.0,,,,90.0,78.0,6.7,7.0,0.0100945,1,,,,2.0,,,,,1.0,1.0,2.0,0.0284,,,,,,,,,,,,,,,,,,,
12451074,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,62.0,58.0,2.0,,0.0,37.0,38.0,21.0,24.0,2.0,5.0,4.0,1.0,,,,90.0,73.0,6.6,4.0,0.00378357,0,,1.0,2.0,,,,,,,,3.0,,1.0,3.0,,,,,,,,,,,,,,,,,
12451074,home,Le Havre,Timothee Pembele,timothee-pembele,T. Pembele,D,32,182,700,M,1824137,EUR,1031529600,M,32,32,False,22.0,20.0,,,0.0,13.0,14.0,7.0,12.0,1.0,4.0,4.0,3.0,,,,90.0,45.0,6.6,9.0,0.00626957,1,,,3.0,,1.0,,,,,,,0.0609,1.0,,4.0,4.0,2.0,1.0,1.0,0.1365,,,,,,,,,,,
12451074,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,32.0,27.0,2.0,1.0,0.0,15.0,16.0,13.0,17.0,2.0,8.0,,4.0,,,,80.0,48.0,6.6,7.0,0.0195537,1,,1.0,5.0,,3.0,3.0,,,1.0,1.0,3.0,0.0698,,1.0,1.0,1.0,,,1.0,,True,1.0,,,,,,,,,
12451074,home,Le Havre,Oussama Targhalline,oussama-targhalline,O. Targhalline,M,28,186,7779,M,1095731,EUR,1021852800,M,5,5,False,38.0,32.0,5.0,3.0,0.0,13.0,14.0,20.0,26.0,2.0,5.0,1.0,2.0,,,,90.0,49.0,6.8,10.0,0.153242,0,,,4.0,,,1.0,Oussama Targhalline,,,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,,1.0,,,1.0,targhaoussama,1.0,1.0,,,,,,
12451074,home,Le Havre,Christopher Operi,christopher-operi,C. Operi,D,21,182,1311,M,858977,EUR,862272000,M,27,27,False,51.0,40.0,7.0,3.0,0.0,18.0,19.0,27.0,51.0,,8.0,2.0,7.0,,,,90.0,108.0,7.4,33.0,0.401897,0,,,6.0,1.0,1.0,1.0,,,,2.0,4.0,,1.0,3.0,19.0,6.0,3.0,,4.0,,,5.0,,1.0,3.0,1.0,,,,,
12451074,home,Le Havre,Emmanuel Sabbi,emmanuel-sabbi,E. Sabbi,F,11,175,311,M,880765,EUR,882921600,F,11,11,False,9.0,7.0,,,0.0,,,7.0,10.0,,5.0,1.0,2.0,,,,69.0,26.0,7.3,9.0,0.113623,3,,,4.0,,3.0,2.0,,,1.0,,2.0,0.4046,,2.0,1.0,2.0,,1.0,2.0,0.616,,,,1.0,1.0,,1.0,,,,
12451074,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,F,8,8,False,23.0,16.0,2.0,1.0,0.0,5.0,7.0,11.0,18.0,1.0,6.0,2.0,3.0,,,,86.0,39.0,6.7,12.0,0.0484495,1,,2.0,8.0,,3.0,1.0,,,1.0,1.0,2.0,0.0207,3.0,,2.0,1.0,,,,,,,,1.0,1.0,,,,,,
