match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_wasFouled,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_hitWoodwork,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
11368606,home,Granada,André Ferreira,,,andre-ferreira,A. Ferreira,G,13,193,225,M,788197,EUR,833328000,G,13,13,False,37.0,27.0,14.0,4.0,24.0,28.0,3.0,9.0,10.0,1.0,3.0,7.0,90.0,52.0,7.6,11.0,0.0,0.0,0.00119564,0,1.5669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368606,home,Granada,Ricard Sánchez,,,ricard-sanchez,R. Sánchez,D,2,175,157,M,986726,EUR,951177600,D,12,12,False,29.0,25.0,4.0,3.0,13.0,14.0,15.0,22.0,9.0,1.0,,,89.0,57.0,6.5,11.0,0.0,0.0,0.526647,0,,7.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11368606,home,Granada,Miguel Rubio,,,miguel-rubio,M. Rubio,D,15,191,184,M,934351,EUR,889574400,D,4,4,False,57.0,40.0,14.0,4.0,35.0,42.0,5.0,15.0,5.0,1.0,,,90.0,68.0,6.5,18.0,0.0,0.0,0.00579275,0,,,,5.0,5.0,,,3.0,1.0,1.0,,4.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
11368606,home,Granada,Ignasi Miquel,,,ignasi-miquel,I. Miquel,D,5,189,102,M,144606,EUR,717638400,D,14,14,False,41.0,29.0,11.0,5.0,20.0,22.0,9.0,19.0,6.0,2.0,,,90.0,53.0,6.7,14.0,0.1121,0.0777,0.0178116,2,,,,3.0,4.0,,,4.0,,1.0,,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11368606,home,Granada,Carlos Neva,,,neva-carlos,C. Neva,D,21,174,128,M,914178,EUR,834537600,D,15,15,False,31.0,26.0,5.0,4.0,11.0,14.0,15.0,22.0,6.0,,,,90.0,54.0,6.5,15.0,0.0,0.0,0.0230212,0,,5.0,,5.0,4.0,,,2.0,,,1.0,3.0,2.0,,1.0,,2.0,,,True,2.0,,,,,,,,,,
11368606,home,Granada,Óscar Melendo,,,oscar-melendo,Ó. Melendo,M,21,167,152,M,861317,EUR,872294400,M,21,21,False,29.0,25.0,2.0,1.0,9.0,12.0,16.0,17.0,2.0,,,,80.0,40.0,6.9,5.0,0.0,0.0,0.34794,0,,,,4.0,6.0,1.0,1.0,,,1.0,3.0,2.0,,,3.0,1.0,,,,,2.0,1.0,,,,,,,,,
11368606,home,Granada,Gerard Gumbau,,,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,23,23,False,36.0,26.0,6.0,4.0,19.0,20.0,7.0,20.0,4.0,,,,80.0,47.0,6.6,15.0,0.0112,0.0506,0.00271705,1,,4.0,,4.0,3.0,1.0,,1.0,,2.0,1.0,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
11368606,home,Granada,Sergio Ruiz Alonso,,,sergio-ruiz-alonso,S. R. Alonso,M,20,171,83,M,857227,EUR,787536000,M,20,20,False,36.0,27.0,3.0,,18.0,22.0,9.0,14.0,11.0,2.0,,,89.0,53.0,6.8,13.0,0.1076,0.0,0.00836308,1,,,,4.0,9.0,1.0,,2.0,1.0,1.0,,,2.0,,4.0,2.0,1.0,1.0,,,3.0,1.0,,,,,,,,,
11368606,home,Granada,Myrto Uzuni,,,myrto-uzuni,M. Uzuni,F,10,178,1807,M,895533,EUR,801878400,F,11,11,False,13.0,11.0,1.0,,6.0,6.0,5.0,7.0,2.0,1.0,,,90.0,25.0,6.6,8.0,0.1828,0.0405,0.107328,2,,,,7.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,,,4.0,1.0,1.0,,,,,,,
11368606,home,Granada,José Callejón,,,jose-callejon,J. Callejón,F,,178,736,M,40965,EUR,540000000,F,9,9,False,6.0,6.0,,,1.0,1.0,6.0,7.0,1.0,1.0,,,62.0,15.0,6.8,2.0,0.259,0.0237,0.0208575,2,,2.0,1.0,2.0,,,,2.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,
11368606,home,Granada,Bryan Zaragoza,,,bryan-zaragoza,B. Zaragoza,F,97,165,5285,M,1084730,EUR,999993600,F,26,26,False,17.0,12.0,3.0,1.0,2.0,2.0,10.0,18.0,4.0,2.0,,,90.0,52.0,7.8,17.0,0.4253,0.2179,0.0692552,5,,3.0,,7.0,10.0,12.0,7.0,,1.0,,1.0,,,,3.0,2.0,1.0,2.0,2.0,,,1.0,1.0,,bryanzaragoza,1.0,,,,,
11368606,home,Granada,Antonio Puertas,,,antonio-puertas,A. Puertas,M,7,183,210,M,316406,EUR,698630400,M,10,10,True,6.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,,,24.0,9.0,5.5,4.0,0.0,0.0,0.049208,0,,,,5.0,2.0,1.0,1.0,,,3.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,
11368606,home,Granada,Gonzalo Villar,,,gonzalo-villar,G. Villar,M,12,181,1019,M,914765,EUR,890611200,M,24,24,True,7.0,7.0,,,3.0,3.0,4.0,4.0,1.0,,,,10.0,11.0,6.7,,0.0,0.0,0.00064224,0,,,,3.0,3.0,,,,,2.0,,1.0,,,2.0,2.0,,,,,1.0,,,,,,,,,,
11368606,home,Granada,Famara Diédhiou,,,famara-diedhiou,F. Diédhiou,F,18,189,721,M,293115,EUR,704764800,F,19,19,True,5.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,,,10.0,12.0,6.6,5.0,0.1083,0.1403,0.0020286,1,,,,3.0,2.0,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,
