match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,player_sofascoreId,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_goals,stat_goalAssist,stat_penaltyWon,stat_penaltyMiss,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11369884,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,True,33.0,17.0,23.0,8.0,11.0,16.0,6.0,17.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,90.0,38.0,6.5,16.0,0.00335397,0,-0.3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175,9946,M,895327,EUR,878860800,D,5,5,False,,33.0,24.0,6.0,2.0,13.0,21.0,11.0,12.0,3.0,7.0,,,,,,90.0,60.0,7.0,15.0,0.00559978,2,,3.0,3.0,6.0,8.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,0.4155,,,,,,,,,,,,,,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,311,M,303634,EUR,686793600,D,16,16,False,,34.0,26.0,4.0,,20.0,25.0,6.0,9.0,1.0,7.0,,,,,,90.0,41.0,6.6,8.0,0.00138483,1,,1.0,4.0,1.0,6.0,,,,,,1.0,1.0,1.0,0.0086,1.0,,,,,,,,,,,,,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Koki Machida,koki-machida,K. Machida,D,28,190,1344,M,790977,EUR,872467200,D,28,28,False,,42.0,33.0,5.0,3.0,20.0,26.0,13.0,16.0,4.0,5.0,,,,,,90.0,60.0,7.2,11.0,0.00671269,1,,1.0,1.0,3.0,3.0,2.0,,1.0,,3.0,2.0,2.0,,0.0248,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Alessio Castro-Montes,alessio-castro-montes,A. Castro-Montes,M,21,175,290,M,839898,EUR,863827200,M,21,21,False,,24.0,15.0,2.0,1.0,4.0,7.0,13.0,21.0,1.0,8.0,,,,,,90.0,38.0,6.9,12.0,0.0539732,1,,,,6.0,2.0,3.0,,,,,2.0,2.0,,0.019,,,2.0,,,4.0,2.0,1.0,1.0,2.0,0.1412,,,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Lazare Amani,jean-thierry-lazare-amani,L. Amani,M,88,172,4079,M,845136,EUR,889228800,M,8,8,False,,16.0,11.0,1.0,,3.0,3.0,8.0,15.0,,2.0,,,,,,80.0,33.0,6.7,11.0,0.00740754,2,,3.0,,6.0,3.0,,,1.0,,2.0,2.0,1.0,1.0,0.1745,1.0,,,Jean Thierry Lazare,Amani,2.0,,2.0,,1.0,,jtl_amani_8,2.0,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,24,24,False,,33.0,24.0,7.0,3.0,15.0,17.0,9.0,17.0,3.0,10.0,,,,,,90.0,42.0,6.7,11.0,0.00574871,0,,2.0,3.0,6.0,3.0,,,,,2.0,,,,,,,,,,1.0,,,,4.0,,,1.0,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178,1148,M,916176,EUR,903398400,M,23,23,False,,38.0,27.0,2.0,2.0,11.0,12.0,18.0,32.0,,7.0,,,,,,90.0,60.0,7.5,25.0,0.315421,2,,2.0,2.0,6.0,5.0,,,1.0,,,1.0,1.0,,0.1136,,,6.0,,,6.0,2.0,3.0,1.0,2.0,0.2369,,8.0,1.0,2.0,1.0,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181,702,M,902987,EUR,827884800,M,10,10,False,,39.0,32.0,6.0,4.0,15.0,15.0,17.0,25.0,1.0,13.0,,,,,,90.0,64.0,6.7,18.0,0.020779,4,,,,6.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,0.0789,2.0,,,,,1.0,,4.0,1.0,1.0,0.4009,,4.0,1.0,1.0,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Mohamed Amoura,mohamed-el-amine-amoura,M. E. A. Amoura,F,9,169,31367,M,1107591,EUR,957830400,F,47,47,False,,14.0,7.0,1.0,1.0,,,7.0,16.0,,2.0,,,,,,82.0,30.0,8.5,14.0,0.0656302,3,,2.0,1.0,7.0,5.0,1.0,,,,,,,2.0,0.8979,,,1.0,Mohamed El Amine Amoura,,2.0,,5.0,3.0,1.0,0.8725,amoura9,2.0,,2.0,,2.0,,,,,,
11369884,home,Royale Union Saint-Gilloise,Dennis Eckert Ayensa,dennis-eckert-ayensa,D. Eckert,F,10,181,542,M,812797,EUR,852768000,F,9,9,False,,12.0,7.0,,,3.0,3.0,4.0,10.0,,3.0,,,,,,68.0,18.0,6.9,6.0,0.0104549,2,,1.0,1.0,1.0,2.0,,,2.0,,,,,,0.0586,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Kevin Rodriguez,rodriguez-kevin,K. Rodríguez,F,13,190,3056,M,1431770,EUR,952128000,F,13,13,True,,8.0,4.0,,,2.0,4.0,2.0,4.0,,1.0,,,,,,22.0,15.0,7.1,6.0,0.279869,1,,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,,,1.0,0.7884,,1.0,1.0,Kevin Rodríguez,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,
11369884,home,Royale Union Saint-Gilloise,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15438,M,1171539,EUR,1103241600,D,27,27,True,,5.0,4.0,1.0,,2.0,2.0,2.0,3.0,,1.0,,,,,,10.0,8.0,6.6,1.0,0.00086389,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180,239,M,834244,EUR,880416000,M,4,4,True,,3.0,2.0,,,1.0,2.0,2.0,3.0,,2.0,,,,,,8.0,6.0,6.6,3.0,0.0225634,0,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Joachim Imbrechts,joachim-imbrechts,J. Imbrechts,G,73,183,100,M,943256,EUR,1002585600,G,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196,234,M,845558,EUR,922406400,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Elton Kabangu,elton-kabangu,E. Kabangu,F,7,178,243,M,844745,EUR,886896000,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369884,home,Royale Union Saint-Gilloise,Casper Terho,terho-casper,C. Terho,F,17,184,347,M,1050672,EUR,1056412800,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369884,away,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1240,M,10406,EUR,573609600,G,22,22,False,,32.0,20.0,17.0,5.0,17.0,18.0,3.0,14.0,1.0,5.0,1.0,1.0,4.0,,,90.0,42.0,6.8,12.0,0.00132474,0,-0.3485,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
11369884,away,Club Brugge KV,Denis Odoi,denis-odoi,D. Odoi,M,3,177,876,M,58994,EUR,580694400,D,6,6,False,,42.0,35.0,3.0,1.0,21.0,23.0,14.0,19.0,,2.0,,,,,,55.0,70.0,6.7,10.0,0.00781693,0,,3.0,1.0,4.0,6.0,,,,,2.0,4.0,2.0,,,,,,Denis,Odoi,,,1.0,,1.0,,,3.0,,1.0,,,,,,,,
11369884,away,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,,69.0,63.0,11.0,7.0,50.0,54.0,13.0,15.0,6.0,7.0,,,,,,80.0,82.0,7.1,7.0,0.0038601,0,,1.0,4.0,1.0,7.0,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
11369884,away,Club Brugge KV,Jorne Spileers,jorne-spileers,J. Spileers,D,58,188,885,M,1104897,EUR,1106265600,D,58,58,False,,93.0,88.0,12.0,11.0,67.0,72.0,21.0,21.0,5.0,7.0,,,,,,90.0,101.0,6.6,6.0,0.00883342,0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,Jorne,Spileers,,,,,1.0,,,1.0,,,,,,,,,,1.0
11369884,away,Club Brugge KV,Bjorn Meijer,bjorn-meijer,B. Meijer,D,14,190,695,M,1047509,EUR,1047945600,D,14,14,False,,43.0,32.0,3.0,,15.0,17.0,17.0,27.0,2.0,4.0,,,,,,90.0,79.0,6.6,20.0,0.00824434,0,,1.0,1.0,3.0,4.0,,,,,2.0,1.0,1.0,1.0,,,,,Bjorn Meijer,,1.0,,2.0,,,,,3.0,1.0,1.0,,,,,,,,
11369884,away,Club Brugge KV,Casper Nielsen,casper-nielsen,C. Nielsen,M,94,182,403,M,247471,EUR,767577600,M,27,27,False,,31.0,18.0,4.0,,8.0,11.0,10.0,20.0,,4.0,,,,,,90.0,42.0,6.6,15.0,0.00506106,1,,1.0,1.0,5.0,5.0,3.0,,,1.0,2.0,1.0,,2.0,0.1141,,,,,,,,1.0,1.0,,0.0898,,,1.0,1.0,,,,,,,,
