match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_totalCross,stat_dispossessed,captain,stat_accurateCross,stat_wonContest,stat_errorLeadToAShot,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_totalOffside,stat_hitWoodwork
12437700,home,Sevilla,Álvaro Fernández,alvaro-fernandez,Á. Fernández,G,25,186,269,M,852412,EUR,892425600,G,1,1,False,26.0,21.0,11.0,6.0,0.0,17.0,17.0,4.0,9.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,32.0,7.1,5.0,0.00079751,0,0.0551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437700,home,Sevilla,José Ángel Carmona,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,D,32,32,False,25.0,18.0,2.0,1.0,0.0,7.0,9.0,11.0,16.0,,3.0,2.0,,1.0,,,,,,90.0,54.0,7.1,15.0,0.0344998,1,,,,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0545,1.0,,,,,,,,,,,,,,,,,,
12437700,home,Sevilla,Loïc Badé,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,56.0,48.0,11.0,6.0,0.0,32.0,34.0,16.0,22.0,2.0,3.0,7.0,3.0,,,,,,,90.0,69.0,7.5,8.0,0.0081578,0,,,,2.0,4.0,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,
12437700,home,Sevilla,Kike Salas,kike-salas,K. Salas,D,4,186,890,M,1097719,EUR,1019433600,D,4,4,False,61.0,51.0,8.0,,0.0,41.0,43.0,10.0,18.0,3.0,4.0,6.0,2.0,1.0,,,,,,90.0,73.0,6.7,10.0,0.0113039,0,,,,3.0,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
12437700,home,Sevilla,Adrià Pedrosa,adria-pedrosa,A. Pedrosa,D,3,176,847,M,928672,EUR,895017600,D,3,3,False,32.0,26.0,1.0,,0.0,17.0,18.0,9.0,18.0,,2.0,2.0,3.0,,,,,,,81.0,59.0,6.8,15.0,0.0149143,0,,,,1.0,5.0,,1.0,,,2.0,2.0,,,,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,
12437700,home,Sevilla,Nemanja Gudelj,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,68332,EUR,690249600,M,6,6,False,44.0,33.0,4.0,1.0,0.0,20.0,22.0,15.0,28.0,4.0,13.0,1.0,3.0,3.0,,,,,,90.0,72.0,7.7,19.0,0.069508,1,,,,,3.0,,2.0,1.0,1.0,4.0,2.0,3.0,0.0365,1.0,,3.0,6.0,1.0,True,2.0,2.0,,,,,,,,,,,
12437700,home,Sevilla,Albert Sambi Lokonga,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,12,12,False,57.0,52.0,2.0,1.0,0.0,28.0,29.0,24.0,28.0,3.0,3.0,2.0,3.0,,,,,,,90.0,63.0,6.7,7.0,0.0274806,1,,,,,2.0,,,1.0,,,,1.0,0.0951,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,
12437700,home,Sevilla,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,823631,EUR,875059200,M,11,11,False,20.0,14.0,3.0,1.0,0.0,7.0,8.0,7.0,13.0,,6.0,,3.0,2.0,,,,,,73.0,38.0,7.0,12.0,0.00893924,3,,,,,4.0,,4.0,,,1.0,1.0,4.0,0.1037,,,3.0,1.0,,,,3.0,,DLukebakio,2.0,1.0,0.2684,,,,,,
12437700,home,Sevilla,Djibril Sow,djibril-sow,D. Sow,M,20,184,1941,M,799054,EUR,855187200,M,20,20,False,25.0,22.0,,,0.0,8.0,8.0,14.0,17.0,3.0,5.0,1.0,1.0,2.0,,,,,,80.0,37.0,7.8,5.0,0.0482379,1,,,,1.0,3.0,,1.0,,1.0,,,1.0,0.3193,1.0,,1.0,,,,,,,,1.0,,0.7963,1.0,1.0,,,,
12437700,home,Sevilla,Peque Fernández,peque-fernandez,P. Fernández,M,14,168,904,M,997033,EUR,1033689600,M,14,14,False,24.0,18.0,1.0,,0.0,6.0,8.0,12.0,16.0,,2.0,1.0,3.0,1.0,,,,,,73.0,33.0,6.7,11.0,0.121104,0,,,,2.0,6.0,2.0,,,,1.0,,3.0,,1.0,,,,2.0,,,,,,,,,1.0,,,,,
12437700,home,Sevilla,Isaac Romero,romero-isaac,I. Romero,F,7,184,1472,M,1018190,EUR,958608000,F,7,7,False,21.0,15.0,,,1.0,6.0,6.0,9.0,15.0,1.0,5.0,,3.0,2.0,,,,,,90.0,37.0,6.5,14.0,0.102074,2,,,,,6.0,1.0,3.0,2.0,,1.0,1.0,3.0,0.4412,1.0,,,,3.0,,,1.0,,,,,,1.0,,2.0,,,
12437700,home,Sevilla,Jesús Navas,jesus-navas,J. Navas,D,16,170,1580,M,11869,EUR,501379200,D,16,16,True,8.0,7.0,,,0.0,1.0,1.0,6.0,9.0,,,,,,,,,,,17.0,12.0,6.6,4.0,0.00405001,1,,,,,,,,1.0,,,,1.0,0.0253,,,,2.0,,,,,,,,,,,,,,,
12437700,home,Sevilla,Suso,suso,Suso,M,11,176,1350,M,96370,EUR,753667200,M,10,10,True,7.0,7.0,,,0.0,1.0,1.0,6.0,8.0,,1.0,,,,,,,,,17.0,15.0,6.6,5.0,0.00491673,0,,,,,2.0,,2.0,,,,,1.0,,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,,
12437700,home,Sevilla,Juanlu Sánchez,juanlu-sanchez,J. Sánchez,M,16,186,1123,M,1010655,EUR,1060905600,M,26,26,True,10.0,7.0,,,0.0,1.0,1.0,6.0,9.0,2.0,3.0,,3.0,,,,,,,10.0,12.0,7.0,3.0,0.00634,1,,,,,,,1.0,,,,,,0.0141,,,,,,,,1.0,,,,1.0,,,,,,,
12437700,home,Sevilla,Valentín Barco,valentin-barco,V. Barco,M,32,172,11515,M,1127057,EUR,1090540800,D,19,19,True,1.0,,,,0.0,,,,3.0,,1.0,,,,,,,,,9.0,7.0,6.6,4.0,0.00027384,0,,Valentín Barco,,,1.0,,1.0,,,,,,,,,1.0,2.0,1.0,,,1.0,,colo.barco,,,,,,,,,
12437700,home,Sevilla,Alberto Flores,alberto-flores,A. Flores,G,31,187,119,M,1108577,EUR,1068422400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437700,home,Sevilla,Matías Árbol,matias-arbol,M. Árbol,G,13,184,28,M,1192489,EUR,1031788800,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437700,home,Sevilla,Marcão,marcao,Marcão,D,23,185,1053,M,840951,EUR,833932800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437700,home,Sevilla,Gonzalo Montiel,gonzalo-montiel,G. Montiel,D,29,175,8927,M,822933,EUR,852076800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,gonzalo_montiel29,,,,,,,,,
12437700,home,Sevilla,Pedro Ortiz,ortiz-pedro,P. Ortiz,M,24,184,91,M,964981,EUR,966643200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437700,home,Sevilla,Saúl Ñíguez,saul-niguez,S. Ñíguez,M,8,184,13421,M,116955,EUR,785376000,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Saul,,,,,,,,,
