match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_errorLeadToAGoal,stat_dispossessed,stat_wasFouled,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_errorLeadToAShot,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
10434066,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,32.0,27.0,9.0,4.0,26.0,27.0,1.0,5.0,1.0,11.0,1.0,1.0,1.0,90.0,40.0,6.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434066,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,12,12,False,67.0,61.0,8.0,5.0,36.0,38.0,26.0,31.0,2.0,4.0,,,,90.0,89.0,6.5,12.0,1,,,True,2.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,
10434066,home,Hatayspor,Ognjen Vranješ,ognjen-vranjes,O. Vranješ,D,,183,138,M,44310,EUR,625190400,D,5,5,False,97.0,88.0,7.0,3.0,60.0,65.0,28.0,32.0,4.0,5.0,,,,89.0,107.0,6.6,10.0,0,,,,,,1.0,4.0,6.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,,4.0,1.0,,,,,,,,,,,,,,,
10434066,home,Hatayspor,Simon Falette,simon-falette,S. Falette,D,3,184,230,M,201918,EUR,698457600,D,3,3,False,101.0,89.0,9.0,6.0,46.0,51.0,43.0,50.0,3.0,5.0,,,,90.0,110.0,6.4,12.0,0,,,,,,1.0,1.0,4.0,,,,,1.0,1.0,1.0,,,1.0,3.0,,1.0,,,,,,,,,,,,,,
10434066,home,Hatayspor,Sam Adekugbe,sam-adekugbe,S. Adekugbe,D,3,175,285,M,362042,EUR,790214400,D,23,23,False,57.0,48.0,5.0,3.0,19.0,23.0,29.0,34.0,1.0,4.0,,,,90.0,77.0,6.7,14.0,0,,,,,,1.0,2.0,3.0,,1.0,1.0,,2.0,,,4.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,
10434066,home,Hatayspor,Musa Çağıran,musa-cagiran,M. Çağıran,D,35,185,36,M,60363,EUR,721958400,M,6,6,False,26.0,24.0,,,15.0,15.0,9.0,11.0,,1.0,,,,63.0,36.0,6.6,5.0,1,,,,,,,2.0,6.0,,3.0,3.0,1.0,1.0,,,1.0,,,2.0,,,2.0,1.0,,,,,,,,,,,,
10434066,home,Hatayspor,Rúben Ribeiro,ruben-ribeiro,R. Ribeiro,F,,175,56,M,44653,EUR,554774400,M,7,7,False,79.0,69.0,10.0,6.0,36.0,39.0,33.0,40.0,1.0,5.0,,,,80.0,88.0,7.1,10.0,1,,,,,,,1.0,6.0,1.0,,,1.0,1.0,3.0,2.0,,,,,,,,3.0,,,,,,,,,,,,
10434066,home,Hatayspor,Rayane Aabid,rayane-aabid,R. Aabid,M,14,178,224,M,297510,EUR,695779200,M,10,10,False,58.0,51.0,3.0,3.0,14.0,16.0,37.0,43.0,,5.0,,,,89.0,70.0,6.4,12.0,1,,,,1.0,,,4.0,4.0,1.0,2.0,2.0,,1.0,,,1.0,,1.0,,,,3.0,2.0,1.0,,,,,,,,,,,
10434066,home,Hatayspor,Saba Lobjanidze,saba-lobjanidze,S. Lobjanidze,M,9,175,887,M,286923,EUR,787708800,F,11,11,False,28.0,24.0,,,1.0,2.0,24.0,30.0,,2.0,,,,90.0,48.0,7.6,14.0,4,,,,4.0,1.0,,4.0,2.0,,3.0,2.0,,,,,3.0,1.0,4.0,,,,2.0,,2.0,1.0,1.0,2.0,,,,,,,,
10434066,home,Hatayspor,Ayoub El Kaabi,ayoub-el-kaabi,A. E. Kaabi,F,9,182,28006,M,919793,EUR,740966400,F,25,25,False,14.0,11.0,,,4.0,4.0,7.0,10.0,,,,,,90.0,18.0,7.0,3.0,4,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,ayoub_elkaabii,1.0,1.0,,,,,
