match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,player_firstName,player_lastName,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_dispossessed,captain,stat_totalOffside,stat_goals,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId
11409065,home,Casa Pia,Lucas Paes,lucas-paes,L. Paes,G,1,193,72,M,931473,EUR,881452800,G,68,68,False,16.0,14.0,6.0,4.0,0.0,13.0,14.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,90.0,23.0,6.2,2.0,0.00106859,0,-0.4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409065,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,D,72,72,False,47.0,38.0,8.0,3.0,0.0,14.0,16.0,27.0,43.0,4.0,,8.0,,,,90.0,81.0,6.8,21.0,0.165816,2,,12.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0656,0.1744,4.0,,,,,,,,,,,,,,,,,,
11409065,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,False,69.0,62.0,5.0,2.0,0.0,38.0,39.0,25.0,32.0,3.0,1.0,2.0,,,,90.0,78.0,7.0,8.0,0.0859264,2,,2.0,1.0,2.0,5.0,,1.0,1.0,1.0,,,,0.0286,0.5634,2.0,5.0,2.0,1.0,,,,,,,,,,,,,,,
11409065,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,84.0,79.0,8.0,6.0,0.0,41.0,42.0,38.0,42.0,8.0,1.0,6.0,,,,90.0,91.0,6.6,7.0,0.0292445,0,,,,6.0,5.0,2.0,,,,,,2.0,,,,2.0,1.0,,,,2.0,2.0,2.0,,,,,,,,,,
11409065,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,D,5,5,False,43.0,33.0,3.0,1.0,0.0,11.0,12.0,22.0,37.0,4.0,3.0,4.0,,,,90.0,80.0,6.6,20.0,0.0297915,1,,6.0,,1.0,4.0,1.0,,,2.0,1.0,,2.0,0.0349,,1.0,1.0,1.0,,,,1.0,2.0,,1.0,,,,,,,,,
11409065,home,Casa Pia,Tiago Dias,tiago-dias,T. Dias,M,77,175,51,M,825676,EUR,894240000,M,77,77,False,18.0,16.0,,,0.0,4.0,4.0,12.0,28.0,3.0,,1.0,,,,70.0,45.0,6.6,23.0,0.00929704,4,,14.0,,,2.0,1.0,1.0,3.0,,1.0,1.0,,0.1326,0.0452,,,,,,,1.0,3.0,2.0,,1.0,,,,,,,,
11409065,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,80.0,73.0,8.0,6.0,0.0,21.0,23.0,52.0,57.0,2.0,1.0,8.0,,,,90.0,90.0,7.2,9.0,0.0530885,1,,,,,5.0,1.0,,,,2.0,1.0,1.0,0.0112,,2.0,3.0,2.0,,,,,,,1.0,,True,,,,,,,
11409065,home,Casa Pia,Rafael Brito,rafael-brito,R. Brito,M,8,183,129,M,983537,EUR,1011398400,M,17,17,False,51.0,38.0,5.0,3.0,0.0,14.0,15.0,24.0,36.0,2.0,,4.0,,,,63.0,60.0,7.2,14.0,0.0423796,0,,,,1.0,7.0,3.0,,,,2.0,1.0,2.0,,,3.0,1.0,,,,,2.0,,,,,,,,,,,,
11409065,home,Casa Pia,Yuki Soma,soma-yuki,Y. Soma,F,7,165,617,M,945290,EUR,856828800,M,11,11,False,24.0,20.0,2.0,2.0,0.0,10.0,10.0,10.0,15.0,2.0,,4.0,,,,64.0,34.0,6.7,8.0,0.0471526,1,,1.0,,,3.0,,,1.0,,,,2.0,0.0141,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,
11409065,home,Casa Pia,Clayton,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,99,99,False,7.0,5.0,1.0,,0.0,,,5.0,8.0,10.0,,,,,,63.0,20.0,6.4,10.0,0.0115016,2,,1.0,,3.0,1.0,,,,,,,,0.1596,,,1.0,,,,,,4.0,4.0,2.0,3.0,,,,,,,,
