match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_keyPass,stat_totalContest,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_expectedGoals,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12436884,home,Bournemouth,Alex Scott,alex-scott,A. Scott,M,8,178,2382,M,,1104986,EUR,1061424000,M,14,14,True,,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,,,,26.0,18.0,6.6,4.0,0.0146869,1,,,1.0,2.0,1.0,,,,1.0,,,,1.0,Alex Scott,,1.0,,2.0,,,1.0,,,0.0393,,,,,,,,,
12436884,home,Bournemouth,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,F,11,11,True,,4.0,2.0,1.0,,0.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,,,,18.0,16.0,7.0,5.0,0.00477382,1,,2.0,2.0,,3.0,1.0,,1.0,1.0,,,,1.0,Dango Ouattara,,1.0,,,,,1.0,,,0.1306,,,,,,,,,
12436884,home,Bournemouth,Luis Sinisterra,luis-sinisterra,L. Sinisterra,F,17,176,6576,M,Sinisterra29,836070,EUR,929577600,F,17,17,True,,6.0,3.0,,,0.0,,1.0,3.0,5.0,1.0,2.0,,,,,18.0,15.0,7.0,4.0,0.0594372,1,,,1.0,2.0,3.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,0.0475,,1.0,,0.0273,,,,,
12436884,home,Bournemouth,Daniel Jebbison,daniel-jebbison,D. Jebbison,F,9,190,527,M,,1096136,EUR,1057881600,F,21,21,True,,,,,,0.0,,,,,,,,,,,13.0,,6.2,,,0,,,,2.0,,,1.0,,,,1.0,,,Daniel Jebbison,,,,,,,,,,,,,,,,,,,
12436884,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,True,,,,,,0.0,,,,,,,,,,,12.0,1.0,6.5,,,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436884,home,Bournemouth,Mark Travers,mark-travers,M. Travers,G,12,191,619,M,,856720,EUR,926985600,G,42,42,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436884,home,Bournemouth,Dean Huijsen,dean-huijsen,D. Huijsen,D,24,195,160912,M,deanhuijsen,1176744,EUR,1113436800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436884,home,Bournemouth,James Hill,james-hill,J. Hill,D,23,184,554,M,,1156586,EUR,1010620800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436884,home,Bournemouth,Jaidon Anthony,jaidon-anthony,J. Anthony,M,11,177,1095,M,,1020680,EUR,944006400,F,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436884,away,Newcastle United,Nick Pope,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,,30.0,22.0,17.0,9.0,0.0,18.0,22.0,4.0,8.0,1.0,6.0,,1.0,2.0,3.0,90.0,46.0,7.5,9.0,0.00066184,0,0.1166,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,
12436884,away,Newcastle United,Valentino Livramento,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,False,,39.0,30.0,4.0,,0.0,20.0,22.0,10.0,17.0,5.0,11.0,3.0,,,,58.0,56.0,6.4,13.0,0.00512827,0,,,,5.0,2.0,,2.0,,2.0,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,
12436884,away,Newcastle United,Emil Krafth,emil-krafth,E. Krafth,D,17,184,985,M,,150396,EUR,775785600,D,17,17,False,,46.0,37.0,6.0,2.0,0.0,26.0,32.0,11.0,14.0,4.0,6.0,1.0,,,,90.0,54.0,6.7,10.0,0.0113076,0,,,2.0,3.0,1.0,2.0,1.0,2.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
12436884,away,Newcastle United,Dan Burn,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,,64.0,56.0,2.0,1.0,0.0,40.0,43.0,16.0,21.0,6.0,4.0,,,,,90.0,76.0,7.2,8.0,0.00526821,2,,,4.0,5.0,2.0,2.0,3.0,2.0,2.0,,,2.0,,,,,,,,,1.0,,,0.2843,,1.0,,0.58,1.0,,,,
12436884,away,Newcastle United,Lloyd Kelly,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,25,25,False,,27.0,23.0,1.0,,0.0,13.0,16.0,10.0,11.0,3.0,2.0,,,,,69.0,45.0,6.5,10.0,0.00808622,0,,,,2.0,3.0,,,,2.0,,,,2.0,,,2.0,,2.0,1.0,,,,,,1.0,,,,,,,,
12436884,away,Newcastle United,Sean Longstaff,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,,33.0,30.0,1.0,,0.0,20.0,21.0,10.0,13.0,2.0,6.0,1.0,,,,69.0,40.0,6.8,6.0,0.0121709,0,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,
12436884,away,Newcastle United,Bruno Guimarães,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,True,75.0,59.0,9.0,6.0,0.0,26.0,30.0,33.0,45.0,11.0,6.0,6.0,,,,90.0,100.0,8.0,20.0,0.231617,2,,,,2.0,1.0,,,,4.0,,,,1.0,,,1.0,2.0,1.0,2.0,,1.0,,,0.0739,1.0,1.0,,0.8696,,,,,
12436884,away,Newcastle United,Joelinton,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,,59.0,44.0,4.0,2.0,0.0,19.0,27.0,25.0,32.0,8.0,11.0,2.0,,,,90.0,78.0,6.0,22.0,0.0302706,1,,,,9.0,1.0,1.0,2.0,,5.0,,2.0,,3.0,,,3.0,1.0,2.0,3.0,,,,,0.3115,1.0,1.0,,0.1618,1.0,,,,1.0
12436884,away,Newcastle United,Jacob Murphy,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,F,23,23,False,,27.0,18.0,5.0,1.0,0.0,7.0,9.0,11.0,20.0,1.0,5.0,,,,,58.0,36.0,6.5,15.0,0.0137694,0,,2.0,1.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12436884,away,Newcastle United,Alexander Isak,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,,18.0,11.0,1.0,,0.0,4.0,4.0,7.0,15.0,3.0,3.0,1.0,,,,90.0,37.0,6.4,17.0,0.0253542,5,,1.0,1.0,6.0,,,2.0,,,,,,,,,3.0,1.0,4.0,1.0,,,4.0,,0.3163,1.0,1.0,,0.0878,1.0,,,,
12436884,away,Newcastle United,Anthony Gordon,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,False,,27.0,21.0,,,0.0,7.0,10.0,18.0,24.0,5.0,2.0,4.0,,,,89.0,48.0,8.0,11.0,0.399048,2,,7.0,,4.0,,1.0,1.0,,1.0,4.0,,,1.0,,,,4.0,1.0,1.0,1.0,1.0,,,0.4666,,1.0,1.0,0.949,,,,,
12436884,away,Newcastle United,Kieran Trippier,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,True,,17.0,11.0,3.0,1.0,0.0,5.0,6.0,7.0,19.0,4.0,2.0,,,,,32.0,36.0,6.8,14.0,0.0112525,0,,8.0,1.0,3.0,,,2.0,,2.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,
12436884,away,Newcastle United,Harvey Barnes,harvey-barnes,H. Barnes,F,11,181,5550,M,,855647,EUR,881625600,M,11,11,True,,10.0,10.0,,,1.0,1.0,1.0,11.0,13.0,,,,,,,32.0,17.0,7.5,3.0,0.480548,1,,4.0,,,,,,,,2.0,,,,,,1.0,2.0,,,2.0,1.0,,,0.1611,,,,,,,,,
12436884,away,Newcastle United,Lewis Hall,lewis-hall,L. Hall,D,3,179,4167,M,lewishall_10,1136730,EUR,1094601600,D,20,20,True,,14.0,12.0,2.0,2.0,0.0,2.0,3.0,11.0,12.0,,1.0,,,,,21.0,20.0,7.4,2.0,0.101666,0,,1.0,,,1.0,,,,,1.0,,2.0,,Lewis Hall,,,1.0,,,1.0,,,,,,,,,,,,,
12436884,away,Newcastle United,Joe Willock,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,True,,5.0,5.0,,,0.0,1.0,1.0,4.0,6.0,3.0,,1.0,,,,21.0,15.0,6.8,5.0,0.0115704,1,,2.0,,2.0,,1.0,,,1.0,,,,1.0,,,2.0,,1.0,1.0,,,1.0,,0.0809,1.0,,,,,,,,
12436884,away,Newcastle United,Miguel Almirón,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,M,24,24,True,,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,,,,9.0,4.0,6.6,,0.0263657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436884,away,Newcastle United,John Ruddy,john-ruddy,J. Ruddy,G,26,193,404,M,,1131,EUR,530496000,G,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436884,away,Newcastle United,Matt Targett,matt-targett,M. Targett,D,3,183,816,M,,368134,EUR,811382400,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436884,away,Newcastle United,Alex Murphy,alex-murphy,A. Murphy,D,37,188,717,M,,1125214,EUR,1088121600,D,37,37,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436884,away,Newcastle United,William Osula,osula-william,W. Osula,F,18,191,2934,M,,1122603,EUR,1059955200,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
