match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_errorLeadToAGoal,stat_aerialLost,stat_ownGoals,stat_wonContest,stat_outfielderBlock,stat_dispossessed,captain,stat_keyPass,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt
13981608,home,Sassuolo,Cas Odenthal,cas-odenthal,C. Odenthal,D,26,190.0,146,M,991677,EUR,969926400,D,26,26,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,2.0,,,0.00016978,6.7980033097962,1.0,0.945,0.945,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981608,home,Sassuolo,Stefano Turati,stefano-turati,S. Turati,G,13,188.0,559,M,893752,EUR,999648000,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981608,home,Sassuolo,Giacomo Satalino,giacomo-satalino,G. Satalino,G,12,188.0,82,M,832375,EUR,927158400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981608,home,Sassuolo,Gioele Zacchi,gioele-zacchi,G. Zacchi,G,16,183.0,105,M,1012165,EUR,1057795200,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981608,home,Sassuolo,Yeferson Paz,yeferson-paz,Y. Paz,D,7,176.0,312,M,1000252,EUR,1023926400,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981608,home,Sassuolo,Tommaso Macchioni,tommaso-macchioni,T. Macchioni,D,31,,31,M,1910444,EUR,1144108800,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Tommaso Macchioni,,,,,,,,,,,,,,,,,,
13981608,home,Sassuolo,Luca Barani,luca-barani,L. Barani,D,34,,25,M,1910429,EUR,1141257600,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Luca Barani,,,,,,,,,,,,,,,,,,
13981608,home,Sassuolo,Laurs Skjellerup,skjellerup-laurs,L. Skjellerup,F,90,192.0,157,M,1034241,EUR,1029110400,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981608,home,Sassuolo,Luca Moro,luca-moro,L. Moro,F,24,189.0,353,M,949780,EUR,980380800,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981608,home,Sassuolo,Walid Cheddira,walid-cheddira,W. Cheddira,F,99,187.0,3794,M,917485,EUR,885427200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,walo_98,,,,,,,,,,,,,,,,
13981608,away,Juventus,Michele Di Gregorio,michele-di-gregorio,M. Di Gregorio,G,16,187.0,8129,M,844609,EUR,869961600,G,16,16,False,16.0,13.0,5.0,2.0,0.0,12.0,12.0,1.0,4.0,,,,,,6.0,,,2.0,,,90.0,23.0,7.1,3.0,0.00059481,33.495281414695,5.0,21.525,6.615,0.0224,0,0.1465,0.06,0.0,0.19,0.03,,,,,,,,,,,,,,,,,L'UomoTigre,,,,,,,,,,,,,,,,
13981608,away,Juventus,Pierre Kalulu,pierre-kalulu,P. Kalulu,D,15,183.0,6630,M,965330,EUR,960163200,D,15,15,False,66.0,60.0,4.0,2.0,0.0,26.0,29.0,34.0,37.0,2.0,4.0,5.0,,2.0,3.0,,,,,,90.0,89.0,7.2,12.0,0.0512769,131.66644574969,16.0,88.725,25.725,,0,,0.22,0.11,0.28,,5.0,,,2.0,3.0,1.0,,1.0,,2.0,,26.734169166069,1.0,,,,Kalulujr_,,2.0,,,,,,1.0,,,,,,,,
13981608,away,Juventus,Bremer,bremer,Bremer,D,3,188.0,9433,M,885197,EUR,858643200,D,3,3,False,59.0,54.0,3.0,2.0,0.0,37.0,39.0,17.0,20.0,2.0,3.0,2.0,,1.0,2.0,,,,,,90.0,61.0,6.9,5.0,0.0123704,213.94022624578,25.0,132.825,21.945,,0,,0.06,0.13,0.0,,,,,1.0,,,,,,1.0,,22.121391660562,1.0,,,,Bremer,,2.0,,,,,,,,,,,,,,
13981608,away,Juventus,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183.0,6981,M,803033,EUR,888624000,D,8,8,False,79.0,75.0,2.0,2.0,0.0,32.0,33.0,43.0,46.0,1.0,4.0,3.0,,1.0,4.0,,,,,,90.0,92.0,7.1,7.0,0.0909,349.69080913402,37.0,237.51,24.15,,0,,0.27,0.23,-0.08,,2.0,,,1.0,2.0,1.0,1.0,,,1.0,,79.798604475686,4.0,,,,teunkoopmeiners,,2.0,,,,1.0,,,,,,,,,,
13981608,away,Juventus,Weston McKennie,weston-mckennie,W. McKennie,M,22,185.0,7292,M,881931,EUR,904262400,M,22,22,False,30.0,26.0,1.0,1.0,0.0,6.0,7.0,20.0,23.0,,1.0,3.0,1.0,,3.0,,,,,,75.0,45.0,6.9,9.0,0.135851,43.055310626302,7.0,20.37,7.98,,0,,-0.13,0.08,-0.01,,4.0,1.0,,1.0,2.0,2.0,,,,,,11.462128249152,1.0,,,,west.mckennie,,,,1.0,,,,1.0,,,,1.0,,,,
13981608,away,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185.0,8228,M,363860,EUR,884217600,M,5,5,False,113.0,105.0,12.0,4.0,0.0,31.0,35.0,74.0,78.0,,4.0,4.0,2.0,1.0,13.0,,,,,,90.0,126.0,7.8,10.0,0.160665,279.49283587843,37.0,161.595,17.64,,2,,0.58,0.32,0.23,,,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,0.0609,35.36574008286,2.0,-0.32,,,locamanuel73,,1.0,,1.0,,1.0,True,,,,,,,,,
13981608,away,Juventus,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191.0,11655,M,904832,EUR,985564800,M,19,19,False,73.0,66.0,6.0,3.0,0.0,21.0,22.0,45.0,51.0,3.0,,5.0,,2.0,5.0,,,,,,90.0,85.0,7.3,10.0,0.0838181,230.54767244317,29.0,120.33,15.96,,2,,-0.03,0.41,0.19,,2.0,,,1.0,2.0,2.0,,2.0,,,0.2751,50.204927953105,3.0,-0.38,,,k_thuram,,,,,,,,2.0,,2.0,0.3073,1.0,1.0,,,
13981608,away,Juventus,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181.0,7318,M,917048,EUR,951004800,M,27,27,False,45.0,40.0,1.0,1.0,0.0,18.0,19.0,22.0,26.0,,2.0,1.0,,1.0,3.0,,,,,,85.0,59.0,6.4,9.0,0.0375455,96.857830148962,15.0,18.9,7.455,,1,,-0.34,0.04,0.13,,2.0,,1.0,1.0,,,,2.0,1.0,2.0,0.0754,,,-0.02,,,andrea_cambiaso,,,,,,,,2.0,,,,,,1.0,,
13981608,away,Juventus,Fabio Miretti,fabio-miretti,F. Miretti,M,21,179.0,3225,M,1010223,EUR,1059868800,F,21,21,False,56.0,47.0,2.0,1.0,0.0,11.0,12.0,36.0,44.0,1.0,3.0,4.0,,,6.0,,,,,,89.0,71.0,7.1,11.0,0.087645,207.37331216767,22.0,102.27,26.46,,2,,-1.0,0.39,-0.11,,,,1.0,,2.0,,1.0,1.0,1.0,1.0,0.6042,100.0086132615,4.0,0.47,,,,,1.0,,,,1.0,,,,1.0,0.8126,,,,1.0,
13981608,away,Juventus,Kenan Yıldız,yildiz-kenan,K. Yıldız,M,10,187.0,82614,M,1149011,EUR,1115164800,F,10,10,False,38.0,31.0,2.0,,0.0,5.0,6.0,26.0,32.0,,5.0,1.0,1.0,,3.0,,,,,,85.0,60.0,6.2,18.0,0.0375102,164.65194097381,19.0,85.575,26.145,,6,,-0.78,0.37,-0.03,,5.0,2.0,1.0,1.0,,,,1.0,,1.0,0.3878,43.688383819165,2.0,0.17,Kenan Yıldız,,KenanYıldız,,,,1.0,,2.0,,,,5.0,0.5915,,,,,
13981608,away,Juventus,Jonathan David,jonathan-david,J. David,F,30,180.0,21023,M,935564,EUR,947808000,F,30,30,False,34.0,29.0,,,1.0,5.0,6.0,24.0,28.0,,5.0,2.0,,,3.0,,,,,,75.0,46.0,7.7,8.0,0.21213,73.696866749725,13.0,27.615,7.875,,3,,-0.49,0.45,-0.01,,,3.0,1.0,2.0,1.0,1.0,,1.0,,1.0,1.1124,7.0853922968316,1.0,0.5,,,jodavid,,2.0,,1.0,,,,6.0,,2.0,1.053,,1.0,1.0,1.0,
13981608,away,Juventus,João Mário,joao-mario,J. Mário,D,17,178.0,3148,M,902031,EUR,946857600,D,25,25,True,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,,2.0,,1.0,,,,,,,,15.0,7.0,6.5,1.0,0.00059421,12.651037359892,2.0,4.62,7.035,,1,,-0.01,0.01,-0.02,,,,,,,,,,,1.0,0.0583,,,-0.1,,,,,,,,,,,,,,,,,,,1.0
13981608,away,Juventus,Loïs Openda,lois-openda,L. Openda,F,20,177.0,15661,M,835480,EUR,950659200,F,20,20,True,2.0,,,,0.0,,2.0,,,,3.0,,1.0,1.0,,,,,,,15.0,4.0,6.2,3.0,,,,,,,0,,-0.04,-0.11,-0.07,,,,,,,,,,,2.0,,,,,,,l_openda,,,,,,,,,,,,,,,,
13981608,away,Juventus,Juan Cabal,juan-cabal,J. Cabal,D,32,185.0,4400,M,988037,EUR,978912000,D,32,32,True,2.0,2.0,,,0.0,2.0,2.0,,,,1.0,1.0,,,,,,,,,9.0,5.0,6.6,2.0,3.846e-05,,,,,,0,,-0.02,,-0.03,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
13981608,away,Juventus,Vasilije Adžić,vasilije-adzic,V. Adžić,M,17,187.0,5124,M,1149288,EUR,1147392000,M,17,17,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,9.0,3.0,6.6,,0.0075618,13.31841206751,1.0,5.25,5.25,,0,,0.04,0.07,0.13,,,,,,,,,,,,,13.31841206751,1.0,,Vasilije,Adžić,,,1.0,,,,,,,,,,,,,,
13981608,away,Juventus,Edon Zhegrova,edon-zhegrova,E. Zhegrova,M,11,181.0,9820,M,887766,EUR,922838400,F,11,11,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,1.0,3.0,,2.0,2.3e-07,5.3701039096092,1.0,-0.84,-0.84,,0,,,,,,,,,,,,,1.0,,,,,,,,,edonzhegrova10,,,,,,,,,,,,,,,,
13981608,away,Juventus,Carlo Pinsoglio,carlo-pinsoglio,C. Pinsoglio,G,23,194.0,2090,M,46420,EUR,637545600,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981608,away,Juventus,Mattia Perin,mattia-perin,M. Perin,G,1,188.0,3256,M,79645,EUR,721353600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981608,away,Juventus,Pedro Felipe,pedro-felipe,P. Felipe,D,66,190.0,449,M,1485292,EUR,1085270400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981608,away,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184.0,7055,M,126588,EUR,720576000,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,filipkostic,,,,,,,,,,,,,,,,
13981608,away,Juventus,Lorenzo Anghelè,lorenzo-anghele,L. Anghelè,F,10,185.0,384,M,1167365,EUR,1109376000,F,48,48,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
