match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_goals,player_firstName,player_lastName,stat_accurateCross,stat_aerialLost,captain,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalOffside
12437759,home,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186,1488,M,358910,EUR,830822400,G,13,13,False,27.0,16.0,18.0,7.0,0.0,12.0,13.0,4.0,14.0,7.0,2.0,3.0,3.0,90.0,35.0,6.5,11.0,0.00450852,0,-1.5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Andrei Rațiu,andrei-ratiu,A. Rațiu,D,2,183,8158,M,965031,EUR,898300800,D,2,2,False,32.0,26.0,1.0,1.0,0.0,19.0,22.0,7.0,11.0,7.0,,,,90.0,57.0,6.4,11.0,0.00697011,0,,Sonic,1.0,1.0,2.0,6.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,24,24,False,43.0,36.0,9.0,7.0,1.0,26.0,29.0,10.0,14.0,6.0,,,,90.0,59.0,7.6,8.0,0.0453346,4,,,,,3.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.2055,0.1208,2.0,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Abdul Mumin,abdul-mumin,A. Mumin,D,16,188,1245,M,846147,EUR,897091200,D,16,16,False,33.0,21.0,9.0,1.0,0.0,14.0,18.0,7.0,15.0,6.0,,,,90.0,48.0,7.1,14.0,0.00216387,2,,,,2.0,1.0,5.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,,0.1063,0.7248,,1.0,1.0,,,,,,,,,,
12437759,home,Rayo Vallecano,Josep Chavarría,josep-chavarria,J. Chavarría,D,3,174,630,M,1010421,EUR,892166400,D,3,3,False,31.0,25.0,4.0,1.0,0.0,10.0,12.0,15.0,19.0,4.0,,,,90.0,56.0,6.9,6.0,0.0994178,0,,,,,2.0,5.0,2.0,2.0,7.0,1.0,3.0,3.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Jorge de Frutos,jorge-de-frutos,J. de Frutos,M,19,173,1878,M,900003,EUR,849312000,M,19,19,False,9.0,7.0,,,1.0,1.0,1.0,7.0,11.0,2.0,,,,66.0,22.0,6.9,8.0,0.138539,2,,,3.0,,5.0,2.0,2.0,,,1.0,2.0,,1.0,,1.0,1.0,,1.0,,,1.0,0.2297,,3.0,1.0,,,,1.0,1.0,,,,,,
12437759,home,Rayo Vallecano,Pathé Ismaël Ciss,ismaila-ciss,P. I. Ciss,M,6,183,4735,M,913679,EUR,763776000,M,6,6,False,7.0,7.0,,,0.0,2.0,2.0,5.0,5.0,2.0,,,,60.0,18.0,6.0,3.0,0.00131111,1,,,,,8.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,5.0,0.0456,,,2.0,,,,,,,,,,,
12437759,home,Rayo Vallecano,Unai López,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,False,23.0,18.0,3.0,,0.0,12.0,12.0,6.0,13.0,4.0,,,,66.0,32.0,7.0,8.0,0.0376762,1,,,2.0,1.0,,2.0,,,,1.0,,,1.0,,,,1.0,,,1.0,,0.333,0.9017,,,1.0,,,,,,,,,,
12437759,home,Rayo Vallecano,Adrián Embarba,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,M,21,21,False,13.0,9.0,1.0,1.0,0.0,1.0,1.0,8.0,13.0,1.0,,,,54.0,25.0,6.3,8.0,0.0376718,1,,,1.0,1.0,6.0,3.0,,,3.0,,2.0,,1.0,3.0,,,,1.0,,,1.0,0.0612,,,2.0,,,,,,,,,,,
12437759,home,Rayo Vallecano,Randy Nteka,randy-nteka,R. Nteka,F,11,190,949,M,932764,EUR,881366400,F,11,11,False,16.0,9.0,,,0.0,2.0,4.0,7.0,13.0,2.0,,,,60.0,26.0,6.8,10.0,0.0319693,0,,,1.0,2.0,5.0,5.0,1.0,1.0,,,2.0,,1.0,,,,,,,,1.0,,,2.0,1.0,,,,,3.0,,,,,,
12437759,home,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,F,7,7,False,38.0,31.0,3.0,2.0,1.0,7.0,8.0,25.0,33.0,2.0,,,,90.0,59.0,8.3,13.0,0.0810591,2,,,3.0,1.0,4.0,8.0,1.0,,1.0,,3.0,2.0,2.0,,,,1.0,1.0,,4.0,3.0,0.5556,0.4535,1.0,1.0,1.0,,,1.0,,True,,,,,
12437759,home,Rayo Vallecano,Álvaro García,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,True,11.0,7.0,2.0,,0.0,,1.0,7.0,11.0,1.0,,,,36.0,16.0,6.5,8.0,0.0199096,0,,,1.0,,2.0,,,,,,,,3.0,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Óscar Valentín,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,True,7.0,6.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,1.0,,,,30.0,13.0,6.6,1.0,0.0002538,0,,,,,5.0,1.0,,,3.0,,1.0,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,
12437759,home,Rayo Vallecano,Sergio Camello,sergio-camello,S. Camello,F,10,177,1019,M,910024,EUR,981763200,F,14,14,True,6.0,4.0,,,0.0,3.0,4.0,1.0,2.0,1.0,,,,30.0,9.0,6.5,2.0,0.00194749,0,,,,,3.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,
12437759,home,Rayo Vallecano,Pedro Díaz,pedro-diaz,P. Díaz,M,4,180,572,M,900669,EUR,897004800,M,4,4,True,9.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,6.0,2.0,,,,24.0,16.0,6.9,1.0,0.00448131,1,,,,,3.0,4.0,1.0,1.0,,,3.0,2.0,1.0,2.0,,1.0,,,,,1.0,0.0881,,,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Iván Balliu,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,True,8.0,6.0,,,0.0,5.0,5.0,1.0,5.0,,,,,24.0,13.0,6.5,4.0,0.00053505,0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Dani Cárdenas,dani-cardenas,D. Cárdenas,G,1,185,197,M,965832,EUR,859507200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Alfonso Espino,alfonso-espino,A. Espino,D,22,172,656,M,542634,EUR,694569600,D,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Óscar Trejo,oscar-trejo,Ó. Trejo,M,8,177,550,M,21949,EUR,578016000,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Joni Montiel,joni-montiel,J. Montiel,M,9,173,6113,M,827491,EUR,904780800,M,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437759,home,Rayo Vallecano,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
