match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_errorLeadToAShot,captain,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_totalCross,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,player_sofascoreId,stat_errorLeadToAGoal,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss
10411572,home,Salernitana,Luigi Sepe,luigi-sepe,L. Sepe,G,185.0,170,M,46714,EUR,673660800,G,33,33,False,36.0,24.0,20.0,8.0,23.0,24.0,1.0,12.0,1.0,1.0,1.0,14.0,3.0,1.0,1.0,3.0,1.0,90.0,48.0,7.3,12.0,0.0,0.0,0.00032748,0,0.5997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411572,home,Salernitana,Dylan Bronn,dylan-bronn,D. Bronn,D,186.0,1740,M,845271,EUR,803520000,D,2,2,False,58.0,51.0,4.0,3.0,38.0,40.0,13.0,18.0,3.0,5.0,6.0,10.0,,,,,,90.0,72.0,6.6,8.0,0.0,0.0,0.601295,0,,25,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411572,home,Salernitana,Matteo Lovato,lovato-matteo,M. Lovato,D,188.0,274,M,982601,EUR,950486400,D,66,66,False,26.0,22.0,1.0,1.0,21.0,23.0,1.0,3.0,3.0,3.0,3.0,3.0,,,,,,51.0,34.0,6.0,5.0,0.0,0.0,0.00052587,0,,20,1.0,4.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411572,home,Salernitana,Federico Fazio,federico-fazio,F. Fazio,D,195.0,373,M,27569,EUR,542937600,D,17,17,False,45.0,35.0,4.0,2.0,22.0,25.0,13.0,20.0,5.0,6.0,10.0,6.0,,,,,,90.0,59.0,6.4,11.0,0.0,0.0,0.0197432,0,,,1.0,3.0,,,,,2.0,,,1.0,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10411572,home,Salernitana,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,183.0,1368,M,377512,EUR,806803200,M,30,30,False,51.0,38.0,3.0,1.0,25.0,30.0,15.0,27.0,2.0,6.0,,6.0,,,,,,90.0,83.0,6.8,23.0,0.0803,0.0,0.231962,1,,30,,3.0,,2.0,,,1.0,1.0,2.0,,,,2.0,,3.0,,6.0,2.0,2.0,1.0,,,,,,,,,,,,,
10411572,home,Salernitana,Antonio Candreva,antonio-candreva,A. Candreva,F,180.0,936,M,27982,EUR,541468800,M,87,87,False,37.0,31.0,2.0,1.0,14.0,15.0,17.0,23.0,,,,5.0,,,,,,67.0,38.0,7.0,7.0,0.0,0.0,0.0451806,0,,87,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,
10411572,home,Salernitana,Ivan Radovanović,ivan-radovanovic,I. Radovanović,D,186.0,66,M,19394,EUR,588816000,M,16,16,False,42.0,34.0,7.0,2.0,26.0,29.0,8.0,13.0,1.0,1.0,1.0,9.0,,,,,,82.0,50.0,6.5,10.0,0.0068,0.0,0.00412119,1,,7,,2.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
10411572,home,Salernitana,Lassana Coulibaly,coulibaly-lassana,L. Coulibaly,M,183.0,2761,M,804621,EUR,829094400,M,18,18,False,40.0,33.0,2.0,,12.0,14.0,21.0,26.0,,,,5.0,,,,,,90.0,47.0,6.4,12.0,0.1595,0.5328,0.0290159,1,,29,,7.0,1.0,2.0,,,3.0,1.0,1.0,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,
10411572,home,Salernitana,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,178.0,1470,M,897594,EUR,944784000,M,3,3,False,23.0,19.0,4.0,1.0,10.0,12.0,9.0,12.0,2.0,4.0,,4.0,,,,,,90.0,45.0,6.1,10.0,0.0621,0.0,0.00642222,2,,12,2.0,9.0,,3.0,,1.0,3.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,
10411572,home,Salernitana,Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,183.0,13210,M,558738,EUR,804556800,F,99,99,False,13.0,10.0,,,7.0,7.0,3.0,6.0,2.0,4.0,2.0,,,,,,,67.0,27.0,7.0,8.0,0.7213,0.9936,0.00370111,2,,9,4.0,8.0,1.0,1.0,,1.0,3.0,,1.0,,,,1.0,1.0,3.0,,,,,,,,,,1.0,1.0,1.0,pjona_9,,,,,
