match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_clearanceOffLine,stat_wonTackle,stat_keyPass,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_dispossessed,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_penaltyConceded,stat_goalAssist,stat_goals,stat_totalOffside,stat_penaltyMiss
11369878,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,False,47.0,26.0,31.0,11.0,17.0,21.0,9.0,26.0,8.0,1.0,1.0,1.0,1.0,90.0,54.0,6.4,21.0,0.00270141,0,-0.1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369878,home,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7746,M,163199,EUR,795139200,D,5,5,False,18.0,8.0,3.0,,5.0,11.0,3.0,7.0,4.0,,,,,45.0,29.0,6.7,11.0,0.00061964,0,,,,sandywalsh,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369878,home,KV Mechelen,David Bates,david-bates,D. Bates,D,4,193,95,M,839675,EUR,844473600,D,27,27,False,39.0,31.0,8.0,5.0,23.0,29.0,8.0,10.0,9.0,,,,,75.0,51.0,7.4,8.0,0.052338,0,,,,,2.0,4.0,6.0,3.0,1.0,1.0,4.0,7.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369878,home,KV Mechelen,Elias Cobbaut,elias-cobbaut,E. Cobbaut,D,33,188,177,M,828570,EUR,880329600,D,22,22,False,25.0,18.0,10.0,5.0,11.0,14.0,7.0,11.0,4.0,,,,,90.0,38.0,7.0,7.0,0.00403365,1,,,,,2.0,3.0,7.0,,,1.0,,,,,,,1.0,3.0,0.0538,0.1829,,,,,,,,,,,,,,,,,,
11369878,home,KV Mechelen,Daam Foulon,daam-foulon,D. Foulon,M,5,180,205,M,826170,EUR,922147200,D,23,23,False,37.0,22.0,7.0,,13.0,17.0,9.0,23.0,6.0,,,,,90.0,80.0,6.4,28.0,0.00944379,0,,,,,3.0,10.0,2.0,,3.0,3.0,6.0,11.0,1.0,,2.0,,,1.0,,,3.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,
11369878,home,KV Mechelen,Toon Raemaekers,toon-raemaekers,T. Raemaekers,D,28,195,180,M,1006483,EUR,968457600,M,4,4,False,15.0,10.0,1.0,,10.0,14.0,1.0,2.0,3.0,,,,,37.0,22.0,6.9,5.0,0.358825,0,,,,,2.0,3.0,,1.0,1.0,,2.0,2.0,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
11369878,home,KV Mechelen,Jannes Van Hecke,jannes-van-hecke,J. V. Hecke,M,78,175,70,M,965741,EUR,1011052800,M,6,6,False,50.0,38.0,4.0,1.0,15.0,21.0,23.0,31.0,9.0,,,,,90.0,71.0,7.2,15.0,0.0175526,2,,,,,1.0,7.0,1.0,,5.0,1.0,1.0,3.0,1.0,,3.0,,1.0,1.0,0.0967,0.3392,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,
11369878,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,M,7,7,False,49.0,32.0,8.0,4.0,11.0,18.0,22.0,39.0,7.0,,,,,90.0,67.0,6.5,29.0,0.0726315,0,,,,,2.0,3.0,1.0,,,,3.0,7.0,1.0,,,,,1.0,,,8.0,1.0,1.0,3.0,2.0,1.0,,,1.0,,,,,,,,,
11369878,home,KV Mechelen,Kerim Mrabti,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,M,19,19,False,33.0,23.0,,,10.0,13.0,13.0,20.0,4.0,,,,,75.0,44.0,6.3,15.0,0.0289457,0,,,,,1.0,2.0,,,,1.0,3.0,6.0,,,,1.0,,2.0,,,,1.0,,3.0,1.0,,,,1.0,True,,,,,,,,
11369878,home,KV Mechelen,Nikola Storm,nikola-storm,N. Storm,F,26,178,277,M,149796,EUR,780883200,M,11,11,False,25.0,14.0,1.0,1.0,7.0,10.0,8.0,18.0,4.0,,,,,75.0,45.0,6.6,20.0,0.079003,2,,,,,,3.0,,,,1.0,,5.0,1.0,,,1.0,2.0,,0.0964,0.7033,3.0,4.0,2.0,3.0,,1.0,,,2.0,,,,,,,,,
11369878,home,KV Mechelen,Lion Lauberbach,lion-lauberbach,L. Lauberbach,F,29,197,268,M,886171,EUR,887500800,F,20,20,False,23.0,14.0,2.0,2.0,4.0,4.0,10.0,19.0,2.0,,,,,90.0,43.0,6.5,15.0,0.018685,5,,,,,8.0,10.0,2.0,1.0,1.0,1.0,7.0,16.0,2.0,,1.0,,2.0,1.0,1.0753,1.0905,,,,2.0,5.0,,1.0,,2.0,,2.0,2.0,,,,,,
11369878,home,KV Mechelen,Mory Konate,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,M,8,8,True,22.0,17.0,1.0,1.0,11.0,14.0,6.0,8.0,4.0,,,,,53.0,35.0,7.0,6.0,0.00742413,0,,,,,2.0,10.0,,1.0,5.0,2.0,2.0,5.0,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
11369878,home,KV Mechelen,Yonas Malede,yonas-malede,Y. Malede,F,15,188,72,M,921826,EUR,942537600,F,10,10,True,10.0,9.0,,,4.0,4.0,6.0,11.0,,,,,,45.0,31.0,6.8,13.0,0.0633409,0,,Yonas,Malede,,,7.0,,,,2.0,1.0,9.0,,,,1.0,,,,,5.0,9.0,5.0,,,1.0,,,4.0,,,,1.0,,,,,
11369878,home,KV Mechelen,Jordi Vanlerberghe,jordi-vanlerberghe,J. Vanlerberghe,D,30,189,145,M,284727,EUR,835833600,D,30,30,True,9.0,5.0,2.0,,1.0,2.0,4.0,7.0,,,,,,15.0,14.0,6.5,4.0,0.00117874,0,,,,,,,3.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,
11369878,home,KV Mechelen,Patrick Pflücke,patrick-pflucke,P. Pflücke,M,14,170,191,M,281283,EUR,849312000,F,77,77,True,6.0,6.0,,,2.0,2.0,4.0,6.0,1.0,,,,,15.0,9.0,6.7,2.0,0.0417119,0,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
11369878,home,KV Mechelen,Norman Bassette,bassette-norman,N. Bassette,F,17,186,557,M,1137328,EUR,1099958400,F,70,70,True,5.0,3.0,,,,,3.0,5.0,1.0,,,,,15.0,9.0,7.2,4.0,0.107299,1,,,,,3.0,3.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,0.0552,0.0569,,,,2.0,,,,,,,,,1.0,,,,,
11369878,home,KV Mechelen,Yannick Thoelen,yannick-thoelen,Y. Thoelen,G,15,188,95,M,794571,EUR,648259200,G,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369878,home,KV Mechelen,Ngal'ayel Mukau,ngalayel-mukau,N. Mukau,M,17,188,7494,M,1391541,EUR,1099440000,M,34,34,True,,,,,,,,,,,,,,,,,,,0,,Ngal'ayel Mukau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369878,away,Cercle Brugge,Warleson,warleson,Warleson,G,1,191,144,M,861071,EUR,841449600,G,1,1,False,22.0,11.0,19.0,8.0,4.0,4.0,7.0,18.0,5.0,,4.0,,7.0,90.0,30.0,8.6,11.0,0.0121049,0,2.3728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369878,away,Cercle Brugge,Hugo Siquet,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,D,41,41,False,22.0,10.0,7.0,2.0,5.0,10.0,8.0,19.0,8.0,,,,,67.0,57.0,7.4,21.0,0.461892,0,,,,,1.0,5.0,3.0,1.0,4.0,,1.0,3.0,1.0,,3.0,2.0,,,,,7.0,,,,1.0,3.0,,,,,,,,,,,,
11369878,away,Cercle Brugge,Boris Popović,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,27.0,10.0,2.0,,5.0,12.0,5.0,15.0,5.0,,,,,90.0,40.0,7.0,17.0,0.00293231,1,,,,,7.0,8.0,7.0,,,1.0,8.0,9.0,,,,,,,0.1486,,,,,,1.0,,,1.0,,,,1.0,,,,,,
