match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_accurateCross,stat_keyPass,player_sofascoreId,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_lastManTackle,stat_hitWoodwork,stat_goals,stat_errorLeadToAShot,stat_goalAssist
11453208,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000,G,48,48,False,25.0,18.0,15.0,9.0,13.0,16.0,5.0,9.0,1.0,11.0,1.0,2.0,3.0,90.0,36.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453208,home,Al-Ettifaq,Mohammed Abdulrahman,Mohammed Abdulrahman,,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,1133141,EUR,1042502400,D,29,29,False,28.0,18.0,5.0,1.0,11.0,15.0,7.0,15.0,7.0,2.0,1.0,,,80.0,61.0,6.0,17.0,0,2.0,1.0,7.0,5.0,1.0,2.0,3.0,5.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453208,home,Al-Ettifaq,Jack Hendry,,,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800,D,4,4,False,32.0,28.0,1.0,,22.0,22.0,6.0,10.0,3.0,4.0,1.0,,,90.0,39.0,6.6,4.0,0,,1.0,2.0,,,1.0,2.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453208,home,Al-Ettifaq,Abdullah Madu,,,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400,D,76,76,False,32.0,21.0,7.0,1.0,15.0,21.0,6.0,11.0,,2.0,,,,90.0,37.0,5.9,11.0,0,,,5.0,2.0,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
11453208,home,Al-Ettifaq,Hamdan Al-Shamrani,,,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600,D,13,13,False,23.0,16.0,6.0,3.0,10.0,14.0,6.0,10.0,3.0,3.0,1.0,,,74.0,51.0,6.2,13.0,0,1.0,,4.0,1.0,,4.0,1.0,2.0,,,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
11453208,home,Al-Ettifaq,Álvaro Medrán,,,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,14,14,False,45.0,35.0,9.0,7.0,16.0,18.0,22.0,37.0,6.0,6.0,1.0,,,90.0,76.0,7.1,23.0,0,10.0,,6.0,2.0,1.0,2.0,,1.0,1.0,,4.0,1.0,1.0,5.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,
11453208,home,Al-Ettifaq,Seko Fofana,,,seko-fofana,S. Fofana,M,42,184.0,12170,M,191188,EUR,799804800,M,75,75,False,28.0,24.0,2.0,1.0,16.0,18.0,9.0,12.0,6.0,9.0,2.0,,,90.0,38.0,7.3,6.0,0,2.0,,3.0,,,,,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,1.0,4.0,sekofofana,,,,,,,,,,,,,,,,
11453208,home,Al-Ettifaq,Georginio Wijnaldum,,,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600,M,25,25,False,23.0,21.0,1.0,1.0,12.0,12.0,9.0,11.0,2.0,2.0,,,,90.0,35.0,6.7,3.0,2,,1.0,2.0,,,3.0,,,,,,,2.0,1.0,1.0,,,gwijnaldum,True,1.0,2.0,,,,,,,,,,,,,
11453208,home,Al-Ettifaq,Karl Toko Ekambi,,,karl-toko-ekambi,K. Toko Ekambi,F,9,183.0,3818,M,842931,EUR,716428800,F,97,97,False,28.0,22.0,,,10.0,11.0,12.0,18.0,1.0,3.0,1.0,,,90.0,41.0,7.2,10.0,3,1.0,,6.0,1.0,1.0,2.0,,,,,1.0,3.0,1.0,1.0,,,2.0,karltokoekambi,,,,2.0,2.0,1.0,,,,,,,,,,
11453208,home,Al-Ettifaq,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,318653,EUR,837129600,F,9,9,False,12.0,8.0,,,6.0,9.0,2.0,3.0,3.0,2.0,1.0,,,73.0,25.0,5.7,9.0,2,,1.0,6.0,,3.0,,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,
11453208,home,Al-Ettifaq,Demarai Gray,,,demarai-gray,D. Gray,M,10,184.0,1784,M,355152,EUR,835920000,F,19,19,False,17.0,13.0,1.0,1.0,,,13.0,19.0,5.0,1.0,5.0,,,90.0,39.0,6.9,12.0,2,2.0,,5.0,,1.0,,,,,,4.0,3.0,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
