match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_totalOffside,stat_errorLeadToAGoal,stat_punches,stat_blockedScoringAttempt
12437732,home,Real Betis,Cédric Bakambu,cedric-bakambu,C. Bakambu,F,11,182,44768,M,115665,EUR,671328000,F,11,11,False,8.0,6.0,,,1.0,,,6.0,8.0,1.0,2.0,,,,64.0,17.0,7.1,5.0,0.0275048,1,,,,,1.0,2.0,4.0,4.0,,1.0,,,1.0,2.0,1.0,3.0,3.0,,,1.0,,,,0.136,,,bakambu17,,1.0,,3.0,,,
12437732,home,Real Betis,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,798835,EUR,829008000,M,20,20,True,9.0,7.0,2.0,1.0,0.0,3.0,4.0,5.0,8.0,,2.0,,,,26.0,18.0,6.3,9.0,0.0686047,0,,,,3.0,,,3.0,1.0,,2.0,1.0,,1.0,2.0,,,,,,1.0,1.0,,,,,,locelso_giovani,,,,,,,
12437732,home,Real Betis,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,1011375,EUR,1008547200,F,10,10,True,5.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,1.0,,,,,18.0,12.0,6.7,4.0,0.0219226,0,,,,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,ez_abde,,,,,,,
12437732,home,Real Betis,Vitor Roque,vitor-roque,V. Roque,F,9,174,73281,M,1150391,EUR,1109548800,F,8,8,True,4.0,1.0,,,0.0,,,1.0,4.0,1.0,1.0,,,,18.0,11.0,6.9,4.0,0.00336384,1,,Vitor Roque,,,1.0,2.0,2.0,3.0,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,,0.0992,0.5194,,VRoque,,,,,,,
12437732,home,Real Betis,Marc Roca,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,21,21,True,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,,,,,,9.0,8.0,6.7,2.0,0.00044341,0,,,,,,,2.0,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,
12437732,home,Real Betis,Pablo García,pablo-garcia,P. García,M,52,175,2261,M,1893910,EUR,1155600000,F,52,52,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,9.0,1.0,6.5,,7.577e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,home,Real Betis,Francisco Vieites,francisco-vieites,F. Vieites,G,13,196,313,M,929975,EUR,926035200,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,home,Real Betis,Guilherme Fernandes,guilherme-fernandes,G. Fernandes,G,13,191,183,M,1410332,EUR,985737600,G,31,31,True,,,,,,,,,,,,,,,,,,,,0,,Guilherme Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1917,M,99519,EUR,663897600,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,home,Real Betis,Sergio Arribas,sergio-arribas,S. Arribas,D,38,185,103,M,1119678,EUR,1044835200,D,57,57,True,,,,,,,,,,,,,,,,,,,,0,,Sergio,Arribas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,home,Real Betis,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,home,Real Betis,Mateo Flores,mateo-flores,M. Flores,M,46,178,185,M,1893864,EUR,1081296000,M,46,46,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,away,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,797291,EUR,865987200,G,1,1,False,31.0,22.0,20.0,12.0,0.0,14.0,16.0,8.0,15.0,1.0,11.0,,4.0,4.0,90.0,42.0,6.8,9.0,0.00240725,0,0.1261,,,,,,,,,,,,,,,,,,,,,,,,,,unai_simon,,,,,1.0,1.0,
12437732,away,Athletic Club,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,2,2,False,37.0,30.0,3.0,1.0,0.0,14.0,17.0,16.0,21.0,2.0,1.0,,,,90.0,70.0,6.6,16.0,0.0314298,0,,,,1.0,2.0,2.0,10.0,8.0,2.0,3.0,,,6.0,4.0,,3.0,2.0,,1.0,4.0,,,,,,,,,,,,,,
12437732,away,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,910978,EUR,931132800,D,3,3,False,52.0,45.0,4.0,1.0,0.0,32.0,33.0,13.0,19.0,3.0,5.0,,,,90.0,66.0,6.5,10.0,0.00698195,1,,,,,,1.0,3.0,6.0,1.0,2.0,,,4.0,1.0,1.0,,,,1.0,1.0,,,,0.1295,,,,,1.0,,,,,
12437732,away,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,959872,EUR,956966400,D,4,4,False,51.0,41.0,11.0,6.0,0.0,24.0,27.0,17.0,25.0,8.0,5.0,,,,90.0,67.0,7.4,13.0,0.0111551,1,,,,1.0,1.0,,1.0,1.0,,,,,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,0.8834,0.993,,,,,,,,,
12437732,away,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180,388,M,801837,EUR,736473600,D,15,15,False,31.0,23.0,5.0,2.0,0.0,12.0,17.0,11.0,15.0,1.0,5.0,,,,80.0,50.0,6.8,11.0,0.00465635,0,,,,1.0,1.0,1.0,3.0,8.0,1.0,,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
12437732,away,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,783374,EUR,771638400,M,9,9,False,20.0,13.0,2.0,1.0,0.0,3.0,3.0,10.0,24.0,,4.0,,,,90.0,43.0,6.4,21.0,0.0225227,2,,,,7.0,1.0,1.0,6.0,1.0,,2.0,2.0,,,3.0,,1.0,1.0,,,,,,,0.0545,,,IñakiWill,,1.0,True,1.0,,,1.0
12437732,away,Athletic Club,Mikel Jauregizar,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,1495844,EUR,1068681600,M,23,23,False,23.0,20.0,3.0,2.0,0.0,8.0,11.0,12.0,12.0,,4.0,,,,56.0,33.0,6.8,5.0,0.0218392,0,,,,,,,5.0,6.0,4.0,,,,4.0,1.0,2.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,
12437732,away,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,359742,EUR,734227200,M,6,6,False,47.0,39.0,6.0,5.0,0.0,17.0,20.0,22.0,28.0,3.0,8.0,,,,90.0,63.0,6.9,11.0,0.0832156,0,,,,1.0,1.0,,6.0,3.0,,1.0,1.0,,3.0,,,3.0,,,2.0,3.0,,,,,,,,,,,,,,
12437732,away,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,592012,EUR,804816000,M,7,7,False,28.0,19.0,,,1.0,7.0,8.0,13.0,26.0,1.0,5.0,,,,79.0,52.0,7.4,20.0,0.122996,2,,,,6.0,3.0,3.0,6.0,7.0,,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,0.1094,0.0396,,,1.0,,,1.0,,,1.0
12437732,away,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,966801,EUR,956620800,F,8,8,False,19.0,18.0,,,0.0,9.0,9.0,9.0,11.0,1.0,1.0,,,,79.0,37.0,6.9,11.0,0.0153047,4,,,,1.0,1.0,1.0,10.0,1.0,1.0,4.0,3.0,,,2.0,,1.0,,,,,,2.0,1.0,0.2952,0.2782,,,,1.0,,,,,1.0
12437732,away,Athletic Club,Unai Gómez,unai-gomez,U. Gómez,M,20,183,803,M,1391375,EUR,1053820800,F,20,20,False,15.0,9.0,1.0,1.0,0.0,6.0,6.0,4.0,13.0,,3.0,,,,56.0,30.0,7.0,12.0,0.0915659,1,,,,4.0,2.0,2.0,5.0,4.0,,2.0,,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,0.0233,,,,,1.0,,,,,
12437732,away,Athletic Club,Beñat Prados,benat-prados,B. Prados,M,24,179,600,M,1012409,EUR,981590400,D,24,24,True,21.0,17.0,2.0,,0.0,8.0,8.0,9.0,13.0,,4.0,,,,34.0,31.0,6.6,7.0,0.00867166,1,,,,,1.0,1.0,3.0,3.0,1.0,,,,2.0,3.0,,2.0,,,,,,,,0.0231,,,,,1.0,,,,,
12437732,away,Athletic Club,Gorka Guruzeta,gorka-guruzeta,G. Guruzeta,F,11,188,2498,M,605672,EUR,842486400,F,12,12,True,7.0,4.0,1.0,,0.0,3.0,3.0,1.0,4.0,1.0,,,,,34.0,11.0,6.5,4.0,0.00047181,0,,,,,2.0,,5.0,1.0,,,,,1.0,1.0,,4.0,,,,1.0,,,,,,,,,,,,,,
12437732,away,Athletic Club,Peio Canales,peio-canales,P. Canales,M,18,175,400,M,1464648,EUR,1105920000,M,28,28,True,5.0,2.0,2.0,,0.0,2.0,2.0,,4.0,,2.0,,,,11.0,7.0,6.4,4.0,0.00010823,0,,Peio Canales,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,away,Athletic Club,Álvaro Djaló,alvaro-djalo,Á. Djaló,F,14,176,1150,M,1160960,EUR,934761600,F,11,11,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,11.0,6.0,6.7,1.0,2.6e-06,0,,Álvaro Djaló,,,,,1.0,3.0,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12437732,away,Athletic Club,Adama Boiro,adama-boiro,A. Boiro,D,19,182,1918,M,1398511,EUR,1024704000,D,32,32,True,6.0,3.0,2.0,,0.0,2.0,2.0,1.0,4.0,,1.0,,,,10.0,11.0,6.7,3.0,0.00068081,0,,Adama Boiro,,,,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
12437732,away,Athletic Club,Julen Agirrezabala,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,1014412,EUR,977788800,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,away,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,84531,EUR,634608000,D,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,away,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,807648,EUR,790905600,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,away,Athletic Club,Óscar de Marcos,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,52663,EUR,608515200,D,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,away,Athletic Club,Javier Martón,javier-marton-anso,J. Martón,F,20,180,257,M,1082215,EUR,925948800,F,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437732,away,Athletic Club,Maroan Sannadi,maroan-sannadi,M. Sannadi,F,21,192,5419,M,1520799,EUR,980985600,F,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
