match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_duelLost,stat_duelWon,stat_wasFouled,stat_fouls,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,captain,stat_totalCross,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,stat_accurateCross,stat_challengeLost,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_penaltyWon
11406736,home,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,29.0,15.0,19.0,5.0,0.0,10.0,11.0,5.0,18.0,9.0,2.0,1.0,1.0,1.0,90.0,36.0,6.5,14.0,0.00073917,0,-0.8509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406736,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,5,5,False,4.0,3.0,2.0,2.0,0.0,3.0,4.0,,,,,,,,20.0,5.0,6.6,1.0,9.83e-06,0,,6,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406736,home,Sassuolo,Ruan,ruan,Ruan,D,187,1238,M,914487,EUR,928713600,D,44,44,False,30.0,22.0,5.0,2.0,0.0,14.0,16.0,8.0,14.0,1.0,,,,,62.0,43.0,7.1,8.0,0.00657663,0,,4,1.0,6.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11406736,home,Sassuolo,Gian Marco Ferrari,gian-marco-ferrari,G. M. Ferrari,D,189,224,M,170887,EUR,705888000,D,13,13,False,36.0,22.0,8.0,2.0,0.0,10.0,15.0,12.0,22.0,3.0,,,,,90.0,50.0,6.8,18.0,0.00933709,1,,,2.0,5.0,1.0,1.0,3.0,,,5.0,,True,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0114,,,,,,,,,,,,,,
11406736,home,Sassuolo,Filippo Missori,filippo-missori,F. Missori,D,182,223,M,1121184,EUR,1080086400,M,2,2,False,16.0,14.0,1.0,1.0,0.0,12.0,12.0,3.0,6.0,1.0,,,,,45.0,25.0,6.8,4.0,0.0165131,0,,2,1.0,4.0,,,3.0,,,,,,2.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,
11406736,home,Sassuolo,Matheus Henrique,matheus-henrique,M. Henrique,M,175,2961,M,912786,EUR,882489600,M,7,7,False,35.0,25.0,7.0,3.0,0.0,11.0,13.0,15.0,23.0,8.0,,,,,90.0,42.0,6.4,12.0,0.120776,0,,8,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,2.0,2.0,,,,,,,,
11406736,home,Sassuolo,Uroš Račić,uros-racic,U. Račić,M,193,669,M,839909,EUR,890092800,M,6,6,False,24.0,16.0,5.0,3.0,0.0,9.0,11.0,7.0,13.0,,,,,,57.0,28.0,6.7,8.0,0.00450126,1,,10,3.0,5.0,1.0,,3.0,,,,,,,2.0,,,1.0,1.0,,0.0274,,,,1.0,,,1.0,,,,,,,
11406736,home,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,187,1387,M,924973,EUR,921283200,M,42,42,False,21.0,14.0,1.0,,0.0,5.0,7.0,10.0,17.0,5.0,,,,,57.0,35.0,6.5,14.0,0.124931,0,,42,7.0,7.0,1.0,,5.0,2.0,,1.0,,,3.0,3.0,,,1.0,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,
11406736,home,Sassuolo,Josh Doig,josh-doig,J. Doig,D,189,836,M,989276,EUR,1021680000,M,43,43,False,18.0,12.0,2.0,,0.0,3.0,7.0,10.0,15.0,2.0,,,,,90.0,46.0,6.4,16.0,0.0217772,0,,3,8.0,3.0,,1.0,,2.0,2.0,6.0,,,4.0,4.0,,,1.0,,3.0,,,,1.0,1.0,1.0,2.0,,,,,,,,
11406736,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,185,2688,M,826198,EUR,927072000,F,9,9,False,12.0,10.0,,,0.0,2.0,2.0,8.0,10.0,1.0,,,,,90.0,29.0,7.1,7.0,0.0117724,4,,99,7.0,7.0,2.0,1.0,3.0,,,1.0,,,,6.0,3.0,,2.0,,5.0,0.2096,,,,,,,1.0,1.0,,,,,,
