match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_totalOffside,stat_wonContest,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId,stat_savedShotsFromInsideTheBox
10406844,home,KAS Eupen,Djeidi Gassama,djeidi-gassama,D. Gassama,F,23,178,891,M,1142674,EUR,1063152000,F,25,25,False,15.0,7.0,,,3.0,4.0,4.0,11.0,,1.0,,,,,90.0,30.0,5.9,13.0,2,,,5.0,3.0,8.0,8.0,,,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,,,1.0,,,3.0,1.0,,,2.0,,,,
10406844,home,KAS Eupen,Ibrahim Diakité,ibrahim-diakite,I. Diakité,D,2,178,2182,M,1168646,EUR,1067558400,D,27,27,True,4.0,2.0,1.0,,1.0,1.0,1.0,3.0,2.0,3.0,,,,,28.0,13.0,6.5,5.0,0,Ibrahim Diakité,,1.0,1.0,4.0,3.0,1.0,,,,,2.0,2.0,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,
10406844,home,KAS Eupen,Boris Lambert,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,D,35,35,True,14.0,5.0,4.0,1.0,1.0,2.0,4.0,12.0,1.0,3.0,,,,,13.0,16.0,6.7,10.0,0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
10406844,home,KAS Eupen,Smail Prevljak,smail-prevljak,S. Prevljak,F,9,187,589,M,580658,EUR,800064000,F,9,9,True,,,,,,,,,,1.0,,,,,8.0,3.0,6.6,1.0,1,,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,
10406844,home,KAS Eupen,Abdul Manaf Nurudeen,abdul-manaf-nurudeen,A. M. Nurudeen,G,33,190,505,M,886219,EUR,918432000,G,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406844,home,KAS Eupen,Teddy Alloh,alloh-teddy,T. Alloh,D,75,176,78,M,997181,EUR,1011744000,M,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406844,home,KAS Eupen,Loic Bessile,loic-bessile,L. Bessile,D,29,183,84,M,826213,EUR,919382400,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406844,home,KAS Eupen,Davo,davo,Davo,M,37,178,82,M,912046,EUR,787708800,M,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406844,away,Cercle Brugge,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1537,M,849114,EUR,942710400,G,1,1,False,8.0,2.0,8.0,2.0,,,2.0,8.0,2.0,2.0,,,1.0,1.0,45.0,10.0,6.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
10406844,away,Cercle Brugge,Boris Popović,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,28.0,20.0,3.0,1.0,7.0,11.0,13.0,17.0,4.0,5.0,,,,,90.0,37.0,6.8,8.0,0,,,,5.0,1.0,7.0,,,2.0,,,2.0,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,
10406844,away,Cercle Brugge,Christiaan Ravych,ravych-christiaan,C. Ravych,D,66,187,206,M,1191212,EUR,1027987200,D,66,66,False,9.0,6.0,2.0,1.0,5.0,7.0,1.0,2.0,,1.0,,,,,45.0,13.0,6.0,3.0,0,,,1.0,2.0,3.0,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,
10406844,away,Cercle Brugge,Jesper Daland,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,32.0,18.0,7.0,3.0,8.0,13.0,10.0,19.0,2.0,7.0,,,,,90.0,41.0,7.0,14.0,0,,,1.0,6.0,3.0,10.0,1.0,1.0,1.0,,,4.0,3.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,
10406844,away,Cercle Brugge,Hugo Siquet,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,M,41,41,False,33.0,22.0,3.0,1.0,5.0,7.0,19.0,35.0,4.0,10.0,,,,,90.0,68.0,7.9,24.0,1,,,2.0,2.0,3.0,5.0,1.0,,1.0,,,1.0,1.0,2.0,,2.0,,,9.0,2.0,,2.0,,1.0,,1.0,,6.0,,,,,,
10406844,away,Cercle Brugge,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,14,14,False,42.0,29.0,1.0,,4.0,5.0,25.0,40.0,,11.0,,,,,76.0,57.0,7.0,20.0,0,,,1.0,3.0,2.0,8.0,,,,2.0,,1.0,,2.0,,2.0,True,1.0,3.0,,,,,,,3.0,1.0,1.0,,,,,,
10406844,away,Cercle Brugge,Abu Francis,francis-abu,A. Francis,M,17,182,1501,M,988801,EUR,988329600,M,17,17,False,37.0,25.0,7.0,3.0,5.0,7.0,20.0,30.0,1.0,9.0,,,,,90.0,47.0,7.0,14.0,3,,,4.0,1.0,8.0,3.0,,,,2.0,1.0,,,,,,,,,,1.0,,2.0,,1.0,,3.0,,,,,,,
10406844,away,Cercle Brugge,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,23,23,False,24.0,16.0,3.0,,4.0,6.0,14.0,23.0,,3.0,,,,,90.0,61.0,6.8,21.0,0,,,,1.0,4.0,6.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,,1.0,,,5.0,2.0,1.0,,,,,2.0,1.0,,,,,,,
10406844,away,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,F,34,34,False,20.0,11.0,,,,,13.0,23.0,1.0,3.0,,,,,90.0,38.0,7.7,11.0,3,,,4.0,5.0,5.0,8.0,1.0,,,1.0,3.0,1.0,1.0,1.0,,1.0,,1.0,3.0,2.0,,,,,,1.0,,3.0,,,,,,
10406844,away,Cercle Brugge,Ayase Ueda,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,36,36,False,24.0,13.0,1.0,,3.0,6.0,10.0,19.0,,5.0,,,,,90.0,35.0,7.5,15.0,3,,,4.0,6.0,5.0,9.0,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,1.0,,1.0,2.0,,,,,,,bee18,
10406844,away,Cercle Brugge,Kévin Denkey,kevin-denkey,K. Denkey,F,9,181,3511,M,862470,EUR,975542400,F,9,9,False,25.0,16.0,1.0,1.0,4.0,4.0,12.0,21.0,,1.0,,,,,76.0,37.0,6.2,14.0,2,,,7.0,3.0,9.0,7.0,,,,,1.0,1.0,1.0,3.0,,3.0,,,,,1.0,,1.0,,,3.0,2.0,,,2.0,,,,
10406844,away,Cercle Brugge,Warleson,warleson,Warleson,G,1,191,144,M,861071,EUR,841449600,G,21,21,True,14.0,6.0,13.0,5.0,1.0,1.0,5.0,13.0,,4.0,1.0,1.0,,,45.0,16.0,6.7,8.0,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10406844,away,Cercle Brugge,Jean Marcelin,jean-marcelin,J. Marcelin,D,24,197,240,M,916035,EUR,950313600,D,24,24,True,13.0,7.0,5.0,2.0,5.0,6.0,2.0,7.0,2.0,4.0,,,,,45.0,20.0,6.5,7.0,1,,,1.0,3.0,5.0,3.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,
10406844,away,Cercle Brugge,Dino Hotić,dino-hotic,D. Hotić,M,23,168,327,M,362270,EUR,806716800,M,10,10,True,12.0,7.0,1.0,,,1.0,9.0,13.0,,2.0,,,,,14.0,19.0,6.6,6.0,1,,,2.0,,3.0,1.0,,,,1.0,,,,1.0,,,,,2.0,2.0,,,,1.0,,,,1.0,,,,,,
10406844,away,Cercle Brugge,Yann Gboho,yann-gboho,Y. Gboho,F,10,173,972,M,911851,EUR,979430400,M,11,11,True,6.0,3.0,,,,,3.0,6.0,,,,,,,14.0,11.0,6.8,5.0,0,,,,,1.0,3.0,,,,,,,,3.0,,3.0,,,,,1.0,,,,,1.0,,1.0,,,,,,
10406844,away,Cercle Brugge,Robbe Decostere,robbe-decostere,R. Decostere,D,,180,23,M,943248,EUR,894585600,D,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406844,away,Cercle Brugge,Hannes Van Der Bruggen,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180,73,M,94290,EUR,733622400,M,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406844,away,Cercle Brugge,Emilio Kehrer,emilio-kehrer,E. Kehrer,F,11,177,82,M,1064079,EUR,1016582400,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
