match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalClearance,stat_unsuccessfulTouch,captain,stat_blockedScoringAttempt,stat_wasFouled,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,player_sofascoreId
10408590,home,Almería,Fernando Martínez,fernando-martinez,F. Martínez,G,13,185.0,172,M,139925,EUR,644976000,G,13,13,False,21.0,9.0,15.0,3.0,9.0,11.0,10.0,9.0,3.0,2.0,3.0,90.0,34.0,7.4,12.0,0.0,0.0,8.186e-05,0,0.2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408590,home,Almería,Alejandro Pozo,alejandro-pozo,A. Pozo,D,7,174.0,158,M,848080,EUR,919641600,D,17,17,False,50.0,39.0,4.0,3.0,18.0,20.0,32.0,3.0,,,,90.0,69.0,6.9,15.0,0.0,0.0,0.0623738,0,,,,23.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10408590,home,Almería,Rodrigo Ely,rodrigo-ely,R. Ely,D,5,188.0,877,M,168745,EUR,752284800,D,19,19,False,42.0,35.0,8.0,2.0,25.0,28.0,14.0,2.0,,,,90.0,48.0,6.4,9.0,0.0,0.0,0.00446904,0,,,,10.0,,,3.0,4.0,7.0,4.0,,,,,,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,
10408590,home,Almería,Srđan Babić,srdan-babic,S. Babić,D,6,195.0,634,M,280815,EUR,830131200,D,22,22,False,34.0,28.0,2.0,,21.0,26.0,8.0,4.0,,,,90.0,42.0,7.0,6.0,0.038,0.0,0.00130051,1,,,,7.0,,,1.0,4.0,1.0,4.0,,,1.0,,,,,,6.0,,True,1.0,,,,,,,,,,,
10408590,home,Almería,Álex Centelles,centelles-alex,Á. Centelles,D,20,185.0,70,M,964174,EUR,935971200,D,20,20,False,46.0,41.0,7.0,3.0,22.0,22.0,29.0,8.0,,,,90.0,73.0,6.9,13.0,0.0,0.0,0.0195102,0,,,,19.0,5.0,,2.0,,4.0,3.0,2.0,,,1.0,1.0,,,,5.0,1.0,,,2.0,,,,,,,,,,
10408590,home,Almería,Lucas Robertone,lucas-robertone,L. Robertone,M,8,173.0,656,M,848926,EUR,858643200,M,5,5,False,39.0,35.0,3.0,3.0,16.0,17.0,25.0,10.0,,,,90.0,64.0,7.3,13.0,0.0654,0.0,0.232035,2,,,,20.0,3.0,1.0,1.0,,8.0,9.0,3.0,4.0,,2.0,2.0,1.0,2.0,3.0,,3.0,,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,
10408590,home,Almería,Samú Costa,samuel-costa,S. Costa,M,12,183.0,1427,M,988351,EUR,975283200,M,23,23,False,42.0,38.0,4.0,3.0,22.0,22.0,20.0,6.0,,,,74.0,51.0,6.8,5.0,0.0331,0.0,0.00594923,1,,,,16.0,,,2.0,,3.0,2.0,,1.0,1.0,1.0,,,,,3.0,,,,1.0,,,1.0,,,,,,,
10408590,home,Almería,Gonzalo Melero,gonzalo-melero,G. Melero,M,16,183.0,159,M,789886,EUR,757468800,M,3,3,False,24.0,21.0,,,12.0,13.0,11.0,2.0,,,,64.0,30.0,6.7,4.0,0.0426,0.0,0.00925884,1,,,,9.0,,,,1.0,3.0,3.0,,,,2.0,1.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,
10408590,home,Almería,Lázaro,lazaro,Lázaro,F,7,181.0,1882,M,1002556,EUR,1015891200,F,14,14,False,18.0,17.0,,,7.0,8.0,10.0,3.0,,,,74.0,35.0,8.8,5.0,1.5833,1.6839,0.0179299,5,,,,10.0,,,1.0,1.0,5.0,3.0,2.0,1.0,,,,,2.0,1.0,,1.0,,1.0,2.0,,,1.0,,1.0,3.0,3.0,1.0,,
10408590,home,Almería,Luis Javier Suárez,luis-javier-suarez,L. J. Suárez ,F,97,185.0,22877,M,914213,EUR,881020800,F,16,16,False,16.0,14.0,2.0,1.0,3.0,3.0,15.0,2.0,,,,81.0,29.0,7.1,9.0,0.038,0.0,0.0203632,1,,Luis,Javier Suárez,11.0,2.0,,3.0,3.0,7.0,5.0,1.0,,,,,2.0,1.0,1.0,2.0,4.0,,1.0,2.0,,1.0,,,,,,,1.0,
