match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_lastName,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_shotOffTarget,stat_fouls,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goalAssist,stat_goals
10886830,home,King's Lynn Town,Paul Jones,paul-jones,P. Jones,G,1,191.0,3,M,39214,EUR,520300800,G,1,1,False,28.0,8.0,23.0,5.0,4.0,6.0,4.0,22.0,1.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,90.0,36.0,6.1,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886830,home,King's Lynn Town,Adam Crowther,adam-crowther,A. Crowther,D,23,194.0,13,M,1423945,EUR,978825600,D,5,5,False,34.0,20.0,6.0,3.0,10.0,17.0,10.0,17.0,2.0,4.0,6.0,10.0,,,,,90.0,52.0,6.9,21.0,0,Adam Crowther,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10886830,home,King's Lynn Town,Josh Coulson,josh-coulson,J. Coulson,D,,191.0,6,M,46493,EUR,601948800,D,6,6,False,35.0,26.0,4.0,2.0,21.0,24.0,5.0,12.0,2.0,5.0,2.0,6.0,,,,,90.0,46.0,6.5,11.0,0,,4.0,,,,1.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,
10886830,home,King's Lynn Town,Tyler Denton,tyler-denton,T. Denton,D,33,176.0,12,M,845901,EUR,810345600,D,3,3,False,54.0,39.0,17.0,7.0,23.0,28.0,17.0,28.0,1.0,4.0,5.0,11.0,,,,,90.0,79.0,6.6,19.0,0,,3.0,1.0,1.0,,,5.0,1.0,1.0,,,2.0,,1.0,2.0,1.0,2.0,,,,,,,,,,
10886830,home,King's Lynn Town,Aaron Jones,aaron-jones,A. Jones,M,17,175.0,4,M,867758,EUR,763344000,M,17,17,False,24.0,17.0,7.0,3.0,5.0,7.0,12.0,20.0,,2.0,2.0,3.0,,,,,79.0,36.0,6.3,11.0,1,Aaron,2.0,,1.0,,,,1.0,,,Jones,3.0,,,1.0,,,1.0,1.0,,,,,,,,
10886830,home,King's Lynn Town,Michael Clunan,michael-clunan,M. Clunan,M,7,177.0,11,M,1083058,EUR,759715200,M,7,7,False,50.0,41.0,4.0,1.0,20.0,21.0,21.0,33.0,1.0,3.0,,10.0,,,,,90.0,65.0,6.6,15.0,0,,3.0,1.0,,,,1.0,1.0,,1.0,,4.0,,1.0,1.0,,1.0,,2.0,True,,,,,,,
10886830,home,King's Lynn Town,Cameron Hargreaves,cameron-hargreaves,C. Hargreaves,M,7,178.0,5,M,891780,EUR,912470400,M,14,14,False,33.0,26.0,4.0,1.0,9.0,13.0,17.0,21.0,,4.0,1.0,7.0,,,,,90.0,49.0,6.4,13.0,3,,6.0,1.0,,,,1.0,2.0,,4.0,,1.0,4.0,,2.0,,,1.0,1.0,,2.0,,,,,,
10886830,home,King's Lynn Town,Theo Widdrington,theo-widdrington,T. Widdrington,M,6,178.0,5,M,892137,EUR,923356800,M,8,8,False,14.0,10.0,2.0,,4.0,4.0,6.0,10.0,,,,1.0,,,,,19.0,16.0,6.5,4.0,0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
10886830,home,King's Lynn Town,Oliver Scott,oliver-scott,O. Scott,D,22,161.0,1,M,1423893,EUR,972172800,M,22,22,False,41.0,23.0,11.0,2.0,11.0,20.0,12.0,22.0,1.0,6.0,,5.0,,,,,69.0,55.0,6.3,22.0,1,Oliver Scott,4.0,2.0,,,,1.0,4.0,2.0,1.0,,1.0,,2.0,1.0,,1.0,,,,1.0,,,,,,
10886830,home,King's Lynn Town,Gold Omotayo,gold-omotayo,G. Omotayo,F,11,193.0,16,M,941198,EUR,759628800,F,9,9,False,17.0,8.0,,,2.0,2.0,6.0,15.0,5.0,6.0,2.0,4.0,,,,,90.0,30.0,6.3,14.0,2,,12.0,1.0,,,,,1.0,1.0,4.0,,,11.0,,,,,2.0,,,,1.0,1.0,,,,
