match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_outfielderBlock,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_unsuccessfulTouch,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,player_sofascoreId
11408396,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,23.0,21.0,5.0,3.0,20.0,21.0,1.0,2.0,11.0,2.0,5.0,1.0,1.0,90.0,33.0,7.5,2.0,0.00036447,0,0.2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408396,home,Vitória SC,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193,145,M,814673,EUR,859939200,D,44,44,False,,62.0,50.0,8.0,3.0,26.0,28.0,24.0,35.0,7.0,,,,,90.0,78.0,7.9,13.0,0.274895,2,,1.0,6.0,12.0,9.0,14.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0711,0.3331,,,,,,,,,,,,,,,,,
11408396,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,51.0,47.0,5.0,3.0,31.0,33.0,16.0,18.0,4.0,,,,,90.0,59.0,7.0,4.0,0.00779336,1,,,3.0,2.0,3.0,4.0,,,1.0,,2.0,2.0,2.0,1.0,,0.0469,0.0541,,,,,,,,,,,,,,,,,
11408396,home,Vitória SC,Tomás Ribeiro,tomas-ribeiro,T. Ribeiro,D,16,185,137,M,996765,EUR,925430400,D,4,4,False,,23.0,19.0,4.0,3.0,10.0,10.0,9.0,13.0,3.0,,,,,45.0,33.0,6.7,4.0,0.00294107,1,,,3.0,4.0,3.0,6.0,,,,,1.0,,2.0,,,0.0208,,1.0,1.0,,,,,,,,,,,,,,,
11408396,home,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,M,76,76,False,,48.0,40.0,3.0,1.0,6.0,7.0,37.0,51.0,3.0,,,,,90.0,77.0,6.9,20.0,0.116093,1,,10.0,1.0,,3.0,,1.0,1.0,,,,,,,,0.0154,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,
11408396,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,47.0,43.0,4.0,3.0,7.0,7.0,36.0,44.0,4.0,,,,,69.0,62.0,7.1,12.0,0.0957102,0,,4.0,,2.0,4.0,6.0,1.0,,,,,1.0,1.0,,,,,,,Tomás Händel,,,2.0,1.0,,3.0,2.0,2.0,1.0,,,,,
11408396,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,92.0,76.0,11.0,6.0,13.0,16.0,64.0,82.0,9.0,,,,,90.0,112.0,8.0,23.0,0.149521,3,,6.0,,,3.0,6.0,,2.0,1.0,,,1.0,3.0,3.0,2.0,0.1639,0.0628,,,,,1.0,1.0,,,1.0,1.0,2.0,4.0,,,,,
11408396,home,Vitória SC,Afonso Freitas,afonso-freitas,A. Freitas,D,25,180,35,M,928812,EUR,955065600,M,72,72,False,,25.0,18.0,4.0,1.0,5.0,6.0,13.0,23.0,2.0,,,,,62.0,47.0,6.9,13.0,0.0117718,0,,4.0,4.0,,4.0,2.0,,,,,3.0,,1.0,1.0,,,,,,,,,,2.0,,,,1.0,1.0,,,,,
11408396,home,Vitória SC,Kaio César,kaio-cesar,Kaio César,M,37,168,4877,M,1396009,EUR,1076803200,F,37,37,False,,16.0,12.0,1.0,1.0,1.0,1.0,11.0,17.0,,,,,,45.0,27.0,6.6,12.0,0.0332094,0,,2.0,1.0,,6.0,2.0,,,,,,,,,,,,,,Kaio César,,,2.0,1.0,,3.0,,2.0,1.0,,,,,
11408396,home,Vitória SC,Jota Silva,jota-silva,J. Silva,F,26,179,2828,M,1011895,EUR,933465600,F,11,11,False,,21.0,17.0,,,3.0,3.0,14.0,20.0,4.0,,,,,90.0,45.0,7.5,14.0,0.0322736,7,,2.0,1.0,2.0,5.0,7.0,,4.0,2.0,,,,2.0,1.0,,0.1929,0.0576,1.0,,,,,3.0,4.0,2.0,2.0,1.0,2.0,,,,,,
11408396,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,F,17,17,False,,17.0,14.0,,,3.0,3.0,11.0,14.0,2.0,,,,,45.0,26.0,6.8,5.0,0.0246139,0,,,,,2.0,3.0,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,2.0,,,1.0,1.0,2.0,,,,,
11408396,home,Vitória SC,Nélson Oliveira,nelson-oliveira,N. Oliveira,F,7,186,461,M,42898,EUR,681609600,F,79,79,True,,13.0,11.0,,,1.0,1.0,10.0,13.0,2.0,,,,,45.0,22.0,6.9,5.0,0.0204269,2,,1.0,2.0,,4.0,1.0,,2.0,,,,,,,1.0,0.079,,,,,,,2.0,1.0,,,1.0,,1.0,,,,,
11408396,home,Vitória SC,Nuno Santos,nuno-santos,N. Santos,M,10,180,2173,M,930552,EUR,920332800,M,77,77,True,,36.0,31.0,4.0,3.0,4.0,4.0,31.0,36.0,3.0,,,,,45.0,51.0,7.9,7.0,0.229633,1,,4.0,,,2.0,2.0,,1.0,,,,,1.0,1.0,,0.053,,,,,,4.0,2.0,,,1.0,1.0,,5.0,1.0,,,,
11408396,home,Vitória SC,André André,andre-andre,A. André,M,11,174,123,M,59777,EUR,620092800,M,21,21,True,,38.0,36.0,,,6.0,6.0,31.0,33.0,2.0,,,,,45.0,49.0,7.7,4.0,0.504947,2,,1.0,,,1.0,4.0,,1.0,1.0,,,,,,,0.0605,0.0346,,,,,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,,1.0,,,
11408396,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,True,,11.0,10.0,2.0,2.0,,,10.0,13.0,,,,,,28.0,20.0,7.0,5.0,0.0102951,2,,2.0,,,,1.0,,1.0,1.0,,,,,,,0.5703,0.0479,,,Miguel Maga,,,,,,,,1.0,,,,1.0,,
11408396,home,Vitória SC,Adrián Butzke,adrian-butzke,A. Butzke,F,3,191,100,M,991292,EUR,922752000,F,22,22,True,,6.0,5.0,,,,,6.0,7.0,1.0,,,,,21.0,11.0,6.7,3.0,0.0203914,0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,
11408396,home,Vitória SC,Charles,charles,Charles,G,27,186,127,M,155985,EUR,760320000,G,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408396,home,Vitória SC,Alberto Costa,alberto-baio,A. Costa,D,20,185,2748,M,1160957,EUR,1064793600,D,52,52,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Alberto Baio,,,,,,,,,,,,,,
11408396,home,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408396,home,Vitória SC,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,D,28,28,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Zé Carlos,,,,,,,,,,,,,,
11408396,away,SC Farense,Ricardo Velho,ricardo-velho,R. Velho,G,24,188,499,M,845792,EUR,903571200,G,33,33,False,,43.0,19.0,35.0,11.0,10.0,15.0,9.0,28.0,16.0,5.0,6.0,,,90.0,57.0,7.7,25.0,0.0121786,0,-0.4099,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,
11408396,away,SC Farense,Pastor,pastor,Pastor,D,2,176,138,M,1046354,EUR,951004800,D,28,28,False,,20.0,14.0,3.0,,10.0,13.0,6.0,9.0,4.0,,,,,90.0,42.0,7.2,14.0,0.22813,0,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,2.0,,1.0,,,,,2.0,1.0,1.0,,,
11408396,away,SC Farense,Gonçalo Silva,goncalo-silva,G. Silva,D,37,184,75,M,169729,EUR,675993600,D,37,37,False,,27.0,24.0,1.0,1.0,23.0,25.0,1.0,2.0,1.0,,,,,90.0,41.0,6.8,3.0,0.00102234,0,,,1.0,2.0,2.0,2.0,1.0,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11408396,away,SC Farense,Igor Rossi,igor-rossi,I. Rossi,D,,189,32,M,147732,EUR,605491200,D,3,3,False,,27.0,22.0,6.0,1.0,20.0,20.0,2.0,7.0,1.0,,,,,80.0,37.0,6.9,5.0,0.00060806,0,,,,3.0,1.0,5.0,,,,,7.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,
11408396,away,SC Farense,Talys,talys,Talys,D,,179,45,M,913907,EUR,918604800,D,12,12,False,,19.0,12.0,10.0,3.0,10.0,12.0,3.0,8.0,2.0,,,,,90.0,47.0,7.1,13.0,0.0377511,0,,1.0,1.0,2.0,3.0,5.0,,,,,6.0,6.0,2.0,1.0,,,,,,,,1.0,1.0,,1.0,2.0,1.0,,1.0,,,,,
11408396,away,SC Farense,Claudio Falcão,claudio-falcao,C. Falcão,D,29,187,132,M,845699,EUR,773193600,M,29,29,False,,13.0,9.0,1.0,,5.0,5.0,4.0,8.0,6.0,,,,,90.0,31.0,6.7,6.0,0.00211902,1,,,1.0,2.0,7.0,8.0,4.0,,1.0,,5.0,1.0,5.0,1.0,2.0,0.059,0.2717,,1.0,,,,1.0,2.0,,,1.0,,,,,,,
