match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_totalOffside,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12499419,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,28.0,19.0,18.0,9.0,0.0,13.0,14.0,6.0,14.0,1.0,1.0,2.0,11.0,3.0,4.0,1.0,90.0,41.0,7.2,9.0,0.0014808,0,0.5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499419,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,D,3,3,False,,46.0,41.0,3.0,2.0,0.0,18.0,19.0,25.0,32.0,5.0,6.0,2.0,3.0,,,,90.0,70.0,7.3,12.0,0.385535,1,,,,5.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0471,2.0,,,,,,,,,,,,,,,,,,
12499419,home,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,False,,45.0,34.0,4.0,1.0,0.0,21.0,25.0,13.0,20.0,6.0,7.0,7.0,7.0,,,,90.0,66.0,7.2,11.0,0.0144813,1,,Arthur Chaves,,,,2.0,6.0,2.0,,,1.0,,0.0231,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,
12499419,home,TSG Hoffenheim,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1855,M,879746,EUR,943747200,D,4,4,False,,56.0,44.0,10.0,2.0,0.0,24.0,27.0,20.0,29.0,8.0,8.0,10.0,5.0,,,,90.0,73.0,7.1,12.0,0.017706,0,,,,,,1.0,3.0,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,
12499419,home,TSG Hoffenheim,Valentin Gendrey,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,15,15,False,,22.0,18.0,2.0,1.0,1.0,8.0,10.0,11.0,14.0,,,2.0,,,,,69.0,35.0,6.8,7.0,0.137785,1,,,,2.0,1.0,,,,,1.0,,,0.0057,1.0,,,,,1.0,,,,,,,,,,,,,
12499419,home,TSG Hoffenheim,Diadié Samassékou,diadie-samassekou,D. Samassékou,M,18,175,1706,M,796358,EUR,821318400,M,18,18,False,,4.0,3.0,,,0.0,3.0,4.0,,,,,,,,,,5.0,4.0,,1.0,7.43e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499419,home,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,1129935,EUR,1119916800,M,7,7,False,,50.0,41.0,4.0,3.0,0.0,24.0,25.0,18.0,34.0,,8.0,2.0,9.0,,,,90.0,83.0,7.4,22.0,0.192619,3,,,,9.0,1.0,1.0,8.0,3.0,1.0,2.0,1.0,2.0,0.0529,1.0,,,1.0,1.0,,2.0,7.0,5.0,1.0,1.0,0.0742,,,,,,,
12499419,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,M,27,27,False,,57.0,47.0,4.0,2.0,0.0,13.0,16.0,34.0,45.0,1.0,2.0,,4.0,,,,90.0,71.0,5.8,19.0,0.130897,3,,,,4.0,,1.0,3.0,,,2.0,,,0.3969,2.0,1.0,,,,,1.0,2.0,1.0,,2.0,,andrejkramaric,2.0,1.0,,,,
12499419,home,TSG Hoffenheim,Finn Ole Becker,becker-finn-ole,F. O. Becker,M,25,177,144,M,979821,EUR,960422400,M,20,20,False,,51.0,43.0,3.0,3.0,0.0,16.0,16.0,27.0,38.0,1.0,5.0,2.0,6.0,,,,90.0,68.0,7.4,14.0,0.0202072,1,,,,3.0,,,2.0,,,,1.0,1.0,0.0196,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.02,,,,,,,
12499419,home,TSG Hoffenheim,Gift Orban,gift-orban,G. Orban,F,16,178,5532,M,1217613,EUR,1026864000,F,14,14,False,,13.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,11.0,,3.0,1.0,2.0,,,,80.0,23.0,6.3,6.0,0.0219646,1,,,,,,2.0,5.0,1.0,,1.0,,2.0,0.4481,,,,1.0,,1.0,,1.0,,,1.0,,giftorban,1.0,,2.0,,,
12499419,home,TSG Hoffenheim,Haris Tabaković,haris-tabakovic,H. Tabaković,F,15,196,2741,M,259803,EUR,772070400,F,26,26,False,,23.0,18.0,,,0.0,4.0,4.0,14.0,20.0,5.0,7.0,,,,,,90.0,45.0,7.7,14.0,0.0683826,3,,,,1.0,,6.0,10.0,,1.0,,,2.0,0.2219,2.0,2.0,1.0,,,1.0,2.0,1.0,,1.0,3.0,0.0342,,,,,1.0,,
12499419,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,True,,39.0,36.0,2.0,1.0,0.0,12.0,12.0,24.0,28.0,4.0,8.0,,5.0,,,,85.0,59.0,6.8,10.0,0.0345095,1,,,,1.0,,3.0,8.0,1.0,,,1.0,1.0,0.0249,1.0,1.0,,3.0,2.0,,4.0,,,,1.0,,,,,,,,
