match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass
11369813,FT,0.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,
11369813,,,,,90,0.0,,1,,,injuryTime,4.0,,,,
11369813,,,,,88,,,3,,,substitution,,121953523.0,False,False,regular
11369813,,,,,88,,,3,,,substitution,,121953524.0,False,False,regular
11369813,,,,,76,,,15,,,substitution,,121953439.0,True,False,injury
11369813,,,,,59,,,32,,,substitution,,121953333.0,False,False,regular
11369813,,,,,59,,,32,,,substitution,,121953331.0,False,True,regular
11369813,,,,,59,,,32,,,substitution,,121953332.0,False,True,regular
11369813,,,,,46,,,45,,,substitution,,121953263.0,False,True,regular
11369813,,,,,46,,,45,,,substitution,,121953249.0,False,True,regular
11369813,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,
11369813,,,,,45,0.0,,1,,,injuryTime,5.0,,,,
