match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_shotOffTarget,stat_wonTackle,stat_totalOffside,stat_outfielderBlock,stat_lastManTackle,stat_goalAssist,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_keyPass,stat_wasFouled,player_firstName,player_lastName,stat_wonContest,stat_goals,captain,stat_dispossessed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_clearanceOffLine,stat_penaltyConceded
11540873,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,55.0,49.0,12.0,6.0,46.0,49.0,3.0,6.0,1.0,4.0,1.0,90.0,61.0,6.5,6.0,0.00090749,0,-0.0989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540873,home,Kasımpaşa,Gökhan Gül,gokhan-gul,G. Gül,M,17,180.0,107,M,797820,EUR,900633600,D,6,6,False,32.0,26.0,9.0,5.0,14.0,16.0,12.0,17.0,1.0,5.0,,89.0,47.0,6.6,10.0,0.0391723,1,,1.0,2.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0207,0.1375,,,,,,,,,,,,,,,,,,,,,,,,,
11540873,home,Kasımpaşa,Jackson Porozo,jackson-porozo,J. Porozo,D,12,192.0,722,M,978518,EUR,965347200,D,23,23,False,52.0,47.0,3.0,,43.0,45.0,4.0,7.0,2.0,2.0,,90.0,60.0,6.6,6.0,0.00551091,1,,,,4.0,4.0,,,,2.0,1.0,4.0,0.0442,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11540873,home,Kasımpaşa,Yasin Özcan,yasin-ozcan,Y. Özcan,D,58,185.0,1802,M,1392102,EUR,1145491200,D,58,58,False,68.0,60.0,9.0,2.0,55.0,57.0,5.0,12.0,,1.0,,90.0,82.0,6.8,10.0,0.0047921,0,,1.0,1.0,5.0,3.0,,,6.0,3.0,,4.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11540873,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,D,12,12,False,34.0,23.0,5.0,2.0,14.0,18.0,11.0,21.0,1.0,2.0,,90.0,62.0,7.4,16.0,0.379769,2,,5.0,,2.0,6.0,,1.0,1.0,2.0,1.0,1.0,0.3029,0.2475,4.0,,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11540873,home,Kasımpaşa,Loret Sadiku,loret-sadiku,L. Sadiku,M,,180.0,55,M,143356,EUR,680659200,M,26,26,False,26.0,21.0,3.0,1.0,11.0,12.0,10.0,14.0,1.0,3.0,,81.0,31.0,6.5,6.0,0.00559868,0,,,2.0,6.0,2.0,,,1.0,,1.0,3.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,
11540873,home,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184.0,380,M,822228,EUR,694137600,M,7,7,False,11.0,5.0,,,,,6.0,12.0,,2.0,,89.0,19.0,7.9,8.0,0.276779,1,,1.0,,1.0,4.0,1.0,,,,1.0,1.0,0.1469,,2.0,1.0,,,,,1.0,1.0,,2.0,,,5.0,1.0,,,1.0,,,,,,,,
11540873,home,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179.0,1215,M,254979,EUR,761529600,M,10,10,False,35.0,24.0,5.0,1.0,9.0,10.0,17.0,28.0,1.0,4.0,,90.0,49.0,8.1,14.0,0.654316,3,,3.0,1.0,1.0,5.0,1.0,1.0,,1.0,2.0,,0.9886,0.9921,,1.0,,,,,,2.0,,1.0,,1.0,5.0,3.0,,,1.0,1.0,,,,,,,
11540873,home,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188.0,161,M,128196,EUR,732844800,M,35,35,False,50.0,44.0,4.0,3.0,20.0,21.0,24.0,30.0,2.0,7.0,,90.0,65.0,7.5,8.0,0.0149346,3,,1.0,,2.0,3.0,,3.0,2.0,2.0,1.0,2.0,0.2209,0.0631,1.0,,2.0,,,,,,,,,,,,,,,,True,,,,,,
11540873,home,Kasımpaşa,Julien Ngoy,julien-ngoy,J. Ngoy,F,7,185.0,145,M,848680,EUR,878428800,M,9,9,False,17.0,14.0,1.0,1.0,5.0,5.0,9.0,13.0,,3.0,,76.0,28.0,6.9,12.0,0.00505621,1,,1.0,,5.0,,1.0,1.0,1.0,,4.0,2.0,0.3433,0.3829,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,
11540873,home,Kasımpaşa,Nuno Da Costa,nuno-da-costa,N. Da Costa,F,10,184.0,1004,M,209374,EUR,666144000,F,18,18,False,17.0,11.0,,,4.0,6.0,7.0,11.0,,3.0,,89.0,37.0,7.3,12.0,0.0202844,4,,,4.0,8.0,6.0,4.0,2.0,,,4.0,2.0,0.9151,1.7841,3.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,3.0,1.0,,1.0,,,,,
11540873,home,Kasımpaşa,Sadık Çiftpınar,sadik-ciftpinar,S. Çiftpınar,D,5,181.0,71,M,111811,EUR,725846400,D,5,5,True,9.0,9.0,1.0,1.0,8.0,8.0,1.0,1.0,,,,14.0,9.0,6.3,,0.00018149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540873,home,Kasımpaşa,Trazie Thomas Zai,trazie-thomas-zai,T. T. Zai,M,,172.0,48,M,1083235,EUR,930787200,M,8,8,True,4.0,4.0,,,2.0,2.0,2.0,2.0,,1.0,,9.0,7.0,6.5,1.0,0.00132554,0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Trazie Thomas Zai,,1.0,,,,,,,,
11540873,home,Kasımpaşa,Emirhan Yiğit,emirhan-yigit,E. Yiğit,F,42,179.0,33,M,1521036,EUR,1146355200,F,42,42,True,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emirhan Yigit,,,,,,,,,,
11540873,home,Kasımpaşa,Bunyamin Cetinkaya,bunyamin-cetinkaya,B. Cetinkaya,F,,,15,M,1860387,EUR,1252368000,M,77,77,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,1.0,3.0,,,0.00029659,0,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,Bunyamin Cetinkaya,,,,,,,,,,
11540873,home,Kasımpaşa,Sarp Yavrucu,yavrucu-sarp,S. Yavrucu,F,19,180.0,26,M,1173148,EUR,1111017600,F,19,19,True,2.0,2.0,,,2.0,2.0,,,,,,1.0,2.0,,,7.44e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540873,home,Kasımpaşa,Ali Emre Yanar,ali-emre-yanar,A. E. Yanar,G,25,190.0,31,M,840297,EUR,895190400,G,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
