match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_goals,player_firstName,player_lastName,stat_bigChanceCreated,stat_goalAssist,stat_hitWoodwork,stat_errorLeadToAGoal,stat_goodHighClaim,stat_totalOffside
11399390,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,29.0,24.0,8.0,3.0,22.0,25.0,2.0,4.0,7.0,2.0,5.0,90.0,40.0,7.0,5.0,0.00369199,0,0.0825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399390,home,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,2,180,197,M,842536,EUR,891820800,D,12,12,False,48.0,38.0,3.0,,18.0,24.0,20.0,26.0,2.0,,,72.0,72.0,6.5,13.0,0.0154377,2,,2.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,0.039,,,,,,,,,,,,,,,,,,,,,,,
11399390,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,95.0,89.0,9.0,4.0,49.0,50.0,40.0,45.0,9.0,,,90.0,112.0,6.8,9.0,0.0156014,3,,,5.0,7.0,,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,0.0783,meeshilgerss,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11399390,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,118.0,105.0,8.0,2.0,43.0,47.0,62.0,71.0,7.0,,,90.0,129.0,6.8,15.0,0.121283,1,,,4.0,8.0,2.0,,,,1.0,,1.0,,1.0,0.1859,,1.0,5.0,,,3.0,2.0,,,True,1.0,1.0,0.3547,,,,,,,,,,
11399390,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,75.0,67.0,7.0,6.0,13.0,16.0,55.0,61.0,6.0,,,90.0,90.0,6.8,11.0,0.0899465,2,,2.0,4.0,3.0,,,,,1.0,,,1.0,,0.045,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,1.0,0.2848,1.0,,,,,,,,,
11399390,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,34.0,24.0,1.0,,7.0,8.0,17.0,27.0,4.0,,,90.0,50.0,8.2,14.0,0.0623256,5,,1.0,4.0,4.0,1.0,1.0,,3.0,,,1.0,2.0,,1.0382,,1.0,1.0,1.0,,1.0,,1.0,2.0,,,2.0,1.3246,,2.0,,,,,,,,
11399390,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174,167,M,966546,EUR,993600000,M,4,4,False,39.0,32.0,4.0,4.0,7.0,10.0,25.0,30.0,2.0,,,66.0,48.0,6.7,9.0,0.0197948,0,,1.0,1.0,2.0,1.0,,,,2.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11399390,home,FC Twente,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,6,6,False,50.0,39.0,,,11.0,11.0,30.0,49.0,5.0,,,72.0,68.0,6.8,20.0,0.478238,1,,10.0,2.0,2.0,,2.0,1.0,1.0,1.0,,1.0,,,0.0342,,1.0,,,,1.0,,,3.0,,,,,2.0,,,,,,,,,
11399390,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,F,11,11,False,34.0,26.0,1.0,1.0,4.0,6.0,23.0,30.0,2.0,,,75.0,64.0,7.3,19.0,0.335607,2,,2.0,9.0,10.0,6.0,7.0,6.0,1.0,,,2.0,2.0,,0.0382,,1.0,2.0,1.0,1.0,,,3.0,4.0,,,,,1.0,,,,,,,,,
11399390,home,FC Twente,Manfred Ugalde,manfred-ugalde,M. Ugalde,F,9,171,2754,M,993560,EUR,1022284800,F,27,27,False,30.0,21.0,,,5.0,5.0,16.0,27.0,4.0,,,90.0,58.0,7.9,17.0,0.0402303,12,,2.0,13.0,7.0,4.0,2.0,2.0,6.0,,,,2.0,1.0,1.0945,,8.0,3.0,,4.0,,,1.0,1.0,,,2.0,0.626,,1.0,,,1.0,,,,,
