match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_keyPass,stat_hitWoodwork,stat_interceptionWon,stat_fouls,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_bigChanceCreated,stat_clearanceOffLine,stat_outfielderBlock,stat_totalOffside,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_goalAssist,stat_goals
11369307,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183.0,223,M,848980,EUR,868406400,G,13,13,False,26.0,19.0,11.0,4.0,16.0,17.0,3.0,9.0,1.0,9.0,1.0,2.0,1.0,1.0,90.0,34.0,6.8,7.0,0.0,0.0,0.0004468,0,0.2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369307,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186.0,733,M,892521,EUR,854582400,D,4,4,False,71.0,61.0,9.0,5.0,32.0,36.0,29.0,35.0,2.0,4.0,,,,,90.0,80.0,7.0,10.0,0.201,0.1628,0.0423019,3,,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11369307,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185.0,781,M,360718,EUR,801964800,D,2,2,False,57.0,50.0,6.0,3.0,36.0,39.0,14.0,18.0,4.0,11.0,,,,,90.0,64.0,6.7,7.0,0.1156,0.0,0.00707123,1,,3.0,3.0,4.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369307,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187.0,207,M,1069703,EUR,981849600,D,28,28,False,60.0,47.0,6.0,2.0,22.0,28.0,25.0,32.0,3.0,5.0,,,,,89.0,71.0,7.0,13.0,0.0099,0.0,0.0174404,1,,3.0,3.0,3.0,5.0,,,1.0,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369307,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184.0,3812,M,859773,EUR,926553600,M,3,3,False,50.0,40.0,4.0,2.0,13.0,15.0,27.0,40.0,1.0,5.0,,,,,90.0,73.0,7.1,19.0,0.0,0.0,0.06026,0,,,1.0,,3.0,,,,,2.0,,1.0,,,,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
11369307,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170.0,770,M,835484,EUR,918000000,M,8,8,False,53.0,49.0,,,18.0,19.0,32.0,35.0,1.0,6.0,,,,,89.0,65.0,7.0,7.0,0.0688,0.1429,0.131299,3,,1.0,1.0,5.0,3.0,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11369307,home,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178.0,551,M,846492,EUR,895881600,M,14,14,False,22.0,19.0,,,4.0,4.0,16.0,20.0,,5.0,,,,,77.0,36.0,6.7,10.0,0.0,0.0,0.157038,0,,3.0,,9.0,2.0,,,,,2.0,,1.0,3.0,1.0,,2.0,1.0,2.0,3.0,,1.0,2.0,,,,,,,,,,,,,
11369307,home,Celta Vigo,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180.0,595,M,363774,EUR,815097600,M,21,21,False,54.0,42.0,5.0,1.0,11.0,18.0,31.0,40.0,,9.0,,,,,90.0,88.0,7.0,24.0,0.0141,0.0,0.0230507,1,,1.0,1.0,6.0,6.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,4.0,2.0,4.0,,3.0,,,,,,,,,,,,,
11369307,home,Celta Vigo,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193.0,4810,M,876599,EUR,949795200,F,18,18,False,14.0,12.0,1.0,1.0,5.0,5.0,7.0,9.0,,1.0,,,,,67.0,26.0,6.5,9.0,0.0402,0.0,0.01364,1,,,2.0,5.0,4.0,,,1.0,,,,,,2.0,1.0,,,,2.0,1.0,,4.0,,,,,,,,,,,,,
11369307,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176.0,5000,M,19356,EUR,554774400,F,10,10,False,45.0,29.0,4.0,1.0,6.0,8.0,27.0,49.0,,6.0,,,,,90.0,69.0,8.9,28.0,0.2276,0.0,0.936738,2,,2.0,,7.0,2.0,2.0,1.0,2.0,,6.0,,,1.0,,,,,12.0,2.0,2.0,4.0,2.0,,i.aspas10,True,4.0,1.0,1.0,2.0,,,,,,
