match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_errorLeadToAShot,stat_ownGoals,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_expectedGoalsOnTarget,player_sofascoreId,stat_hitWoodwork
14065149,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,51.0,22.0,41.0,12.0,0.0,11.0,20.0,11.0,31.0,2.0,2.0,5.0,12.0,1.0,2.0,4.0,3.0,2.0,2.0,90.0,63.0,8.4,30.0,0.0187408,85.777093095378,11.0,49.035,14.595,0.9917,0,-0.4168,0.2,0.01,0.31,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065149,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,29.0,25.0,4.0,2.0,0.0,24.0,25.0,1.0,4.0,,2.0,5.0,1.0,,,,,,,88.0,43.0,6.8,6.0,0.778967,40.711101223764,6.0,30.03,10.185,,0,,0.57,0.01,-0.13,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14065149,home,1. FSV Mainz 05,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,D,15,15,False,29.0,27.0,2.0,1.0,0.0,23.0,24.0,4.0,5.0,1.0,1.0,7.0,3.0,,,,,,,45.0,37.0,6.5,2.0,0.0196036,34.765649304335,6.0,-9.45,3.045,,0,,0.13,-0.02,-0.1,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065149,home,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,False,29.0,21.0,5.0,1.0,0.0,18.0,20.0,3.0,9.0,5.0,7.0,11.0,4.0,,,,,,,90.0,50.0,6.1,9.0,0.00091633,32.807755533301,6.0,-0.105,6.51,,1,,-0.03,-0.04,-0.49,,,,3.0,,2.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0578,-0.22,,,,,,,,,,,,,,
14065149,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,41.0,31.0,7.0,5.0,0.0,11.0,16.0,20.0,25.0,,2.0,2.0,4.0,,,,,,,90.0,78.0,7.0,22.0,0.212494,91.201403469797,10.0,11.235,18.48,,1,,0.31,0.13,0.14,,7.0,1.0,4.0,,,,1.0,2.0,1.0,1.0,,,,1.0,,,,,0.0738,-0.16,1.0,1.0,1.0,,,,,,,,,,,
14065149,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,10,10,False,35.0,23.0,7.0,2.0,0.0,7.0,11.0,16.0,24.0,,4.0,1.0,7.0,,,,,,,90.0,61.0,7.2,22.0,0.344304,114.71274673611,13.0,45.99,27.72,,0,,0.47,0.2,0.14,,11.0,,2.0,,,1.0,,2.0,1.0,5.0,,,,,1.0,,,1.0,,,4.0,1.0,1.0,1.0,,,,,,,,,,
14065149,home,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,33.0,24.0,2.0,2.0,0.0,7.0,9.0,17.0,24.0,11.0,14.0,1.0,4.0,,,,,,,90.0,51.0,8.0,12.0,0.0411072,147.93802296884,11.0,98.595,32.235,,2,,0.37,0.26,0.54,,,4.0,7.0,,1.0,3.0,2.0,,1.0,,,,1.0,1.0,2.0,,,,0.2313,-0.39,,,2.0,1.0,1.0,1.0,,,,,,,,
14065149,home,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,M,30,30,False,17.0,11.0,2.0,1.0,0.0,6.0,7.0,5.0,10.0,2.0,4.0,,1.0,,,,,,,45.0,32.0,6.2,12.0,0.00225927,25.49595317345,5.0,-3.36,3.465,,0,,-0.07,-0.06,-0.06,,,4.0,5.0,,,,3.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,True,,,,,,,
14065149,home,1. FSV Mainz 05,Paul Nebel,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,F,8,8,False,42.0,30.0,3.0,,0.0,11.0,15.0,19.0,27.0,,3.0,3.0,7.0,,,,,,,90.0,62.0,6.4,20.0,0.0704682,174.73343454834,22.0,-9.5549999999999,9.66,,3,,0.09,0.35,0.24,,3.0,4.0,6.0,,,,3.0,,,2.0,,,,1.0,1.0,,,,0.5904,-0.61,,1.0,3.0,2.0,2.0,1.0,,1.0,,,,,,
14065149,home,1. FSV Mainz 05,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,F,17,17,False,14.0,13.0,2.0,2.0,0.0,2.0,2.0,11.0,12.0,2.0,7.0,1.0,3.0,,,,,,,89.0,46.0,7.0,12.0,0.494206,280.31902500417,21.0,184.695,53.655,,8,,0.5,0.35,0.14,,2.0,6.0,13.0,1.0,1.0,,4.0,2.0,3.0,1.0,,,1.0,3.0,,,,,0.5293,-0.62,1.0,2.0,5.0,3.0,4.0,,,2.0,1.0,,,,,
14065149,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,19.0,15.0,1.0,,0.0,9.0,10.0,6.0,9.0,1.0,3.0,,4.0,,,,,,,67.0,28.0,6.7,6.0,0.164026,11.325854584762,2.0,-5.46,-0.21000000000001,,0,,0.24,0.0,0.14,,1.0,2.0,3.0,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
14065149,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,True,15.0,9.0,4.0,1.0,0.0,6.0,9.0,3.0,6.0,3.0,4.0,6.0,3.0,,,,,,,45.0,36.0,8.9,10.0,0.00223081,25.255474300068,4.0,-16.38,3.045,,2,,0.08,0.03,0.94,,1.0,1.0,4.0,,3.0,,2.0,,1.0,,,,1.0,,,,,,0.5448,0.44,,,2.0,1.0,,,,1.0,2.0,1.0,1.0,0.769,,
14065149,home,1. FSV Mainz 05,Sota Kawasaki,sota-kawasaki,S. Kawasaki,M,24,171,441,M,1028306,EUR,996451200,M,24,24,True,16.0,11.0,2.0,1.0,0.0,1.0,4.0,10.0,12.0,1.0,1.0,3.0,1.0,,,,,,,45.0,31.0,6.5,9.0,0.0104967,57.725424515239,7.0,34.545,12.81,,0,,0.05,0.03,-0.01,,1.0,1.0,4.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,
