match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_errorLeadToAShot,captain,stat_keyPass,stat_onTargetScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_shotOffTarget,stat_goalAssist,stat_goals,stat_totalOffside
10583948,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000.0,G,48,48,False,20.0,15.0,10.0,5.0,14.0,15.0,1.0,5.0,1.0,2.0,1.0,10.0,1.0,2.0,2.0,4.0,1.0,90.0,36.0,7.4,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10583948,home,Al-Ettifaq,Saeed Almuwallad,,,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800.0,D,2,2,False,43.0,38.0,4.0,1.0,17.0,19.0,23.0,33.0,2.0,6.0,3.0,5.0,2.0,,,,,90.0,76.0,6.6,20.0,1,9.0,2.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
10583948,home,Al-Ettifaq,Marcel Tisserand,,,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000.0,D,32,32,False,41.0,34.0,5.0,1.0,18.0,21.0,16.0,20.0,2.0,4.0,1.0,2.0,,,,,,90.0,46.0,6.6,8.0,0,,,1.0,2.0,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10583948,home,Al-Ettifaq,Darko Velkovski,,,darko-velkovski,D. Velkovski,D,24,188.0,155,M,156990,EUR,803692800.0,D,14,14,False,28.0,23.0,4.0,1.0,16.0,16.0,7.0,12.0,,1.0,2.0,2.0,,,,,,66.0,35.0,6.7,5.0,0,,,,1.0,,,,,,3.0,1.0,1.0,,1.0,,,,,,,,,,,
10583948,home,Al-Ettifaq,Abdullah Al Khateeb,,,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400.0,D,70,70,False,43.0,40.0,2.0,2.0,19.0,19.0,21.0,26.0,1.0,4.0,,5.0,1.0,,,,,90.0,56.0,6.8,8.0,0,2.0,,1.0,1.0,,,,,,,2.0,,2.0,,,,,,,,,,,,
10583948,home,Al-Ettifaq,Faisal Al-Ghamdi,Faisal,Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,16,185.0,951,M,966452,EUR,997660800.0,M,16,16,False,24.0,22.0,2.0,2.0,11.0,11.0,11.0,13.0,,4.0,,3.0,1.0,,,,,45.0,32.0,6.8,5.0,0,,,,2.0,,1.0,1.0,,,,3.0,2.0,1.0,,,,,,,,,,,,
10583948,home,Al-Ettifaq,Ibrahim Mahnashi,,,ibrahim-mahnashi,I. Mahnashi,M,40,,10,M,917267,EUR,942883200.0,M,6,6,False,55.0,48.0,3.0,2.0,21.0,22.0,27.0,34.0,2.0,9.0,,4.0,4.0,,,,,90.0,68.0,7.1,9.0,0,1.0,,,5.0,,1.0,,,,3.0,3.0,,,5.0,,,,,,,,,,,
10583948,home,Al-Ettifaq,Berat Ayberk Özdemir,,,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187.0,216,M,876857,EUR,895881600.0,M,98,98,False,68.0,66.0,10.0,9.0,27.0,27.0,39.0,41.0,1.0,9.0,1.0,7.0,2.0,,,,,90.0,84.0,7.5,4.0,1,,,,5.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,,,1.0,,,,,,,,,,
10583948,home,Al-Ettifaq,Mohammed Al-Kuwaykibi,,,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168.0,101,M,847233,EUR,786326400.0,F,7,7,False,37.0,25.0,4.0,2.0,7.0,8.0,22.0,35.0,1.0,3.0,,6.0,1.0,,,,,90.0,56.0,6.6,24.0,0,6.0,4.0,,7.0,,2.0,5.0,1.0,,,,,2.0,2.0,,,True,2.0,,,,,,,
10583948,home,Al-Ettifaq,Vitinho,,,vitinho,Vitinho,F,11,178.0,3973,M,242054,EUR,750124800.0,F,27,27,False,26.0,21.0,1.0,1.0,7.0,7.0,14.0,20.0,1.0,4.0,1.0,3.0,1.0,,,,,85.0,44.0,6.8,11.0,2,1.0,,2.0,9.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,,,,1.0,,,,,,
