match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_errorLeadToAShot,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside
12530745,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,34.0,25.0,15.0,6.0,0.0,21.0,21.0,4.0,13.0,1.0,12.0,1.0,1.0,3.0,3.0,90.0,42.0,7.6,9.0,0.00073504,0,0.9992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530745,home,Galatasaray,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5736,M,przemek.franek_,286909,EUR,797644800,D,29,29,False,,57.0,47.0,4.0,2.0,0.0,25.0,28.0,23.0,34.0,4.0,3.0,,,,,90.0,94.0,7.3,18.0,0.0761165,0,,5.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12530745,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,68.0,55.0,13.0,4.0,0.0,30.0,34.0,25.0,34.0,9.0,2.0,1.0,,,,90.0,90.0,7.6,13.0,0.00756602,1,,,,,5.0,3.0,,13.0,3.0,1.0,,3.0,1.0,3.0,0.0312,,,,,,,,,,,,,,
12530745,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,37.0,31.0,7.0,3.0,0.0,20.0,21.0,11.0,16.0,6.0,8.0,,,,,90.0,48.0,7.0,7.0,0.00280165,0,,,,1.0,4.0,1.0,,6.0,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,
12530745,home,Galatasaray,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,,981483,EUR,962928000,D,17,17,False,,32.0,27.0,3.0,1.0,0.0,8.0,8.0,19.0,25.0,4.0,2.0,,,,,78.0,43.0,6.9,6.0,0.012888,0,,1.0,,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,
12530745,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,45.0,38.0,3.0,1.0,0.0,10.0,11.0,28.0,34.0,3.0,3.0,1.0,,,,90.0,56.0,7.0,7.0,0.0461985,1,,,,1.0,,4.0,,4.0,2.0,1.0,,2.0,1.0,1.0,0.0426,,,,1.0,,,,,,,,,,
12530745,home,Galatasaray,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8827,M,,307284,EUR,746841600,M,99,99,False,,42.0,35.0,4.0,4.0,0.0,16.0,19.0,19.0,24.0,6.0,7.0,1.0,,,,90.0,59.0,7.2,8.0,0.00907681,1,,1.0,,1.0,1.0,6.0,,3.0,3.0,1.0,,3.0,,2.0,0.0268,,,,2.0,1.0,1.0,1.0,0.0898,,,,,,
12530745,home,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8501,M,rolandsallai,355088,EUR,864259200,M,7,7,False,,28.0,21.0,4.0,2.0,0.0,7.0,8.0,14.0,23.0,3.0,3.0,2.0,,,,89.0,43.0,6.0,16.0,0.00773212,0,,3.0,,3.0,1.0,12.0,2.0,1.0,,,3.0,7.0,,,,,,,,1.0,,,,,,,,,
12530745,home,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178,11687,M,gabrielsara,913593,EUR,930355200,M,20,20,False,,29.0,26.0,3.0,2.0,0.0,8.0,9.0,18.0,23.0,4.0,4.0,3.0,,,,69.0,42.0,6.7,10.0,0.0165685,0,,3.0,,1.0,1.0,4.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12530745,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,23.0,18.0,,,0.0,2.0,2.0,17.0,26.0,7.0,2.0,2.0,,,,90.0,44.0,6.7,17.0,0.0463817,0,,5.0,1.0,3.0,4.0,9.0,3.0,1.0,1.0,1.0,3.0,1.0,,1.0,,,,,,2.0,,,,1.0,,,,,
